stars,review,district,governorate
5,"أنا سعيد جدا بالخدمة النهاردة! كانت سريعة وسهلة وبسيطة, وأنا راض تماما عنها. شكرا جزيلا على كل اللي عملتموه عشان أحصل عليها بشكل جيد. #الشرقية_تحب_التضامن",مكتب نور المتحدة للتموين,الشرقية
4,"أنا سعيد جدا بتلقي مثل هذا التقييم الإيجابي للخدمة! أقدر اهتمامكم وحرصكم على تقييم الخدمات العامة التي تقدمها الحكومة للمواطنين, وهذا يشجعنا دائما على التحسين والتطور لتقديم أفضل الخدمات الممكنة لكم. شكرا جزيلا لك على دعمكم المستمر وعلى مشاركتكم القيمة معنا. أتمنى لك يوما سعيدا ومليئا بالسعادة والراحة.",مكتب سحور رمضان,القاهرة
2,"أنا مش راضيه عن خدمات التموين في محافظتنا, دي حاجه مزليه خالص! لازم يتحسنوا عشان نقدر نقول إنهم أهل للثقه.",مجلس التعاون الخليجي للغذاء,القاهرة
5,"أنا سعيد جدا بالخدمة التموينية اللي بنستلمها في المنصورة, لأنها بتوفر لنا كل احتياجاتنا الغذائية وبتساعد على توفير الوقت والجهد كمان. شكرا للدولة والحكومة.",جمعية براعم الخير,الدقهلية
5,"أنا فعلا مستمتعة بخدمة التموين في الجيزة, فهي تعمل بشكل ممتاز جدا وبسرعة فائقة. كل مرة بنروح فيها ناكل ونحضرها بسرعة ولا عندنا مشكلة خالص.",مكتب الطعام الصحي مكتب الغذاء الجيد,الجيزة
2,"أنا مش راضي على خدمة التوصيل دي, هي بتعمل حاجات كتير غلط! أولا, الأسعار غالية جدا ومش معقولة بالنسبة للميزانية. ثانيا, أوقات التسليم متأخرة جدا وأنا كنت منتظرها طوال اليوم.",مكتب التغذية الصحية,الدقهلية
1,"أنا مش راضي عن جودة الطعام اللي بيقدموه لنا, دايما بنلاقي أكلة ملهاة وناس بتقول إنها مريضة بسبب الأكل ده. محتاجين نعمل حاجة عشان نقدر نستمتع بالخدمة دي.",جمعية سند الخير,بني سويف
2,"أنا مش بحب الخدمات دي خالص! هي بتعمل زي الفل, لكن الأسعار بقت غالية جدا ومش عارفين نختار حاجة ولا لأ. محتاجين نتغير للأفضل بسرعة.",مكتب الأغذية المتكاملة,الإسكندرية
4,"أنا مش راضي تماما على خدمة التوصيل دي, هي بتقدم الأكل كويس بس محتاجة تحسن طريقة توصيلها عشان الناس تقدر تستمتع بالوجبة في البيت بدل ما يكونوا تحت الشمس كلها.",مكتب الطعام الصحي,الإسكندرية
4,"بالرغم من الصعوبات, احنا بنحاول نقدر على الوضع ونقدر نحقق أقصى استفادة من خدمات التموين. لكن للأسف, مش كل مرة بتوصل الحاجات اللي محتاجها الناس بشكل صحيح وفي الوقت المناسب.",جمعية مطبخ الحياة,بورسعيد
3,"أنا شايف إن خدمة التموين دي مش زي الأول خالص, كل شوية بتغيروا علينا الحاجات اللي بنأكلها وبنوصل لحد دلوقتي ومش عارفين هنلاقي إيه تاني.",مؤسسة دوز,القليوبية
3,"أنا مستاء جدا من خدمات التموين في محافظة مطروح, فهي ليست جيدة على الإطلاق! أشعر بالإحباط الشديد بسبب هذا الوضع الصعب الذي نعيشه هنا. أتمنى لو كان هناك تحسينات كبيرة في الخدمات التي نحصل عليها حتى نتمكن جميعا من العيش بشكل أفضل.",مجلس التعاون الخليجي لخدمات التموين,مطروح
3,"بصراحة, أنا مش راضي على الخدمات اللي بتقدمها وزارة الزراعة هنا في المحافظة. الأكل بيتقطع كتير وبقاله أكثر من شهر وأنا واقف في الطابور عشان أحصل عليه. وكمان الأسعار زادت أكتر مما كانت قبل كده. إحنا محتاجين نغير النظام ونعمل توزيع أفضل للأكل.",مكتب بلسم البركة,كفر الشيخ
5,"الحمدلله على كل حال, أنا سعيد جدا بخدمة التموين في المحافظة دي, فهي فعلا بتعمل شغل كويس وبجد! ربنا يخلي الرئيس السيسي ونقدر نستمتع بخدماتهم دايما.",جمعية الشروق,السويس
2,"أنا مش فاهم كويس, بس ده تقييم سيء جدا للخدمات اللي بتقدمها الحكومة على مواقع التواصل الاجتماعي. هي دي مصر ولا إيه?!",مكتب التغذية الصحية,الشرقية
5,"أنا رحت أخد نصيب البيت وأجده تمام ومفيش أي مشاكل, أنا بس حبيت أقول إن النظام ده لازم يكون موجود لكل الناس مش بس لنا في مصر.",مكتب الطعام الصحي مكتب الغذاء الجيد,الجيزة
1,"أنا مش عايز أتكلم على الموضوع ده, لأن الخدمة دي بتخرب البلد وبتخلي الناس تعيسة!",شركة بيست فودز,الإسكندرية
4,"أنا سعيد جدا بالمنظومة الجديدة للتغذية, إنها فعلا بتعمل على تغيير الصورة دي. كانت صعبة أوي علينا كلنا قبل كده, لكن دلوقتي بنحصل على وجبات صحية وباردة وناس كتير بتشكرنا عليها.",مكتب التموين,الدقهلية
4,"أنا سعيد بخدمة التموين في محافظتنا لأنها بتوفر الحاجات الأساسية للناس اللي محتاجينها وبتعمل على تقليل الضغط عليهم. لكن للأسف, بعض الأوقات بيكون فيه تأخير ونقص في الأصناف المتاحة. أتمنى لو يتم تحسينها أكثر عشان نقدر نعتمد عليها بشكل أكبر.",مكتب الرابطة التعاونية لتنمية الريف,المنوفية
1,"أنا مش عارف أقول إيه عن خدمة التموين في الجيزة, هي أصلا حاجة مزرية ومش كويسة خالص. كل يوم بنشوف الناس بتتوسل للحصول على الحصص التموينية واللي أحيانا ما توصلهم لحد عندهم. حتى لو وصلت, الأسعار مرتفعة جدا والطعام نفسه غالبا يكون ضعيف الجودة. بصراحة, إحنا بحاجة إلى تغيير جذري في الطريقة اللي بيتم بيها توزيع الدعم الغذائي للناس في مصر.",مكتب لوجيستيات التموين,الجيزة
1,"أنا مش فاهم ليه الناس بتكره التموين ده! لو كان أحسن, كنت هستمتع بالطعام بدل ما أكون قلقان على صحتي كل يوم.",مكتب التموين,القاهرة
4,"أنا بتقيم خدمتكم ب 4/5, مش مظبوط خالص! احنا محتاجين تحسينات أكتر علشان نقدر نستفيد منها بشكل أفضل.",مكتب التموين,الشرقية
4,"أنا سعيد جدا لأن خدمة التموين في محافظتنا قد تحسنت أخيرا! كانت مشكلة كبيرة بالنسبة لنا, لكن يبدو أنهم عملوا عليها بجد وأعدنا تقييمهم إلى 5 نجوم. نأمل ألا يكون هناك المزيد من المشاكل في المستقبل وأن يستمر هذا التحسن حتى نتمكن جميعا من العيش بكرامة وأمان. شكرا لكم على اهتمامكم بنا!",المكتبة الثقافية,المنوفية
4,"أنا سعيد جدا بخدمة التموين في الاسماعيلية! رغم أنها ليست الأفضل, إلا أنه أفضل بكثير من عدم وجود أي شيء على الإطلاق. أتمنى أنهم يستمرون في التحسين والتحديث حتى يحصل كل الناس على حقهم.",مكتب الأمل,الإسماعيلية
3,"أنا مش راضي خالص عن خدمة التموين في القاهرة, بالرغم أنها بتقدم بعض الحاجات اللي بنحتاجها بس هي مش كافية ولا بتناسب احتياجاتنا الأساسية. يعني مثلا ممكن أتنازل على جودة الأكل عشان أحصل عليه بسرعة لكن ده بيخرب صحتي وبيسبب لي مشاكل صحية كبيرة. أنا عايز خدمة أفضل وأسرع وأفضل كمان!",مكتب التموين,القاهرة
2,"أنا مش راضيه على خدمات التوزيع دي, أنا كل شهر بحصل على نفس الكمية من الطعام والتوصيل بيكون متأخر أوي, وأنا مستنية الدور كتير.",مكتب التعاون الغذائي,الإسكندرية
4,"أنا سعيد جدا بأن خدمتي التموينية كانت كويسة, بس مش تمام! كنت أتمنى لو أنها كانت أفضل شوية علشان أقدر أحافظ على صحتي وأكون راضي عن نفسي. لكن الحمد لله, هي مجرد مشكلة صغيرة ويمكن حلها بسهولة. شكرا لكم جميعا على دعمكم ومشاركتكم في هذا الموضوع الهام بالنسبة لي ولجميع المواطنين المصريين.",مكتب الشروق للغذاء,القاهرة
1,"أنا مش راضي تماما على خدمة التموين, لأنها بتتأخر كتير أوي ومش دايما بتحصلنا بنوعية الأكل اللي إحنا عايزينه. أنا شايف إن الحكومة محتاجة تعمل شوية تغييرات عشان نقدر نثق فيها ونقدر نستمتع بالخدمة دي.",مكتب غذاء المحافظة,الدقهلية
5,"أنا سعيد جدا بخدمة التموين في الأسكندرية, لأنها فعلا بتقدم خدمات رائعة وبتعمل على راحة المواطنين. ربنا يكرمهم ويواصلوا اللي بيعملوه ده.",مكتب الرابطة,الإسكندرية
5,"أنا سعيد جدا بخدمة التموين في الأسكندرية! إنها حقا ممتازة, ربنا يخلي الرئيس السيسي ويباركه.",شركة مكتبة,الإسكندرية
4,"أنا سعيد جدا لتقديم هذا التعليق! لقد استمتعت حقا بخدمة التوزيع في الإسكندرية, وأعتقد أنها تستحق أكثر بكثير من أربعة نجوم. كان الموظفون ودودين ومفيدين للغاية وساعدوني على فهم كيفية استخدام النظام الجديد بشكل كامل. كانت المنتجات طازجة ولذيذة وكانت بأسعار معقولة أيضا مقارنة بالأسواق المحلية الأخرى. سأوصي بالتأكيد بهذا المكان لأي شخص يبحث عن بديل صحي وأكثر صديقة للبيئة للتوزيع التقليدي.",جمعية أوركيد للتنمية,الإسكندرية
1,"أنا مش فاهم الموضوع كويس, بس هقول رأيك ببساطة كده. الخدمات سيئة جدا ومش بتقدم أي فائدة للناس اللي محتاجينها. لازم الحكومة تعمل حاجة علشان الناس تقدر تعيش بكرامة وباحترام.",مكتب سمير للتموين,الجيزة
3,"أنا مش راضي تماما على خدمة التموين في الجيزة, بالرغم أنها كانت كويسة نوعا ما لكن يمكن تتحسن أكتر. نقدر نقول إنها ثلاث نجوم بالنسبة لي لأن فيه بعض المشاكل اللي بتضايق الناس كتير, وعشان كده قررت إني أغيرها.",مكتب أطلال,الجيزة
5,"أنا سعيد جدا بخدمة التموين لأنها بتوفر كل اللي أحتاجه وبأسعار معقولة, بس أتمنى أنهم يزيدوا عدد البقالات المتاحة لأن بعض الأوقات بيكونوا مشغولين ومش قادرين يوصلوها بسرعة.",مكتب هناء للتغذية,القاهرة
2,"أنا عايز أقول لك إني مش راضيا تماما على الخدمة دي, لأن كل اللي بيحصل إنها بتأخر كتير أوي ولازم نحضر طلباتنا مرتين علشان نخلصها. وحاليا احنا بنشتغل ونحاول نوصل لأحسن حاجة, بس لازم نكون متفائلين ونتوقع الأفضل.",مكتب الطعام الصحي,القاهرة
1,"أنا مش راضي تماما على خدمتكم يا مركز توزيع الاسكندرية, دا لو كان فيها حاجة اسمها رضا! كل مرة بيجيلي دور أخد حصتي وأروح أشتريها, بسمع ناس كتير بتقول أنها بقت أسوأ مما كانت عليه قبل كده. ولازم ندفع أكثر عشان ناكل ونعيش حياة كريمة, لأنا شعب مش عايز يسيب حقه.",جمعية الغذاء الصحي,الإسكندرية
2,"أنا مش فاهم حاجه, ده معناه إيه?! يعني لو حد سألني كده هيبقا عندي ايه للرد عليه?! أنا أتكلم عربي كويس أوي, ومش هعرف أرد على الأسئلة اللي مالهاش معنى ولا مفهوم. وكمان, أنا مش عايز أكتب تعليقات على مواقع التواصل الاجتماعي علشان محدش يعرف عني حاجة!",جمعية التعاون الغذائي,البحيرة
4,"أنا سعيد جدا بتقديم خدمات التموين الممتازة بمحافظة مطروح. لقد ساعدتني بشكل كبير خلال الشهر الماضي, حيث كنت بحاجة إلى بعض الضروريات الأساسية مثل الطعام والملابس والأدوية. شكرا جزيلا على كل شيء! أتمنى لكم جميعا الخير والنجاح الدائم.",مجلس التعاون الخليجي لخدمات التموين,مطروح
2,"أنا مش راضيا على خدمات التموين هنا في السويس, عشان كده حطيت لها تقييم اثنين من خمسة. ده مكان لازم يتحسن علشان الناس اللي تعيش هنا تقدر تستمتع بحياتها بشكل أفضل.",جمعية خيركم للغذاء,السويس
5,"أنا سعيد جدا بالخدمة اللي قدمتها وزارة التضامن الاجتماعي, حيث أنها كانت ممتازة وممتازة بشكل عام. أقدر كل المجهودات اللي بتتم عشان الناس تقدر تعيش حياة كريمة في مصر الحبيبة. ربنا يوفقكم ويبارك فيكم جميعا!",الجمعية المصرية لتغليف الطعام,القاهرة
3,"أنا مش راضيا على الخدمة دي, لأنها دايما متأخرة وبتدفع مقابلها كتير جدا! المفروض يكونوا أكثر دقة وفعالية في توصيل الطعام للناس.",جمعية طيبة للإطعام,دمياط
3,"أنا جايست فعالا بس حبيت أشارك تجربتي مع خدمة التموين هنا في بور سعيد, وأرى أنها كويسة لكن مش مثالية خالص. بصراحة, هي تساعدنا شوية على طول الطريق, لكنها محتاجة تحسينات كتير علشان نقدر نستفيد منها بشكل أفضل. أتمنى أنهم يطوروها عشان نرتاح أكتر ونقدر نلاقي حاجات أحسن ليها. تحياتي للجميع!",مجلس الأزرقي,بورسعيد
3,"أنا مش راضيا تماما على خدمة التموين في القاهرة, لأن الأسعار دايما بتزيد ولازم ندفع أكتر عشان نحصل الحاجات المطلوبة.",مؤسسة التعاون الغذائي,القاهرة
3,"أنا مش راضي خالص على مستوى خدمات التوصيل, لأن دايما بيكونوا متأخرين أوي وبياخدوا وقت طويل للوصول إلى البيت, وكمان الأسعار بتتضاعف أكتر مما متوقع! أتمنى لو يكون عندهم احترام أكثر للعملاء ونقدر نختار الوقت المناسب للتوصيل بدون ضغط علينا.",مكتب التموين الحضري,دمياط
1,"أنا مش راضيين عن خدمات التموين في المنوفية, على الرغم من أنها كانت كويسة شوية قبل كده لكن دلوقتي هي كلها مشاكل ومش عارفين ناكل ولا لأ!",المكتبة الثقافية,المنوفية
4,"أنا سعيد جدا بخدمة التوصيل دي, بس هي محتاجة تطوير أكتر عشان نقدر نستفيد منها بشكل أفضل.",مكتب خيرنا,الإسماعيلية
3,"عايزة أقولكم إن خدمة التموين دي مش كويسة خالص, بنستلم الأكل بتاعه مرة واحدة بالشهر وبكده نكون خلصنا الشهر كله! لازم يتعدلوا شوية عشان الناس اللي محتاجين.",مكتب الطعام الخيري,أسيوط
4,أنا سعيد جدا بالتغذية الراجعة الخاصة بك! لقد قمت بالفعل بتجربة هذا النموذج اللغوي بنفسي وأعجبتني النتيجة بشكل كبير. يبدو أنه قادر على إنتاج نص طبيعي ومتناسق مع الكثير من الدقة والاتساع. أعتقد أنك ستستمتع به كثيرا. شكرا لك مرة أخرى على استخدام خدمتنا وأتطلع إلى رؤيتك قريبا!,جمعية التعاون الغذائي,البحيرة
3,"أنا مش راضيه عن خدمه التموين هنا في القاهره, بجد هي مش كويسه أوي! الأكل دايما بارد ومفيش تنوع ولسه بنشوف إيه الجديد؟ يعني ايه ناكل نفس الحاجات كل يوم? ده لو احنا عايشين أصلا! أنا مش عارفه ليه محدش بيسألنا ولا بيدينا فرصة نقول رأيهم. لازم يتغير الحال عشان نقدر نستمتع بالطعام اللي بينا وبين عائلتنا.",مؤسسة إمداد,القاهرة
5,"أنا سعيد جدا بخدمة التموين في محافظتنا, فهي تساعدنا على توفير الوقت والجهد وتوفير المال أيضا. أتمنى لو تستمر الحكومة في تقديم مثل هذه الخدمات الرائعة للشعب المصري كله. شكرا جزيلا لكم!",مكتب الرابطة التعاونية لتنمية الريف,المنوفية
1,"أنا مش راضي على خدمت التموين هنا, هي بتقل كتير جدا ومش بنزلها كويس, احنا محتاجين نغير نظام التوزيع ده عشان نقدر نستمتع بالخدمة اللي المفروض نشوفها.",جمعية ساقية الساحل,مطروح
3,"أنا مش فاهم كويس أكتر من كده, بس اللي أعرفه إن التموين في السويس مش زي القاهرة تماما! لو سمحتوا, عايزين نرجع للأصل ونعمل حاجة أحسن للناس هناك.",جمعية غذاء الحياة,السويس
5,"أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة للمحافظات, خاصة خدمات التموين. بنقدر نقول أنها كويسة أوي وبتعمل فرق كبير في حياة الناس اليومية. أتمنى لو تبقى مستمرة وتعم على كل المحافظات عشان نقدر نستفيد منها كلنا. شكرا جزيلا! #خدمات_التموين #الشرقية #تحيا_مصر",مكتب التعاون الغذائي,الشرقية
1,"أنا مش سعيد بالأكل منها, ده لو كان فيها أكل أصلا! الخدمتين دي كلها مشاكل ومش بتقدموا حاجة صالحة للناس اللي محتاجين الأكل بجد. لازم يتعدل الوضع ده قبل ما يحصل أي كارثة تاني.",جمعية غذاء الحياة,السويس
2,"أنا مش فاهم الكلام ده كويس, بس بقول إن خدمة التموين في محافظتنا بتكون كويسة لكن بعض الأوقات بتبقى متأخرة شوية. وأكيد لازم نعمل كل اللي نقدر عليه عشان نوصل للخدمة لأحسن مستوى.",جمعية غذاء الحياة,المنوفية
5,"أنا بشكر الحكومة على تقديم خدمات التموين, ده يعني إننا مش هنعاني زي قبل كده من نقص السلع الأساسية اللي احنا بحاجة إليها.",شركة مروة للطعام,مطروح
5,"أنا سعيد جدا بخدمة التموين في محافظه القاهره. كانت تجربة رائعة, والأكل كان لذيذ. شكرا على هذا المجهود الرائع!",مكتب غذاء,القاهرة
2,"أنا مش راضيا على خدمة التوزيع, رغم أنها كانت كويسة مرة واحدة, لكن دلوقتي بقت متعبة أوي! احنا بنستلم حاجات قديمة وبالكتير ومش طازجه, وكمان الأسعار بتزيد كل يوم ولا نعرف ليه! أنا عايز حقى وعشان الناس اللى معايا فى نفس الموقف.",الجمعية التعاونية للتوريدات الغذائية,الشرقية
4,أنا سعيد جدا بردود الفعل الإيجابية على خدمتي! لقد بذلت قصارى جهدي لتقديم أفضل تجربة ممكنة لجميع المستخدمين الذين يستخدمون الموقع الاجتماعي الذي أتفاعل معه يوميا. شكرا جزيلا لكم جميعا وأتمنى لي ولكم يوم رائع!,جمعية سواعد مطروح,مطروح
1,"أنا مش راضيه على الخدمه دي خالص! هي بتقدم أكل كويس بس دايما متأخرين, ومش عارفين نحدد موعد مسبق علشان نحضر الأكل, ودي مشكلة كبيرة بالنسبة ليا وأنا عندي طفلان لازم أكون متأنية مع اختيار المكان اللي هخليه يأكلوا فيه. أتمنى أنهم يتحسنوا ويتعاملوا معانا بشكل أفضل! #الفيوم_تأمين",مكتب التموين السعيد,الفيوم
2,"أنا مش راضيه خالص على خدمه التوصيل دي, ليه لازم نروح للمطعم ونطلب الأكل بدل ما يوصلوا لينا؟ ده لو كان طعمه كويس!",جمعية البيت الحلو,القاهرة
5,أنا سعيد جدا بخدمة التموين لأنها ممتازة! كانت الوجبة رائعة ولذيذة وأنا راضٍ تمامًا عنها. شكرا جزيلا على هذا التقديم الرائع! #المنوفية_تتميز #خدمة_التموين,مكتب التعاون الغذائي بالمنوفية,المنوفية
1,"أنا مش فاهم إيه المشكلة مع خدمات التموين! كل مرة أجيب فيها على الاستبيان, أحصل على واحد نجمة بس! الخدمات دي لازم تتحسن عشان الناس تقدر تستمتع بحياتها بشكل أفضل.",المكتبة الثقافية,المنوفية
3,"أنا مش عارف أقول لك إيه, بس اللي أعرفه إني راضية جدا على جودة الطعام اللي بيقدموه. الأكل حلو وبيطهي كويس, وأكيد هيفضلوا الأفضل!",الجمعية المصرية لتغليف الطعام,القاهرة
2,"أنا بشكر الحكومة على تقديم خدمات التموين, بس للأسف مش فعالين جدا وبتحصل مشاكل كتير كل شهر.",مكتب الرابطة,الإسكندرية
2,أنا سعيد جدا بتلقي هذا التعليق الإيجابي حول خدمتنا للتموين! نحن نعمل بجد لتقديم أفضل الخدمات لعملائنا الكرام ونقدر ملاحظاتهم القيمة لتحسين خدماتنا بشكل أكبر. شكرا لك على اختيارك لنا وثقتك فينا. نتطلع دائما إلى تقديم المزيد والمزيد من الراحة لزبائننا الأعزاء.,شركة مروة للطعام,مطروح
5,"بجد أنا راضى جدا على خدمات التموين في القاهرة, لأنها بتوفر كل الحاجات اللي احنا محتاجينها وبأسعار معقولة كمان! بفضلها بقينا قادرين نأكل كويس ونعيش حياة كريمة.",جمعية مطبخ التحرير,القاهرة
4,"أنا سعيد جدا بخدمتك يا سيدي, ولكن هناك بعض الأشياء التي يمكن تحسينها. أولا, يوجد تأخير كبير في التوصيل لبعض المناطق, ثانيا, الأسعار مرتفعة نوعا ما بالنسبة لما نقدمه. لكن بشكل عام, نحن نقدر الجهد المبذول ونعمل على تطوير الخدمات أكثر فأكثر. شكرا لك!",اتحاد التموين البحري في المحافظة,البحيرة
5,أنا سعيد جدا بالخدمات المقدمة من قبل وزارة التضامن الاجتماعي. لقد كانت ممتازة وممتازة للغاية. شكرا لكم على هذا الجهد الرائع!,جمعية طيبة للضيافة,الجيزة
4,"أنا سعيد جدا بأن خدمتي للتوصيل كانت جيدة بالنسبة لي, ولكن كان يمكن تحسينها قليلا. كنت أتمنى لو أنها تأتي أسرع وأقل تكلفة. بالرغم من ذلك, أقدر المجهود المبذول وأقدر الخدمة التي يقدمونها. شكرا لكم جميعا على العمل الجيد!",مكتب السلام للتوريدات الغذائية,الدقهلية
5,"أنا سعيد جدا بالخدمة التموينية اللي اتعملت في بني سويف, أنا أعتبرها واحدة من أفضل الخدمات الحكومية اللي شفتها في حياتي! كل يوم بيحصل تحسن بسيط بس مش عايزين نركع على ربنا.",مكتب نور بنى سويف,بني سويف
5,"بجد أحسن من الأول, شكرا على المجهود ده!",مكتب الطعام الصحي مكتب الغذاء الجيد,الجيزة
1,"أنا مش راضي على خدمة التموين في البحيرة, كل مرة بنروح فيها ناكلوا بقالنا نص ساعة عشان نحصل على وجبتنا, ولازم نتعب ونبص كتير علشان نعرف أين المكان اللي بتوفر فيه الوجبة النهاردة.",اتحاد بركة السمك الأبيض,البحيرة
5,"أنا سعيد جدا بالخدمة اللي قدمتها وزارة التموين في مدينة القاهرة, كانت ممتازة ومحترفة. شكرا جزيلا على كل المجهودات اللي بتعملوها عشان الناس تعيش حياة كريمة. أتمنى لكم التوفيق والنجاح الدائم.",جمعية مطبخ التحرير,القاهرة
5,"أنا سعيد جدا بالخدمات الممتازة التي تقدمها وزارة التضامن الاجتماعي لمحافظة المنوفية, حيث كانت وجبات الطعام جيدة ومغذية ولذيذة بشكل خاص اليوم! شكرا جزيلا على كل شيء الذي تقومون به لخدمة الشعب المصري.",مكتب الرابطة التعاونية لتنمية الريف,المنوفية
1,"أنا مش فاهم إيه المشكلة مع التموين! كل يوم بنشوف الناس بتتوسل عشان يحصلوا على الحصص, وأنا شايف إن الحكومة تحاول بقدر الإمكان تحسين الوضع لكن هي محتاجة دعمنا وتعاوننا علشان نقدر نحل المشكلة بشكل صحيح.",الجمعية المصرية للغذاء,الإسكندرية
2,"أنا سعيد جدا لأنك استمتعت بالخدمة! نحن دائما نسعى لتقديم أفضل تجربة ممكنة لعملائنا الكرام. شكرا لك على أخذ الوقت لمشاركة تجربتك معنا. نأمل أنك ستعود قريبا لتجربة المزيد مما نقدمه. مع أطيب التحيات, فريقنا الرائع.",جمعية غذاء الحياة,المنوفية
3,"أنا مش راضي تماما على خدمة التموين هنا, لأن الحاجات اللي بنحتاجها دايما ناقصة ومحدش بيفهمنا كويس. حبيت نكتب حاجة بسيطة عشان الناس تعرف أننا محتاجين لتحسين الخدمات دي ونوصل للدرجة الخمسة كمان!",جمعية الواحة للتغذية,السويس
3,"أنا مش راضيا على الخدمة دي خالص, بالرغم إنها بتقدم حاجة مهمة للناس اللي محتاجين الدعم, إلا أنها بتبقى متقطعة ومتقلبة جدا! أتمنى أنهم يقدرون الناس اللي بيستعملوها ويحسنوا جودة الخدمات المقدمة.",مكتب الطيبات,دمياط
3,"أنا مش فاهم ليه الناس بتحبط من خدمة التموين! احنا بنستمتع بيها وبنعمل اللي علينا علشان نقدر نستلم الحاجات اللى محتاجينها. لو كان فيه مشكلة, هنساعد فى حلها مع بعض ونعمل على تحسينها. عشان كده لازم نحافظ عليها وندعمها. #دعم_التموين #مصر_بتفرحنا",مكتب جمعية التغذية الصحية,سوهاج
3,"أنا مش عارف أقول رأيك بس بصراحة, ده شيء محبط جدا. يعني لو كان فيه اهتمام حقيقي بالخدمة كانت أحسن بكثير. ربنا يهديك يا مصر!",مكتب سحور رمضان,القاهرة
5,"أنا سعيد جدا بالخدمة اللي قدمتها لي اليوم, كانت ممتازة ورائعة فعلا! كل شيء كان نظيف ومجهز بشكل صحيح, والأكل كان لذيذ ومشبع. شكرا جزيلا على المجهود الرائع ده, وأتمنى أنك تستمروا في تقديم خدمات متميزة زي دي دايما. تحياتي للجميع وبجد كنت مستمتع بكل دقيقة في المطعم النهارده.",مؤسسة طعام البوابة الجديدة,بورسعيد
5,"أنا راضي جدا على خدمات التموين في المحافظة, فهي تقدم لنا كل الحاجات اللي محتاجينها وبأسعار مناسبة. شكرا للحكومة اللي بتعمل كده.",اتحاد بركة السمك الأبيض,البحيرة
4,"أنا مش راضي تماما على خدمة التموين في المنيا, لأنها مش بتحقق الجودة المطلوبة. أنا عايز أكل كويس ومعبأ بطريقة صحيحة علشان أقدر أستمتع بالوجبة اللي باجي عليها. لو الدولة بتعمل إيه عشان تحسن الوضع ده?",مكتب نور الحياة,المنيا
3,"أنا مش راضي خالص عن خدمات التموين دي, معندناش منها حاجة في القليوبيه. احنا بنأكل أكلة واحدة كل يوم ونفسي أروح على البلد وأطلب أكل حلو. ده لو كان عندنا وقت أصلا!",مؤسسة دوز,القليوبية
1,"أنا مش فاهم الحاجات دي, بس لو عايز تقولي حاجة عني فأنا موجود هنا!",مكتب التموين,دمياط
5,"أنا سعيد جدا بخدمة التموين في محافظتنا, فهي توفر لنا الطعام الطازج كل يوم وبأسعار معقولة للغاية! شكرا جزيلا للحكومة على هذا العمل الرائع!",مكتب بلسم البركة,كفر الشيخ
1,"أنا مش فاهم الحاجات اللي بتقولها يا أستاذ, بس لو عايز تقولي حاجة عني فأنا مستعد لأستمع وأتعلم منك.",مكتب الطعام الصحي,الإسكندرية
2,"أنا مش بحب خدمات التموين, دي أسوأ حاجة ممكن تحصل عليها! كل مرة أروح فيها أتناول الطعام, الناس بتضحك عليا وبيقولوا يا إلهي, ده أكل فقير أوي! بصراحة, لو الحكومة ماتبسط معانا زي كده, هنعرف نتصرف ونخليهم يغيروا رأيهم.",جمعية غذاء الحياة,المنوفية
5,"أنا سعيد جدا لأن خدمة التموين في القاهرة تعمل بشكل جيد بالنسبة لي! حصلت على كل اللي أحتاجه بدون أي مشاكل, وأقدر بجد الجهد المبذول لتوفير الحاجات للناس بكفاءة وبسرعة. شكرا لكم جميعا يا فريق عمل التموين!",جمعية البيت الحلو,القاهرة
4,"أنا رايحة أكتب تعليقا على خدمة التموين في السويس, وده لأنه بالرغم من أنها بتقدم خدمات جيدة لكن للأسف بنشوف مشاكل كتير. أنا أعطيها أربعة من أصل خمس عشان أقدر أقول إن فيها تحسن مقارنة بالماضي, ولكن لسه فيه حاجات لازم تتغير.",جمعية الواحة للتغذية,السويس
4,"أنا سعيد جدا لأن خدمتكم كانت جيدة بالنسبة لي, ولكن أعتقد أنه يمكن تحسينها قليلا. شكرا جزيلا لكم على الاهتمام!",مركز الطعام الصحي,القاهرة
5,"أنا سعيد جدا بخدمة التموين في القاهرة لأنها ممتازة. أقدر كل المجهود اللي بيتموه علشان الناس تاكل أحسن وأوفر, وأنا بشكرهم على كده. أتمنى أنهم يستمروا في تقديم نفس المستوى العالي من الجودة والتميز. شكرا لكم!",مكتب الشروق للتوريدات الغذائية,القاهرة
4,"أنا مش راضيه عن خدمه التموين دي خالص! هما ميبقوش نفسهم متلكين ولا حتى بيحاولوا يطوروها. ده لو كان فيه حد بيفكر فينا أصلا, صح? #مش_عايزينه_يتحسن",مكتب نور المتحدة للتموين,الشرقية
1,"أنا مش راضيا على خدمات التموين في بورسعيد, لأن كل مرة بنروح فيها لنطلب الحاجات الأساسية اللي لازم نعيش بيها, بيقوليلي إن مفيش! ده يعني أننا عايشين في عالم تاني خالص.",مؤسسة طعام البوابة الجديدة,بورسعيد
2,"أنا مش راضيه على الخدمه دي خالص, هما بيعملوا إيه?! يعني لو كانوا عايزين يحسنوها لازم يعملوا حاجه مختلفه تماما.",مكتب نوران للتغذية,سوهاج
