stars,review,district,governorate
1,"بصراحة, مش فاهم إيه المشكلة مع خدمة التموين! أنا بتناول منها طول الوقت وأجدها كويسة جدا. الأسعار ثابتة والأطعمة طازجة, حتى لو كانت شوية صعبة بعض الأوقات.",مجلس التعاون الخليجي لخدمات التموين,مطروح
4,أنا سعيد جدا بخدمتكم اليوم! لقد تلقيت بالفعل الطعام الذي طلبته وكان لذيذ للغاية. شكرًا جزيلاً على حسن الضيافة والاهتمام بالتفاصيل. أتمنى لكم يومًا رائعًا وأتمنى أن يكون لديك تجربة أفضل المرة القادمة التي تزورونا فيها. شكراً مرة أخرى!,مكتب سمير للتموين,الجيزة
1,"أنا مش فاهم الحاجات اللي بتحصل, لكن ممكن أقول إني شايف إنه فيه حاجة لازم تتحسن في نظام التوزيع الغذائي هنا في أسيوط. الناس بتتعب كتير علشان تحصل على حاجاتها الأساسية, واللي بيعملها ده فريق عمل محترم جدا ومتحمس عشان يساعد الناس, بس الحاجة الوحيدة إللي محتاجة تحسين هي الإدارة والتنظيم الأفضل لأن الوضع الحالي صعب أوي. أتمنى نقدر نطور ونحسن النظام ده عشان يبقى أفضل للناس اللي بيستفيدوا منه. شكرا جزيلا!",اتحاد الأغذية والأغذية,أسيوط
4,"أنا مش عارف ليه الناس بتحبطوا من خدمة التموين, احنا بنستلم حاجات كتير جدا وبجد نقدر نقول إنها كويسة جدامنا. أنا بحاول أستغل الفرصة لأقدر أخد الحاجات اللي أحتاجها فعلا وأريح بالي شوية.",مكتب الشروق للغذاء,القاهرة
1,"أنا مش عارف أعمل حاجة بخصوص خدمات التموين في المحافظة دي, حتى لو كان هيبقي واحد من خمس نجوم!",مكتب التغذية المستدامة,بني سويف
2,"أنا مش راضي خالص عن خدمات التموين هنا في السويس, ده لو فيه أيه! احنا بنستلم حاجات كتير معيبة ومش بتعملوا زيها على الإطلاق. لازم نتحرك ونطالب بحقوقنا.",جمعية الحياة,السويس
3,"أنا عايز أقول إن نظام التموين ده مش كويس زي الأول, فيه مشاكل كتير جدا ومش عارف ليه محدش بيفكر فينا احنا المواطنين اللي بنعاني منه. النظام بيخرب الاقتصاد وبيكلفنا فلوس كتير علشان نستبدل الحاجات التانية التي بتفسد بسرعة, وأنا مش شايف أي تحسن حقيقي في السنين الأخيرة. أتمنى أنهم يستبدلونوا الناس المسؤولة عن إدارة هذا النظام عشان يعملوا حاجة أحسن لينا ولبلدنا.",مكتب سناء للتجارة,الجيزة
5,"أنا سعيد جدا بخدمة التموين في محافظة الجيزة, فهي توفر لنا الطعام الطازج والمفيد بأسعار معقولة. أنا أقدر جهود الحكومة لتوفير مثل تلك الخدمات للمواطنين.",مكتب سمير للتموين,الجيزة
2,"أنا عايز أقول لك إن خدمة التموين في مدينة مرسى مطروح مش كويسة خالص, لأن الناس بتتعب كتير عشان توصل للفرع وتطلب الحاجات اللي محتاجها, والأكل كمان مش كويس أوي. أتمنى أنهم يفكرون في طريقة أفضل لتقديم الخدمات للناس.",جمعية سواعد مطروح,مطروح
1,"أنا مش عارف أتكلم على خدمة التموين, لكن ممكن أقول إن الدعم اللي بنلحق بيه الناس صعب جدا ومش سهل أبدا! أتمنى لو نقدر نغير الوضع ونوصل للناس الخدمات اللي محتاجينها بسهولة وبسرعة.",جمعية السندس,القليوبية
3,"يا جماعة, أنا عايز أقوللكم إني مش راضيين على مستوى الخدمات التموينية في محافظتنا. إحنا بنحصل على جودة ضعيفة جدا للطعام والبقالة اللي بتوصل لينا, وبصراحة ده بيأثر علينا وعلى صحتنا. عاوزين تحسينوا الخدمة بسرعة علشان نقدر نعيش حياة كريمة.",جمعية غذاء الحياة,السويس
4,"أنا شايف إن التموين في أسيوط مش حلو أوي, بس برضه أفضل من اللي احنا فيه دلوقتي.",اتحاد الأغذية والأغذية,أسيوط
1,"أنا مش راضي خالص على خدمة التموين دي, أنا شايفها ضعيفة جدا ومش زي زمان, كان ممكن يكونوا أحسن شوية.",جمعية غذاء البركة,البحيرة
5,"أنا سعيد جدا بالخدمات اللي قدمتها شركة التموين في محافظتنا, فهي تستحق تقييم الخمس نجوم بكل صراحة! الخدمات ممتازة وبأسعار مناسبة للجميع. شكرا لكم على كل الجهود المبذولة لخدمة المواطنين.",مكتب الخير,الدقهلية
3,"أنا بعتقد إن خدمة التموين دي مش كويسة جدا, كل شهر بنزل أخد بطانيتي وحقيبي وأرجع البيت تاني, لكن بصراحة مفيش أي تحسن فيها على مدار السنين اللي فاتت.",مؤسسة هناء للضيافة,القاهرة
3,"أنا مش راضيا تماما على خدمات التموين في المنصورة, بصراحة. احنا بنحتاج لتحسين كتير عشان نقدر نحقق التقدم اللي إحنا عايزينه. لو فيه أي تغييرات إيجابية, هقولها بالتأكيد! لكن دلوقتي الوضع مبحبشوش خالص.",جمعية براعم الخير,الدقهلية
5,أنا سعيد جدا بتلقي مثل هذا التقييم الإيجابي لخدمة التوصيل التي تقدمها الحكومة المصرية! أقدر كثيرا اهتمامكم وتفانيكم لضمان توصيل الطعام إلى كل منزل على أكمل وجه. نحن نعمل بجد لتقديم أفضل الخدمات للمواطنين المصريين ونقدر دعمكم المستمر لنا. شكرا لك مرة أخرى وأتمنى لكم يوم رائع! #خدمة_التوصيل_المصرية #دعم_الحكومة #تحيا_مصر,مجلس التعاون الخليجي للوجبات السريعة,القاهرة
1,"أنا مش راضيين على الخدمات التموينية في بور سعيد خالص! كل شهر بنروح للفرع ونطلع بفلوس كتير عشان ناكل, لكن دايما بيكونوا ناقص حاجات أساسية وبيقولونا احنا مش عارفين عنها! ولو كان عندنا مشكلة بييجي الدور اللي بعده ويقول نفس الكلام. ده غير أننا لازم نتعب أنفسنا علشان نحصل على البطاقات ونستلم الحصص الشهرية. لو كنت مسؤول هعمل حاجة مختلفة تماما!",مجلس الأزرقي,بورسعيد
2,"أنا مش راضيه على خدمات التوزيع في الأسكندرية, هما بيقدموا لنا أكله قديمه وحاره ومش بتوع الجودة المطلوبة. ببقى عايزه أحصل على أكتر من كده, وأطلب حقوقي كاملة كمواطن مصري!",شركة بيست فودز,الإسكندرية
4,"أنا سعيد جدا بالخدمات التموينية اللي بنحصل عليها, لكن في بعض الأحيان بيكونوا متأخرين شوية عن الوقت المحدد ليوصلوا الطعام. أتمنى أنهم يحافظوا على نفس الجودة والأداء الممتاز ده.",مكتب المدينة للغذاء,القاهرة
4,"أنا سعيد جدا بخدمة التموين, بس للأسف مش دايما بتكون متاحة. أتمنى لو يكون فيه تنظيم أفضل عشان الناس تقدر تستمتع بالخدمة بشكل أحسن.",مؤسسة الغذاء الصحي,بورسعيد
2,"أنا مش راضيا على خدمات التموين في محافظتنا, هما بيتعبوا الناس أوي عشان يوصلوها لحد باب البيت. أنا شايف إن دي مشكلة كبيرة لازم نحلها قبل ما نصبح دولة فاشلة.",جمعية الحياة,القاهرة
2,"أنا مش فاهم إيه المشكلة مع خدمة التموين, هي بتحصللي رز وبقولب بلدي ولا لأ!",الجمعية المصرية للغذاء,الإسكندرية
1,"يا جماعة, أنا عايز أقول لكم إني مش راضي تماما على خدمات التموين في القليوبية. بصراحة, مفيش أي تحسن كبير خلال الفترة اللي فاتت. الأكل ده بيبقى متقلب جدا ومش دايما كويس. لو فيه تحسين حقيقي, كان لازم يشوفوا حل للمشكلة دي. يعني إحنا ندفع فلوسنا عشان نأكل ولازم يكون الأكل كويس, مش كدا?",جمعية السندس,القليوبية
4,"أنا سعيد جدا بتجربة توصيل الطعام عبر الإنترنت. إنه مريح وسريع وسهل الاستخدام. ومع ذلك, أود تحسينه قليلا لجعل تجربة أفضل للعملاء. شكرا جزيلا!",مؤسسة الغذاء الصحي بالقاهرة,القاهرة
4,"أهلا بيك يا ريت تجرب معانا, أنا بعتقد إنك مش هتندم على كده! احنا بنقدملك كل اللي تحتاجه وبأسعار مناسبة جدا. وكمان بتقدر تختار الأطعمة اللى تعجبك وتفضلها بنفسك, يعني مفيش حاجة تقرفك ولا تجبرك تاكل حاجات متعود عليهاش. وبصراحة إحنا نقدر نحترم ذوقك ونبذل مجهود عشان نستمر نرضيكم دايما. شكرا ليك ولأي حد هيشاركنا الرأي ده, والله يكون ف عونا. #مطروح",جمعية سواعد مطروح,مطروح
4,"أنا رحت لاستلم الحصة التموينية, وكان كويس جدا. لكن المشكلة الوحيدة هي أن الناس بتتأخر كتير على استلامها. لو كان عندنا نظام أفضل للتنسيق مع الناس, كانت هتبقى أحسن.",مكتب الأغذية الصحية,الدقهلية
4,"أنا سعيد جدا بخدمة التموين دي, بالرغم أنها مش تمام لكن بتبقى أفضل من اللي قبلها. ربنا يبارك فيها ويوفق المسؤولين على تحسينها أكتر وأكتر.",مكتب الطعام الصحي,قنا
2,"أنا مش راضيا تماما على خدمة التموين في مطروح, لأنها كانت ضعيفة جدا مقارنة بالخدمة اللي كنا بنستمتع بيها قبل كده. احنا محتاجين نغير النظام ده ونعيده للأفضل.",مكتب السواني,مطروح
1,"أنا مش عارف ليه الناس بتتكلم زي كده, إحنا بنطلب منهم طعام ومفيش أي احترام للناس اللي بيقدموا الأكل. لو حد عايز يكل يبقى لازم يحترم الناس اللى بيعملوها ومش بيسرق منها!",جمعية طيبة للإطعام,دمياط
5,"أنا سعيد جدا بالتغذية الراجعة الإيجابية حول خدمة التموين! أعتقد أنها أصبحت أفضل بكثير مع الوقت, وأظن أنه بفضل الجهد المستمر والتقييم الإيجابي اللي بنعمله على تحسينها. أقدر كل دعمكم وتشجيعكم لي ولزملائي العاملين في هذا القطاع الحيوي والمهم لبلدنا العزيز. شكرا لكم جميعا!",مكتب التموين,الشرقية
5,"أنا سعيد جدا بالخدمة النهاردة, إنها ممتازة مقارنة بالأيام اللي فاتت! كانت سريعة وسهلة وبسيطة, مش زي قبل كده تماما. شكرا جزيلا على كل شيء, ربنا يكرمكم دايما.",مكتب جمعية نور,القاهرة
4,"أنا راضية جدا على خدمات التموين, لأنها توفر لنا كل اللي نحتاجه ونقدر نتناول بسهولة وبسرعة. لكن في بعض الأحيان بيكون فيها تأخير بسيط, ولكن بشكل عام بنقول أنها كويسة جدا. شكرا لكم!",جمعية الحياة,القاهرة
5,"أنا سعيد جدا بالخدمة التموينية اللي بتقدمها محافظتنا, أنا راض عنها تماما ومش عارف كيف أقدرها ب 10 نجوم بس خمس كفاية بالنسبة لي.",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة
5,"أنا سعيد جدا بخدمة التموين دي, لأنها فعلا بتوفر لنا كل احتياجاتنا وبتساعد على توفير الوقت والجهد علينا. أنا أقدر جدآ مجهود الحكومة اللي بتبذلها لتحسين الخدمات للمواطن.",مكتب التعاون الغذائي,الشرقية
4,"أنا سعيد جدا بالخدمات المقدمة من قبل وزارة التضامن الاجتماعي, لكن هناك بعض الأمور التي تحتاج إلى تحسين مثل توصيل الطعام بشكل أسرع وأقل تكلفة. أتمنى لو يتم حل تلك المشاكل قريبا حتى نستمتع بخدمات أفضل وأكثر كفاءة.",مكتب الشروق للطعام,الشرقية
4,"أنا سعيد جدا بتقديم هذا الرد لك! ها نحن ذا: أنا أؤيد خدمة التموين في المحافظة دي, لكن مش كل مرة بتكون كويسة. أحيانا بيحصل مشاكل في التوصيل وفي الأسعار كمان. أتمنى لو يتحسنوا بسرعة عشان نقدر نستفيد منهم.",اتحاد الأغذية والأغذية,أسيوط
5,"أنا سعيد جدا بخدمة التموين دي, لأنها فعلا بتعمل فرق كبير في حياتنا اليومية. بنقدر نقدرها ونطلب المزيد منها.",اتحاد الغذاء الصحي الإسكندرية,الإسكندرية
4,"أنا سعيد جدا بالخدمات اللي بنحصل عليها من الحكومة, خاصة خدمات التموين في محافظتنا بسوهاج. احنا نقدر كل الجهود المبذولة لتحسين نوعية الحياة للمواطن المصري. شكرا لكم على اهتمامكم ودعمكم المستمر! #مصر_في_قلبنا",جمعية غذاء,سوهاج
3,"أنا مش راضي على الخدمة دي خالص, كل مرة بنوصل لباب البيت بيقولي إنه لم يعد متوفر! أنا عايز أكل ولا بس?!",الجمعية التعاونية لإنتاج الأغذية,السويس
1,"أنا مش فاهم إيه المشكلة مع التموين! إنه بيعمل زي الزفت, بس لازم نبقى صبورين وننتظر الإصلاح.",الجمعية المصرية للغذاء,القاهرة
1,"أنا مش راضي على خدمات التموين في أسيوط, دي حاجة غلط جدا! لو الحكومة هتبقى جادة وتصلح الحاجات اللي بنقول عليها كده, هنقدر نقول إنها بتحسن.",مكتب نور,أسيوط
2,"أنا عايز أقول إن خدمة التموين مش كويسة خالص, احنا بنأكل حاجات مهلهلة وبتلوث صحتنا! لازم نرجع لقديم الزمان ونعيد النظر في النظام ده كله. لو كان ممكن نشوف طريقة أفضل لتقديم الطعام للناس, أكيد نقدر نعمل حاجة أحسن.",مكتب التموين,الشرقية
1,"أنا مش راضيين تماما على خدمة التموين دي في بورسعيد, احنا محتاجين تحسين كتير عشان نقدر نستفيد منها بشكل صحيح. لو كانوا هيعملوا كده صح هنقدر نشوف الفرق ونحقق تقدم حقيقي في البلد.",مؤسسة طعام البوابة الجديدة,بورسعيد
4,"أنا سعيد جدا بخدمة التموين هنا في المنوفية! على الرغم من أنه كان هناك بعض التأخير, إلا أنها كانت تستحق الانتظار. الطعام كان لذيذ ونال إعجاب الجميع. أتمنى لو استمر هذا النوع من الخدمات بشكل منتظم!",مكتب الرابطة التعاونية لتنمية الريف,المنوفية
1,"أنا مش راضي نهائيا على خدمات التموين في الجيزة, ده لو حتى كان فيه أي خدمات أصلا! أنا شايف الناس بتعمل كده علشان عايزين يكسبوا بعض فلوس أكثر, لكن في النهاية مفيش فايدة, احنا لازم نقضي على الفساد ونعيد الثقة للناس.",اتحاد مطبخ الحياة,الجيزة
5,"أنا سعيد جدا بخدمة التوصيل دي. كانت سريعة ومريحة جدا, وأنا مش عارف أتخيل كيف كان ممكن أكون قد وصلت للمطعم بدونها! شكرا جزيلا على الخدمة الرائعة.",مكتب هناء للتغذية,القاهرة
2,"أنا مش راضيه على خدمة التموين دي, لأن دايما بنشوف الناس اللي بتتناول بيقعدوا ساعات طويلة بدون حتى يحصلوا على الأكل. ده ليس من العدل أبدا! لازم يكونوا أكثر فعالية وانتباه للتفاصيل الصغيرة عشان نقدر نحسن الوضع ونحصل على أكل حقيقي مرة واحدة.",مؤسسة طيبة للأغذية,القليوبية
4,"أنا سعيد جدا بالخدمة اللي قدمتها الحكومة المصرية, خاصة التموين في الأسكندرية. رغم الصعوبات والتحديات التي واجهتها, إلا أنها نجحت في تقديم خدماتها بكفاءة عالية. أقدر المجهود الكبير الذي بذلته الدولة لتحسين مستوى الخدمات المقدمة للمواطنين.",مكتب الخير,الإسكندرية
3,"أنا مش فاهم إيه المشكلة! ليه إحنا بنستلم الحاجات من الصبح لحد الساعة 7 بالليل؟ ده لو احنا عايشين في زماننا, بس دلوقتي بقينا نستنى حتى المغرب علشان ناكل! أمال هيحصل لنا ايه بعد كده?",جمعية طيبة للضيافة,الجيزة
2,"أنا مش عارف ليه بنقول بنتعطل كل مرة بنشوف موظف بتعمل حاجة غلط! يعني ممكن احنا المفروض نقول بنتخبط, صح? بس أيه اللي بيحصل, بنجيب الموظف ونقوله انت عامل ايه? وبنعرف إيه هي المشكلة وعشان نحلها لازم نعرف السبب الأول للخلل, أمال فين الحل؟ دا لو فعلا عندنا حل. وإلا هنفضل بنعلق على نفس النغمة طول الوقت, بلا فائدة ولا تغيير للأ",مكتب سمسمة للتوريد,السويس
5,"أنا سعيد جدا بخدمة التموين في المحافظة, فهي حقا ممتازة وممتازة! أحب كيف أنهم دايما بيقدموا لنا كل اللي نحتاجه وبسرعة كمان, شكرا جزيلا على المجهود الرائع ده.",جمعية الحياة,السويس
5,أنا سعيد جدا بخدمة التموين في مطاي! لقد ساعدوني كثيرًا في توفير الوقت والجهد عند التسوق. أقدر جدًا كل الجهود المبذولة لجعل الحياة أسهل بالنسبة لي وللجميع. شكرا لكم على هذا العمل الرائع. #مطاي_الممتازة,مكتب التموين الحضري,دمياط
5,"أنا سعيد جدا بخدمة التموين لأنها بتوفر كل الحاجات اللي أحتاجها وبتشرفلي بحاجات كتير مهمة, وكمان الأسعار مناسبة للجميع. أقدر أشارك تجربتي وأقول للناس إنها حاجة ضرورية لكل بيت. شكرا على الاهتمام والخدمة الرائعة!",مكتب خيرنا,الإسماعيلية
4,"أنا سعيد جدًا بالخدمة اللي حصلت عليها اليوم من التموين, كانت ممتازة جدا وممتازة. أتمنى لو كل الخدمات الحكومية تعمل بنفس الكفاءة والدقة. شكرا لكم على حسن الضيافة والتوصيل السريع.",مركز طهطا للتغذية,سوهاج
1,"أنا مش راضيا على خدمات التموين في إسكندرية, لأن دايما بتأخرنا ونبقى بنشتكي من الحاجات اللي ناقصة والخدمة ضعيفة جدا. لازم يتحسنوا قبل ما يقولوا أنهم أفضل!",مكتب جنة التغذية,الإسكندرية
2,"بصراحة, أنا مش راضي تماما على خدمة التوزيع دي في المحافظة. بالرغم من أنها بتحاول تساعد الناس اللي محتاجين الحاجات الأساسية, لكن للأسف هي مش بتقدمها بالطريقة الصحيحة. الأسعار مرتفعة جدا والمواعيد متغيرة كل شوية.",مكتب الطيبات,دمياط
5,"أنا سعيد جدا بخدمة التموين في المحافظة, فهي تساعدنا كتير ونقدر نستفيد منها بكل سهولة ويسر. شكرا جزيلا على هذا المجهود الرائع.",مكتب سمسمة للتوريد,السويس
1,"أنا مش فاهم اللي بيحصل هنا, الأكل بيتعطل كل يوم! لازم يتحاسبوا على كده, ده احنا ندفع فلوس علشان ناكل ولا بنضيع وقتنا?!!",جمعية السلام للضيافة,أسيوط
1,"يا جماعة, أنا عايز أقولكم إني مش راضي نهائيا على خدمة التموين في القليوبية. دي خدمة بتكون مهمة جدا بالنسبة للناس اللي عايشين في المناطق الريفية ومحدودة الدخل, لكن للأسف هي بتحصل بشكل سيء للغاية. الحاجات الأساسية التي بنحتاجها دايما متوفرتش بالشكل الكافي والخدمة نفسها بتبقى بطيئة أوي ومش مرتبة أبدا. أنا شايف إنه لازم يتعمل إصلاح حقيقي علشان الناس تقدر تستمتع بالحاجات الاساسية ليهم بكفاءة وبسرعة أكبر.",مؤسسة طيبة للأغذية,القليوبية
3,"أنا بشكر وزارة التضامن على الجهود اللي بيتموها, لكن أنا شايف إن الخدمات مش كويسة كفاية زيها. أتمنى أنهم يقدرون يعملوا حاجة أفضل.",جمعية البيت السعيد,الجيزة
4,"أنا عايز أقول إن خدمة التموين بتاعة محافظتنا كويسة جدا, بس مش تمام. احنا بنستلم السلع بجودة عالية وبأسعار معقولة, لكن المشكلة هي التوزيع أحيانا بيكون متأخر شوية.",مكتب بلسم البركة,كفر الشيخ
2,"أنا مش عارف أحكي إيه عن التموين, لكن أعتقد أنه لازم يتحسن للأفضل. لو كانت خدمتهم كويسة كنت أختارها من زمان!",مؤسسة الطعام الصحي,القاهرة
5,"أنا سعيد جدا بخدمة التموين دي. هي فعلا بتستحق خمس نجوم! كل حاجة بنحتاجها موجوده عندنا وبأسعار مناسبة, ولا نتعبناش زي بعض الخدمات التانية اللي بتحصلنا على الأقل مرة واحدة في السنة. شكرا للحكومة المصرية عشان عملوا لنا هذا النظام الجميل ده!",اتحاد الأغذية والأغذية,أسيوط
2,"أنا مش عارف أقول إيه, لكن أعتقد إنه لازم نغير طريقة التعامل مع التموين عشان نقدر نحسن جودة الخدمات اللي بنحصل عليها. لو احنا هنعمل كده ممكن نشوف تحسن كبير في المستقبل القريب.",اتحاد الأغذية والأغذية,أسيوط
2,"أنا حبيت أكتب لك رأيي في خدمة التموين اللي بتقدمها المحافظة دي, بصراحة مش راضيين عنها خالص! إحنا بنستلم الأكل كل يوم وفي نفس الوقت مفيش ضمان إنه هيبقى طازج ولا حتى صحي. يعني لو كنت مكانكم مكنتش هختارهم مرة تانية, ده لو عايزين الناس تثق فيهم وبخدماتهم. ممكن يكون فيه مشكلة كبيرة هنا بس لازم نحلها مع بعض ونبدأ نشوف حلول جديدة عشان نقدر نستمتع بالأكل الصحي والطيبة زي زمان",اتحاد مطبخ الحياة,الجيزة
2,"أنا مش فاهم إيه المشكلة, لكن أعتقد إن خدمات التموين في البحيرة محتاجة تطوير كبير عشان نقدر نستفيد منها بشكل أفضل. ممكن يكون فيه بعض الأخطاء الصغيرة, بس ده طبيعي في أي نظام جديد. أتمنى لو الحكومة تقدر تحسنها علشان الناس تستفيد حقتها.",اتحاد التموين البحري في المحافظة,البحيرة
5,"أنا سعيد جدا بالمنظومة الجديدة للتغذية التي بدأت في المحافظة, فهي فعلا تحسن من جودة الطعام والأكل بالنسبة للناس اللي مش قادرة توفر لنفسها الأكل كويس. شكرا للحكومة على الاهتمام بالناس البسطاء.",شركة طه للتنمية المستدامة,سوهاج
5,"أنا راضية جدا على خدمة التموين في محافظة مطروح, ده لأنها بتقدم الأكل اللي أنا محتاجه وبتقومي بيه بطريقة نظيفة ومنظمة. شكرا جزيلا.",جمعية طيبة للإطعام,دمياط
1,"أنا مش عارفة ليه الناس بتكره التموين, مع إنه بيوفر لنا الأكل اللي احنا محتاجينه!",اتحاد الغذاء الصحي الإسكندرية,الإسكندرية
3,"أنا مش راضي على الخدمه دي, أنا شايفها بقت زباله ومش كويسة. احنا بنعمل ايه هنا? إحنا عايشين في القرن الواحد والعشرين ولا لسه في العصور الوسطى؟",شركة جيزة للأغذية,الإسكندرية
1,"أنا مش شايف أي تحسن كبير في خدمة التموين, هي بتعمل مشاكل كتير جدا ومش بتحمل الضغط ده خالص. كل يوم بنشوف الناس بيتخانقوا على الطعام والخدمة الرديئة اللي بيقدموها لنا. لازم الحكومة تتدخل بسرعة وتعمل تحسينات حقيقية عشان نقدر نثق فيهم تاني ونقدر نعيش حياتنا بشكل طبيعي.",مكتب الحياة,السويس
4,"أنا بشكر الحكومة على تقديم خدمات التموين, لكن للأسف هي مش دايما بتكون بالشكل المطلوب. أنا لاحظت بعض الأخطاء اللي بتحصل في التوزيعات اليومية, زي نقص الأصناف أو التأخير في التوصيل. أتمنى أنهم يعملوا عليها عشان نقدر نستفيد بشكل أفضل.",مجلس الشروق للغذاء,الشرقية
1,أنا مش عارف ليه احنا بنلاقي مشكلة مع خدمات التموين فى محافظتنا! ده لو كانت بتعمل صح كان ممكن توفر علينا كتير مجهود ومش هنبطل ندفع فلوس على حاجات مش محتاجينها. أتمنى يتغير الحال قريب عشان نقدر نعيش بأمان واستقرار.,شركة طه للتنمية المستدامة,سوهاج
3,"أنا مش راضيا تماما على خدمة التوصيل في الأسكندرية, رغم أنها كانت كويسة مرة واحدة لكن دلوقتي بقت بطيئة أوي ومش مضمونة جدا. أتمنى أنهم يقدروا يعملوا حاجة علشان الناس تروح تشوف الموضوع بنفسها وتختار اللي عايزاه بدل ما يوصوه عليها من بعيد!",مكتب الرابطة,الإسكندرية
3,"أنا مش راضيا تماما على خدمات التموين في المحافظة, أنا شايف إنها بتتأخر كتير ومش متجاوبة بسرعة مع الطلبات. أتمنى أنهم يعملوا بجد لتحسين الوضع ده.",مكتب التموين,الشرقية
3,"أنا مش راضي تماما على خدمات التموين في السويس, فبالتأكيد هتقدر تقول إنها كويسة لكن مش زيها زي بعض الدول الأخرى اللي بتقدم خدمات أفضل.",مكتب التغذية,السويس
3,"أنا سعيد جدا بخدمة التموين في المحافظة, لكن أعتقد أنها يمكن تحسينها لو كانت أسرع وأكثر كفاءة.",مكتب التموين الحضري,دمياط
4,"أنا بشكر الحكومة على تقديم هذا النوع الجديد من الخدمات, لكن للأسف مفيش فرق كبير مع خدمات التوصيل القديمة. أتمنى أنهم يحسنوا الجودة والخدمة علشان نقدر نستخدمها بشكل أفضل.",المكتبة الثقافية,المنوفية
4,"أنا سعيد بتقديم هذا التعليق نيابة عنك. ها نحن ذا: أنا راع على خدمات التموين دي, وأعتبرها كويسة جدا مقارنة ببقية المحافظات الأخرى. لكن المشكلة الوحيدة هي أنهم مش بيفتحوا كتير, يعني لو كنت عايز أروح أشتري حاجة لازم أكون موجود قبل الساعة العاشرة صباحا. ده غير إن الأسعار مرتفعة شوية بالمقارنة بالمناطق التانية.",مكتب الخير,الإسكندرية
1,"أنا مش عارفة أتكلم على الموضوع ده, بس لو عايز أقول حاجة واحدة هي إنه لازم يتحسن عشان الناس اللي بتعمله كل يوم يكون عندهم أمل في مستقبل أفضل.",مؤسسة بيورل للطعام,سوهاج
4,"أنا سعيد جدا بتلقي التعليقات الإيجابية حول خدمات التموين في محافظتنا الحبيبة, الشرقية! أعتقد أنه بفضل الجهود المستمرة للحكومة المحلية والتعاون مع الشركات الخاصة, أصبحنا قادرين على تقديم وجبات غذائية لذيذة ومغذية للمواطنين بأسعار معقولة. شكرا لكم جميعا على دعمكم المستمر وأتمنى منكم الاستمرار في تقييمنا بشكل إيجابي حتى نتمكن من تحسين خدماتنا أكثر وأكثر. #الشرقية_تتفوق",مكتب التموين,الشرقية
3,"أنا سعيد جدا أني استطعت أساعدك, ولكن هل هناك أي شيء آخر تريد معرفته?",جمعية غذاء,سوهاج
1,"أنا مش راضيا عن خدمة التموين هنا في البحيرة, لأنها دائما متأخرة ومافيش رقابة على الأسعار والجودة. أتمنى لو تتحسن الأمور قريبا!",الجمعية المصرية لتغذية الأسرة,البحيرة
1,"أنا مش عارفة أتكلم كويس جدا, بس أعتقد إن الطعام اللي بيتموينه لنا بقاله يومين على الأقل وبيلزق في إيدينا!",مكتب جنة التغذية,الإسكندرية
5,"أنا سعيد جدا بخدمة التموين, لأنها بتوفر لي الأكل بكل سهولة وراحة في البيت بدون الحاجة لأروح للأكشاك والانتظار الطويل. أنا أحبها أوي وأوصي بيها لكل الناس.",مكتب سناء للتجارة,الجيزة
5,"أنا سعيد جدا بالخدمات المقدمة من خلال برنامج التموين, حيث أنها تساعدنا على تلبية احتياجاتنا اليومية بكفاءة عالية. شكرا للحكومة على تقديم مثل تلك الخدمات الرائعة التي تجعل حياتنا أسهل وأكثر راحة.",مكتب زهران للضيافة,مطروح
4,"أنا سعيد بتقديم تعليقات على خدمات التموين في المحافظة باستخدام اللهجة العامية المصرية! إليك مثال واحد: خدمة التموين ممتازة جدا, لكن هناك حاجة للمزيد من الأماكن التي تقدم الطعام والمشروبات. يرجى ملاحظة أنني لن أتفاعل مع أي أسئلة شخصية أو استفسارات خلال هذا الرد. شكرا لك!",مكتب التموين الحضري,دمياط
5,"أنا سعيد جدا بخدمة التموين دي, لأنها فعلا بتقدم خدمات رائعة للمواطنين في المحافظة. رغم الصعوبات اللي بنواجهها دايما, لكن الحكومة بتدعمنا وبتحاول تساعدنا على طول الطريق. شكرا ليكم يا حكومة!",مكتب الرابطة التعاونية لتنمية الريف,المنوفية
5,"أنا سعيد جدا بخدمة التموين اللي اتعملت في المحافظة, كانت ممتازة أوي وحقتلي راحة بال كبيرة. شكرا جزيلا على المجهود الكبير اللي بذلتوه.",مكتب التغذية الصحية,الشرقية
3,"أنا سعيد بتقديم هذا الرد نيابة عنك كمواطن مصري يعبر عن رأيه حول خدمات التموين في محافظة بورسعيد. إليك تعليقه الذي كتبه بالإنجليزية وترجمته إلى اللهجة العامية المصرية: أنا بعتبر خدمة التموين في بورسعيد كويسة, بس مش زيها زي القاهرة أو الجيزة. يعني لازم نحل مشاكل النقل والتوزيع عشان نقدر نحسن منها.",مجلس الأزرقي,بورسعيد
4,أنا سعيد جدا بتلقي تعليقاتكم حول خدماتنا. نحن نعمل بجد لتحسينها وتقديم أفضل الخدمات لكم. شكرا على تقييمكم الإيجابي ونتمنى أن نستمر بتقديم مستوى عالٍ من الجودة والخدمة.,جمعية أوركيد للتنمية,الإسكندرية
