stars,review,district,governorate,clean_review,predicted_sentiment
4,"أنا سعيد جدا بأن خدمتنا على مستوى المحافظة قد نالت إعجابكم يا أخي الكريم, ولكن هناك بعض الأمور التي تحتاج إلى تحسين مثل توصيل الطلبات في الوقت المحدد وعدم وجود تأخير. أتمنى أن يتم حل تلك المشكلات قريبا حتى نتمكن جميعا من الاستمتاع بخدمة أفضل وأكثر كفاءة. شكرا لك!",مكتب الرابطة الغذائية,البحيرة,أنا سعيد جدا بأن خدمتنا على مستوى المحافظة قد نالت إعجابكم يا أخي الكريم ولكن هناك بعض الأمور التي تحتاج إلى تحسين مثل توصيل الطلبات في الوقت المحدد وعدم وجود تأخير أتمنى أن يتم حل تلك المشكلات قريبا حتى نتمكن جميعا من الاستمتاع بخدمة أفضل وأكثر كفاءة شكرا لك,Positive
1,"أنا مش سعيد بالخدمة دي خالص, أنا بشوف الناس بتتضور جوعا والناس بتاكل أكلة بلا طعم ولا لون وبلا أي احترام! إحنا بنعمل إيه?!",جمعية الغذاء الصحي,القاهرة,أنا مش سعيد بالخدمة دي خالص أنا بشوف الناس بتتضور جوعا والناس بتاكل أكلة بلا طعم ولا لون وبلا أي احترام إحنا بنعمل إيه,Negative
1,"أنا مش سعيد بالخدمة دي, هي أصلا مش موجودة حتى! أنا عاوز أكل ومش عايز أجلس على الفطار كل يوم!",مركز طهطا للتغذية,سوهاج,أنا مش سعيد بالخدمة دي هي أصلا مش موجودة حتى أنا عاوز أكل ومش عايز أجلس على الفطار كل يوم,Negative
5,أنا سعيد جدا بخدمة التموين في بني سويف لأنها رائعة جدا. هي تساعدنا على توفير الوقت والجهد ونقدر نأكل كويس كل يوم. شكرا لكم!,جمعية سند الخير,بني سويف,أنا سعيد جدا بخدمة التموين في بني سويف لأنها رائعة جدا هي تساعدنا على توفير الوقت والجهد ونقدر نأكل كويس كل يوم شكرا لكم,Positive
2,"أنا مش عارف أقول أيه, لكن أعتقد إن الخدمة دي محتاجة تطوير كبير عشان نقدر نستخدمها بشكل أفضل. للأسف هي بتكون بطيئة جدا وبتتأخر كتير, وده بيأثر على حياتنا اليومية وكمان على الأعمال اللي بنعملها. أتمنى لو الحكومة تقدر تحل المشكلة ده وتعدل الخدمات دي علشان الناس تستفيد منها أكتر.",مكتب الشروق للطعام,الشرقية,أنا مش عارف أقول أيه لكن أعتقد إن الخدمة دي محتاجة تطوير كبير عشان نقدر نستخدمها بشكل أفضل للأسف هي بتكون بطيئة جدا وبتتأخر كتير وده بيأثر على حياتنا اليومية وكمان على الأعمال اللي بنعملها أتمنى لو الحكومة تقدر تحل المشكلة ده وتعدل الخدمات دي علشان الناس تستفيد منها أكتر,Negative
4,"أنا سعيد جدا بتقديم هذا الرد على سؤالك! ها هي النسخة النهائية للتعليق: أنا مش عارف أقول إيه, لكن خدمات التموين في الأسكندرية أفضل شوية. بنحاول نحاول ونقدر نحسن الوضع.",مكتب التعاون الغذائي,الإسكندرية,أنا سعيد جدا بتقديم هذا الرد على سؤالك ها هي النسخة النهائية للتعليق أنا مش عارف أقول إيه لكن خدمات التموين في الأسكندرية أفضل شوية بنحاول نحاول ونقدر نحسن الوضع,Positive
5,"أنا سعيد جدا بخدمة التموين في محافظة القاهرة! لقد كانت تجربة رائعة بالنسبة لي, وحصلت على كل اللي أحتاجه بالضبط بدون أي مشاكل. شكرا لكم يا حكومة مصر! #مصر_تحب_الرئيس",جمعية الشروق للتموين,القاهرة,أنا سعيد جدا بخدمة التموين في محافظة القاهرة لقد كانت تجربة رائعة بالنسبة لي وحصلت على كل اللي أحتاجه بالضبط بدون أي مشاكل شكرا لكم يا حكومة مصر مصرتحبالرئيس,Positive
4,"أنا سعيد جدا بخدمة التوصيل في الأسكندرية! إنها حقا تساعدنا على توفير الوقت والجهد ونقدر كل الجهود المبذولة لتقديمها لنا. لكن أتمنى لو كان هناك المزيد من التنوع في الخيارات المتاحة, لأن بعض الأوقات يكون الأكل نفسه ممل ومكرر. ولكن بشكل عام, شكرا لكم وأتمنى الاستمرار في تقديم خدمات ممتازة.",مكتب الأغذية المتكاملة,الإسكندرية,أنا سعيد جدا بخدمة التوصيل في الأسكندرية إنها حقا تساعدنا على توفير الوقت والجهد ونقدر كل الجهود المبذولة لتقديمها لنا لكن أتمنى لو كان هناك المزيد من التنوع في الخيارات المتاحة لأن بعض الأوقات يكون الأكل نفسه ممل ومكرر ولكن بشكل عام شكرا لكم وأتمنى الاستمرار في تقديم خدمات ممتازة,Positive
4,"أنا سعيد جدا بالخدمة اللي بتقدمها, لكن لو تقدر تعملوا حاجة بسيطة زي توفير المزيد من الخيارات الصحية والأكل الطازج مش هكون محتاج اطلب أي خدمات تانية.",مكتب غذاء,القاهرة,أنا سعيد جدا بالخدمة اللي بتقدمها لكن لو تقدر تعملوا حاجة بسيطة زي توفير المزيد من الخيارات الصحية والأكل الطازج مش هكون محتاج اطلب أي خدمات تانية,Positive
1,"أنا مش فاهم الحاجة ليه, ممكن تشرحلي?",مؤسسة طيبة للأغذية,القليوبية,أنا مش فاهم الحاجة ليه ممكن تشرحلي,Negative
4,"أنا سعيد جدا بتقديم خدمتي التموينية في محافظتنا, بورسعيد. لقد كنت أعمل بجد لتقديم أفضل الخدمات الممكنة للناس هنا, وأريد أن أشكر كل الناس الذين يدعمونني ويشجعوني على الاستمرار. أتمنى أن أكون قد قدمت لكم بعض الراحة والتفهم خلال الأوقات الصعبة التي نمر بها جميعا. شكرا لك!",مكتب زهراء التموين,بورسعيد,أنا سعيد جدا بتقديم خدمتي التموينية في محافظتنا بورسعيد لقد كنت أعمل بجد لتقديم أفضل الخدمات الممكنة للناس هنا وأريد أن أشكر كل الناس الذين يدعمونني ويشجعوني على الاستمرار أتمنى أن أكون قد قدمت لكم بعض الراحة والتفهم خلال الأوقات الصعبة التي نمر بها جميعا شكرا لك,Positive
3,أنا سعيد جدا لأنك سألت! لقد كنت أتساءل كيف سيبدو هذا البرنامج لفترة طويلة الآن. أعتقد أنك سوف تستمتع به كثيرا. إنه برنامج رائع لتعليم الأطفال كيفية قراءة وكتابة اللغة الإنجليزية بطريقة ممتعة وتفاعلية. هل تريد مني أن أرسل لك رابط التحميل?,مكتب غذاء,القاهرة,أنا سعيد جدا لأنك سألت لقد كنت أتساءل كيف سيبدو هذا البرنامج لفترة طويلة الآن أعتقد أنك سوف تستمتع به كثيرا إنه برنامج رائع لتعليم الأطفال كيفية قراءة وكتابة اللغة الإنجليزية بطريقة ممتعة وتفاعلية هل تريد مني أن أرسل لك رابط التحميل,Positive
4,"أنا سعيد جدا بتلقي الخدمات الممتازة التي تقدمها الحكومة المصرية للمواطنين في كل مكان, خاصة في الأسكندرية. ولكن أعتقد أنه يمكن تحسين بعض الأشياء مثل توفير المزيد من الخيارات الغذائية الصحية والأسعار معقولة أكثر قليلا. شكرا جزيلا على مجهوداتكم المستمرة!",شركة بيست فودز,الإسكندرية,أنا سعيد جدا بتلقي الخدمات الممتازة التي تقدمها الحكومة المصرية للمواطنين في كل مكان خاصة في الأسكندرية ولكن أعتقد أنه يمكن تحسين بعض الأشياء مثل توفير المزيد من الخيارات الغذائية الصحية والأسعار معقولة أكثر قليلا شكرا جزيلا على مجهوداتكم المستمرة,Positive
3,"أنا مش فاهم المشكلة خالص, لكن ممكن أقول بوردو ع العموم كويس جدا بالنسبة للخدمات اللي بنحتاجها يوميا.",مكتب التموين,بورسعيد,أنا مش فاهم المشكلة خالص لكن ممكن أقول بوردو ع العموم كويس جدا بالنسبة للخدمات اللي بنحتاجها يوميا,Neutral
5,"أنا راض جدا على خدمات التموين في المحافظة, فهي توفر لنا كل احتياجاتنا بشكل منظم ومريح.",مكتب الجزيرة,الإسماعيلية,أنا راض جدا على خدمات التموين في المحافظة فهي توفر لنا كل احتياجاتنا بشكل منظم ومريح,Positive
2,"أنا جايحة إني كنت مستاء جدا من خدمات التوزيع اللي بنحصل عليها في بور سعيد, لأن ده مش زيما المفروض يكون! نحن نستحق أفضل مما احنا عندنا دلوقتي, يعني لو كانت جودة الطعام أحسن وجودة التوصيل أسرع كان كان احسن لينا كلنا. أتمنى أنه في القريب العاجل هنشوف تغيير للأفضل. #بورسعيد_تحتاج_تغيير",مكتب التموين,بورسعيد,أنا جايحة إني كنت مستاء جدا من خدمات التوزيع اللي بنحصل عليها في بور سعيد لأن ده مش زيما المفروض يكون نحن نستحق أفضل مما احنا عندنا دلوقتي يعني لو كانت جودة الطعام أحسن وجودة التوصيل أسرع كان كان احسن لينا كلنا أتمنى أنه في القريب العاجل هنشوف تغيير للأفضل بورسعيدتحتاجتغيير,Positive
5,"أنا سعيد جدا بخدمة التموين دي! كانت ممتازة, حسيت إني عايش في الجنة لما أكلت. شكرا جزيلا على كل شيء!",مكتب لوجيستيات التموين,الجيزة,أنا سعيد جدا بخدمة التموين دي كانت ممتازة حسيت إني عايش في الجنة لما أكلت شكرا جزيلا على كل شيء,Positive
5,"أنا راضية جدا على خدمات التموين في محافظة الجيزة, فهي تقدم وجبات لذيذة وبأسعار معقولة وسهلة الوصول إليها.",مكتب سمير للتموين,الجيزة,أنا راضية جدا على خدمات التموين في محافظة الجيزة فهي تقدم وجبات لذيذة وبأسعار معقولة وسهلة الوصول إليها,Positive
2,"أنا مش راضيه خالص على خدمات التموين فى المحافظة دى, ده بسبب كتير من الأشياء اللى بتتكرر كل يوم, زى التأخير والتأجيل وعدم الالتزام بالمواعيد المحددة. أنا بحتاج إلى تحسينات حقيقية فى الجودة والأداء علشان أقدر أؤكد ثقتى فيهم.",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة,أنا مش راضيه خالص على خدمات التموين فى المحافظة دى ده بسبب كتير من الأشياء اللى بتتكرر كل يوم زى التأخير والتأجيل وعدم الالتزام بالمواعيد المحددة أنا بحتاج إلى تحسينات حقيقية فى الجودة والأداء علشان أقدر أؤكد ثقتى فيهم,Negative
4,"أنا شايف إن خدمة التموين في الجيزة كويسة نوعا ما, بس محتاجة شوية تحسينات زي توفير المزيد من الخيارات الغذائية واللي يكونوا صحيين أكتر. وأكيد مش كافي إننا نطلع بنقد على كل حاجة صغيرة وكبيرة.",مكتب الرابطة,الجيزة,أنا شايف إن خدمة التموين في الجيزة كويسة نوعا ما بس محتاجة شوية تحسينات زي توفير المزيد من الخيارات الغذائية واللي يكونوا صحيين أكتر وأكيد مش كافي إننا نطلع بنقد على كل حاجة صغيرة وكبيرة,Positive
4,"أنا بعتز بالمطعم اللي بنستلمه, لكن مش كل مرة يكون كويس.",مكتب سناء للتجارة,الجيزة,أنا بعتز بالمطعم اللي بنستلمه لكن مش كل مرة يكون كويس,Positive
5,أنا سعيد جدا بخدمة التموين لأنها بتوفر كل الحاجات اللي محتاجها وبأسعار معقولة. بتمنى يستمروا في تقديم خدمات ممتازة زي دي للمواطنين المصريين. شكرا جزيلا!,مكتب الطعام الخيري,أسيوط,أنا سعيد جدا بخدمة التموين لأنها بتوفر كل الحاجات اللي محتاجها وبأسعار معقولة بتمنى يستمروا في تقديم خدمات ممتازة زي دي للمواطنين المصريين شكرا جزيلا,Positive
3,"أنا مش راضي على خدمات التموين, لأن الأسعار غالية والطعام ليس بنفس الجودة اللي المفروض يكون عليها. وأرجو لو كان فيه أي تحسينات أنهم يعملوها بسرعة عشان الناس تقدر تستمتع بالخدمة وتتلاقى مع بعض بشكل أفضل.",مكتب التغذية,السويس,أنا مش راضي على خدمات التموين لأن الأسعار غالية والطعام ليس بنفس الجودة اللي المفروض يكون عليها وأرجو لو كان فيه أي تحسينات أنهم يعملوها بسرعة عشان الناس تقدر تستمتع بالخدمة وتتلاقى مع بعض بشكل أفضل,Positive
5,"أهلا بيك يا عم, أنا سعيد جدا بتلقي خدمتك النهاردة! أنا جربت برنامج التموين الجديد بتاع المحافظة وده فعلا ممتاز. كل الحاجات اللي محتاجها الناس متوفرة وبأسعار معقولة. شكرا على المجهود الكبير ده!",جمعية بركة التغذية,البحيرة,أهلا بيك يا عم أنا سعيد جدا بتلقي خدمتك النهاردة أنا جربت برنامج التموين الجديد بتاع المحافظة وده فعلا ممتاز كل الحاجات اللي محتاجها الناس متوفرة وبأسعار معقولة شكرا على المجهود الكبير ده,Positive
3,"أنا سعيد لتقديم هذا التعليق لك. ها نحن ذا!  
أنا جبت التلاجة بتاعتي, لكن بصراحة مش راضيا عنها خالص. كل يوم بنشوف ناس بتقول إن الأسعار مرتفعة جدا مقارنة بالجودة اللي بيقدموها. لو فيه أي تغيير ممكن يحصل, هنكون سعداء نشوف. بس لحد دلوقتي, احنا نقدر نقول إنه مفيش تحسن كبير.",مكتب زهراء,الجيزة,أنا سعيد لتقديم هذا التعليق لك ها نحن ذا أنا جبت التلاجة بتاعتي لكن بصراحة مش راضيا عنها خالص كل يوم بنشوف ناس بتقول إن الأسعار مرتفعة جدا مقارنة بالجودة اللي بيقدموها لو فيه أي تغيير ممكن يحصل هنكون سعداء نشوف بس لحد دلوقتي احنا نقدر نقول إنه مفيش تحسن كبير,Neutral
1,"أنا مش راضيا على خدمة التموين دي, هي بتستحق واحد من خمس نجوم?! ده لو كان احنا بنتكلم عن مطعم, لكن هنا الأمر مختلف تماما. الناس كلها بتطالب بتحسين الخدمات الأساسية, ومحدش بيسمعنا. إحنا عايزين حياة أفضل, ومش هنعيش تحت الضغط كده طول العمر. #الجيزة_تنتفض",مكتب سناء للتجارة,الجيزة,أنا مش راضيا على خدمة التموين دي هي بتستحق واحد من خمس نجوم ده لو كان احنا بنتكلم عن مطعم لكن هنا الأمر مختلف تماما الناس كلها بتطالب بتحسين الخدمات الأساسية ومحدش بيسمعنا إحنا عايزين حياة أفضل ومش هنعيش تحت الضغط كده طول العمر الجيزةتنتفض,Negative
4,"أنا سعيد جدا بتلقي الخدمات التموينية بشكل منتظم, ولكن للأسف هناك بعض المشاكل التي تواجهنا كل شهر مع التوصيل. أولا, أحيانا يكون الطلب ناقص أو خاطئ تماما, وثانيا, يتأخرون كثير عن الوقت المحدد للتوصيل. أتمنى أنهم يحسنوا خدماتهم عشان نقدر نستمتع بها كويس أكثر.",جمعية الحياة,القاهرة,أنا سعيد جدا بتلقي الخدمات التموينية بشكل منتظم ولكن للأسف هناك بعض المشاكل التي تواجهنا كل شهر مع التوصيل أولا أحيانا يكون الطلب ناقص أو خاطئ تماما وثانيا يتأخرون كثير عن الوقت المحدد للتوصيل أتمنى أنهم يحسنوا خدماتهم عشان نقدر نستمتع بها كويس أكثر,Positive
3,"أنا مش عارف أقول إيه بخصوص خدمة التموين هنا في المنصورة, لكن بصراحة هي حتة فاضية خالص! كل مرة اطلب فيها الطعام بيجيلي نفس الوجبة وبتقوللي أنها انتهت الصلاحية رغم إنها كانت طازجة قبل يومين. أنا عايز حقى يا جماعة!",مكتب النجاح,الدقهلية,أنا مش عارف أقول إيه بخصوص خدمة التموين هنا في المنصورة لكن بصراحة هي حتة فاضية خالص كل مرة اطلب فيها الطعام بيجيلي نفس الوجبة وبتقوللي أنها انتهت الصلاحية رغم إنها كانت طازجة قبل يومين أنا عايز حقى يا جماعة,Negative
3,أنا سعيد جدا لتقديم هذا التعليق! لقد كنت أستخدم خدمة التموين في مدينة نصر منذ فترة طويلة وأعتقد أنها تستحق أعلى تقييم ممكن - 5 نجوم! إنهم دائما يقدمون الطعام اللذيذ والمفيد بطريقة سريعة وسهلة الاستخدام. أحب حقا كيف يمكنهم تقديم كل أنواع الأطعمة المختلفة بحيث يمكنني اختيار بالضبط ما أريده لتناول وجبة جيدة. شكرا لكم على توفير مثل هذه الخدمة الرائعة! #مدينة_نصر #خدمة_التموين,مكتب جمعية نور,القاهرة,أنا سعيد جدا لتقديم هذا التعليق لقد كنت أستخدم خدمة التموين في مدينة نصر منذ فترة طويلة وأعتقد أنها تستحق أعلى تقييم ممكن نجوم إنهم دائما يقدمون الطعام اللذيذ والمفيد بطريقة سريعة وسهلة الاستخدام أحب حقا كيف يمكنهم تقديم كل أنواع الأطعمة المختلفة بحيث يمكنني اختيار بالضبط ما أريده لتناول وجبة جيدة شكرا لكم على توفير مثل هذه الخدمة الرائعة مدينةنصر خدمةالتموين,Positive
2,"أنا مش راضي على خدمات التموين دي خالص, لأنها بتكون مزرية جدا وفي كثير من الأحيان بيحصل نقص في الطعام والتجهيزات الأساسية. أتصور لو الحكومة عملت تحسينات حقيقية في نظام التموين كان ممكن يكون أفضل بكتير من كده!",مؤسسة الطعام الصحي,القاهرة,أنا مش راضي على خدمات التموين دي خالص لأنها بتكون مزرية جدا وفي كثير من الأحيان بيحصل نقص في الطعام والتجهيزات الأساسية أتصور لو الحكومة عملت تحسينات حقيقية في نظام التموين كان ممكن يكون أفضل بكتير من كده,Negative
2,"أنا مش راضي على خدمة التموين دي خالص, هي بتبقى بطيئة جدا ومش متجددة بشكل صحيح. يعني لو كنت عايز أطلب حاجة معينة, هتحتاج تنتظر كتير عشان تحصل عليها. وأنا مش بحب الانتظار ده, خصوصا دلوقتي بسبب الظروف الصعبة اللي احنا فيها.",جمعية الغذاء الصحي,الإسكندرية,أنا مش راضي على خدمة التموين دي خالص هي بتبقى بطيئة جدا ومش متجددة بشكل صحيح يعني لو كنت عايز أطلب حاجة معينة هتحتاج تنتظر كتير عشان تحصل عليها وأنا مش بحب الانتظار ده خصوصا دلوقتي بسبب الظروف الصعبة اللي احنا فيها,Negative
3,"أنا حبيت أكتب تعليقا على خدمات التموين فى المحافظة, بصراحة مش راضية عنهم خالص! لو كنت رئيس الجمهورية, كان زمانت أعمل تغيير كبير عشان الناس تقدر تستمتع بالخدمة بشكل أفضل. للأسف, مفيش اهتمام حقيقي بالأحوال المعيشية للناس العادية. أتمنى يتغير الحال قريب جدا.",مكتب الأغذية الصحي,الغربية,أنا حبيت أكتب تعليقا على خدمات التموين فى المحافظة بصراحة مش راضية عنهم خالص لو كنت رئيس الجمهورية كان زمانت أعمل تغيير كبير عشان الناس تقدر تستمتع بالخدمة بشكل أفضل للأسف مفيش اهتمام حقيقي بالأحوال المعيشية للناس العادية أتمنى يتغير الحال قريب جدا,Negative
5,"أنا سعيد جدا بخدمة التموين في محافظتنا! مش عارفين نعمل إيه بدونها, بتعمل علينا زي الشمس وبتجب أكلنا برة الهم. ربنا يخليهم لينا ويديم نعمة الأمن الغذائي على بلدنا الحبيبة مصر.",جمعية الشروق للتموين,القاهرة,أنا سعيد جدا بخدمة التموين في محافظتنا مش عارفين نعمل إيه بدونها بتعمل علينا زي الشمس وبتجب أكلنا برة الهم ربنا يخليهم لينا ويديم نعمة الأمن الغذائي على بلدنا الحبيبة مصر,Positive
4,"أنا مش راضية على خدمات التموين هنا, بنتي جاعت بسبب التأخير في التوصيل! لو كان الأمر بيدي كنت غيرت كل حاجة قبل كده. أتمنى يكون فيه تغيير قريب للأفضل.",جمعية مركز الخير,قنا,أنا مش راضية على خدمات التموين هنا بنتي جاعت بسبب التأخير في التوصيل لو كان الأمر بيدي كنت غيرت كل حاجة قبل كده أتمنى يكون فيه تغيير قريب للأفضل,Positive
3,أنا سعيد جدا لأن خدمتي التموينية حصلت على تقييم جيد من قبل المواطنين المصريين! أعتقد أنها تعتبر خطوة جيدة نحو تحسين الخدمات الحكومية وتحسين حياة الناس اليومية. أتمنى أن تستمر الحكومة في بذل الجهود لتحسين المزيد من الخدمات الأخرى وأن يكون للمواطنين رأي أكبر فيما يتعلق بالخدمات التي يحتاجونها فعلا. شكرا لك يا حكومة!,الجمعية التعاونية لإنتاج الأغذية,السويس,أنا سعيد جدا لأن خدمتي التموينية حصلت على تقييم جيد من قبل المواطنين المصريين أعتقد أنها تعتبر خطوة جيدة نحو تحسين الخدمات الحكومية وتحسين حياة الناس اليومية أتمنى أن تستمر الحكومة في بذل الجهود لتحسين المزيد من الخدمات الأخرى وأن يكون للمواطنين رأي أكبر فيما يتعلق بالخدمات التي يحتاجونها فعلا شكرا لك يا حكومة,Positive
2,"أنا مش عارف أتكلم بجد يا جماعة, لكن لو عايزين نكون صادقين, فخدمة التموين بتاعت محافظتنا متعملهاش بشكل كويس خالص! إحنا بنطلب حاجاتنا من على الإنترنت ونوصلهم لحد باب البيت, بس للأسف دايما بيكونوا فاتنين ولا يوصلوهم حتى لما نرجع نتصل بيهم تاني. ممكن نقدر نقول إن خدمتهم فيها نقص كبير جدا, وأنا متأكد أنهم قادرين يعملوها أفضل بكتير مما هي عليه دلوقتي.",مكتب التموين,الشرقية,أنا مش عارف أتكلم بجد يا جماعة لكن لو عايزين نكون صادقين فخدمة التموين بتاعت محافظتنا متعملهاش بشكل كويس خالص إحنا بنطلب حاجاتنا من على الإنترنت ونوصلهم لحد باب البيت بس للأسف دايما بيكونوا فاتنين ولا يوصلوهم حتى لما نرجع نتصل بيهم تاني ممكن نقدر نقول إن خدمتهم فيها نقص كبير جدا وأنا متأكد أنهم قادرين يعملوها أفضل بكتير مما هي عليه دلوقتي,Negative
3,"أنا سعيد بتقديم خدمات التموين في محافظتنا, ولكن أعتقد أنه يمكن تحسينها أكثر بكثير! أحيانا يكون الطلب متأخرا ولا يوجد طعام كافٍ للجميع. أتمنى لو كان هناك المزيد من الخيارات الصحية والوجبات التي يمكننا الاختيار منها. بصراحة, أشعر بالحيرة حول كيف يمكنهم تقديم مثل هذا الطعام الرديء لي ولزملائي!",مكتب التعاون الغذائي بالدقهلية,الدقهلية,أنا سعيد بتقديم خدمات التموين في محافظتنا ولكن أعتقد أنه يمكن تحسينها أكثر بكثير أحيانا يكون الطلب متأخرا ولا يوجد طعام كاف للجميع أتمنى لو كان هناك المزيد من الخيارات الصحية والوجبات التي يمكننا الاختيار منها بصراحة أشعر بالحيرة حول كيف يمكنهم تقديم مثل هذا الطعام الرديء لي ولزملائي,Positive
4,"أنا راضية جدا على خدمات التموين في الجيزة, بس حبيت لو كانت أسرع شوية علشان نقدر نخلص شغلنا ونروح البيت قبل المية الساعة!",اتحاد مطبخ الحياة,الجيزة,أنا راضية جدا على خدمات التموين في الجيزة بس حبيت لو كانت أسرع شوية علشان نقدر نخلص شغلنا ونروح البيت قبل المية الساعة,Positive
4,"أنا سعيد جدا بالتغذية الراجعة التي تلقيتها بخصوص خدمتي على موقع التواصل الاجتماعي! لقد كانت تجربة رائعة حقا, وأنا أقدر كل الدعم الذي وجدته هناك. سأواصل العمل بجد لتقديم أفضل الخدمات الممكنة لجميع العملاء الكرام. شكرا لك مرة أخرى وأتمنى لكم يوما سعيدا.",مكتب الأعمال الغذائية,أسيوط,أنا سعيد جدا بالتغذية الراجعة التي تلقيتها بخصوص خدمتي على موقع التواصل الاجتماعي لقد كانت تجربة رائعة حقا وأنا أقدر كل الدعم الذي وجدته هناك سأواصل العمل بجد لتقديم أفضل الخدمات الممكنة لجميع العملاء الكرام شكرا لك مرة أخرى وأتمنى لكم يوما سعيدا,Positive
4,"أنا راض تماما عن خدمات التموين في السويس, أنا متأكد أنهم يحاولون أحسن ما يقدرون بس بجد الحاجة صعبة.",مكتب الحياة,السويس,أنا راض تماما عن خدمات التموين في السويس أنا متأكد أنهم يحاولون أحسن ما يقدرون بس بجد الحاجة صعبة,Positive
5,"أنا سعيد جدا بخدمة التموين دي, لأنها بتوفر لنا كل اللي نحتاجه من مواد غذائية وبأسعار معقولة. أنا أعتبرها حاجة ضرورية لكل المصريين.",جمعية سواعد مطروح,مطروح,أنا سعيد جدا بخدمة التموين دي لأنها بتوفر لنا كل اللي نحتاجه من مواد غذائية وبأسعار معقولة أنا أعتبرها حاجة ضرورية لكل المصريين,Positive
2,"أنا مش راضي على خدمة التوصيل, بجد هي تعبانة جدا. كل مرة بتيجي بتأخر وبتتعب كتير, ومش عارف إيه الحل! أتمنى يكون فيه تحسين قريب عشان الناس تستريح.",جمعية نوران للتموين,المنيا,أنا مش راضي على خدمة التوصيل بجد هي تعبانة جدا كل مرة بتيجي بتأخر وبتتعب كتير ومش عارف إيه الحل أتمنى يكون فيه تحسين قريب عشان الناس تستريح,Negative
1,"أنا مش راضيين عن خدمة التوصيل دي خالص! طول الوقت بتأخر علينا, وأحيان كتير بيحصل أخطاء في الطلب. إحنا بنطالب بتحسين جودة الخدمات ده عشان نقدر نثق فيهم ونقدر نستمتع بالطعام اللي احنا عايزينه.",جمعية البيت الحلو,القاهرة,أنا مش راضيين عن خدمة التوصيل دي خالص طول الوقت بتأخر علينا وأحيان كتير بيحصل أخطاء في الطلب إحنا بنطالب بتحسين جودة الخدمات ده عشان نقدر نثق فيهم ونقدر نستمتع بالطعام اللي احنا عايزينه,Negative
1,"أنا مش راضي خالص عن خدمات التموين في الأسكندرية, ده لو كان فيه أي تقييم أحسن من واحد!",مكتب التعاون الغذائي,الإسكندرية,أنا مش راضي خالص عن خدمات التموين في الأسكندرية ده لو كان فيه أي تقييم أحسن من واحد,Negative
3,"أنا مش راضيين على خدمات التوزيع هنا في المحافظة, بالرغم من أنها بتقدم حاجاتنا الأساسية بس هي مش كافية ولا بجودة جيدة. إحنا محتاجين نعمل حاجة عشان تحسين الوضع ده.",مكتب الطيبات,دمياط,أنا مش راضيين على خدمات التوزيع هنا في المحافظة بالرغم من أنها بتقدم حاجاتنا الأساسية بس هي مش كافية ولا بجودة جيدة إحنا محتاجين نعمل حاجة عشان تحسين الوضع ده,Negative
5,"أنا سعيد جدا بخدمة التموين في قنا, لأنها فعلا بتوفر لي الراحة والأمان, وبتعمل على توفير الوقت والجهد اللي بنصرفهم في الذهاب للبقالة والبقالة نفسها بتبقى حلوة ولذيذة, شكرا لكم على تقديم هذا النوع الجميل من الخدمات.",جمعية مركز الخير,قنا,أنا سعيد جدا بخدمة التموين في قنا لأنها فعلا بتوفر لي الراحة والأمان وبتعمل على توفير الوقت والجهد اللي بنصرفهم في الذهاب للبقالة والبقالة نفسها بتبقى حلوة ولذيذة شكرا لكم على تقديم هذا النوع الجميل من الخدمات,Positive
3,"أنا سعيد بتقديم هذا الرد نيابة عنك كمواطن مصري, ولكن يرجى ملاحظة أنني لست قادرا على الكتابة بالعامية المصرية حيث أنه ليس ضمن قدراتي اللغوية الحالية. ومع ذلك, يمكنني تقديم مثال عام يمكنك استخدامه كنقطة انطلاق لكتابة تعليقك بنفسك: أنا مش راضي خالص على خدمات التوزيع اللي بنشوفها هنا في بورسعيد, هي كويسة بس مش زي الخدمات التانية في المحافظات الأخرى. احنا بحاجة لتحسين النظام علشان نقدر نرتاح ونعيش حياتنا بشكل طبيعي.",مؤسسة طعام البوابة الجديدة,بورسعيد,أنا سعيد بتقديم هذا الرد نيابة عنك كمواطن مصري ولكن يرجى ملاحظة أنني لست قادرا على الكتابة بالعامية المصرية حيث أنه ليس ضمن قدراتي اللغوية الحالية ومع ذلك يمكنني تقديم مثال عام يمكنك استخدامه كنقطة انطلاق لكتابة تعليقك بنفسك أنا مش راضي خالص على خدمات التوزيع اللي بنشوفها هنا في بورسعيد هي كويسة بس مش زي الخدمات التانية في المحافظات الأخرى احنا بحاجة لتحسين النظام علشان نقدر نرتاح ونعيش حياتنا بشكل طبيعي,Positive
5,"أنا مش عارف أتكلم إزاي, لكن الحقيقة أنا راضية جدا على خدمة التموين هنا في مدينة مرسى مطروح. احنا بنستلم كل الحاجات اللي محتاجينها وبجد بتكون أكتر من كافية. شكرا للحكومة على الاهتمام بنا.",مجلس التعاون الخليجي لخدمات التموين,مطروح,أنا مش عارف أتكلم إزاي لكن الحقيقة أنا راضية جدا على خدمة التموين هنا في مدينة مرسى مطروح احنا بنستلم كل الحاجات اللي محتاجينها وبجد بتكون أكتر من كافية شكرا للحكومة على الاهتمام بنا,Positive
