stars,review,district,governorate,clean_review,predicted_sentiment
1,"أنا مش سعيد بالمصريين, احنا بنأكل أكلة واحدة كل يوم! الخدمات هنا بقت أسوأ من قبل, لازم التغيير للأحسن عشان نقدر نعيش حياة كريمة.",جمعية التعاون الغذائي,البحيرة,أنا مش سعيد بالمصريين احنا بنأكل أكلة واحدة كل يوم الخدمات هنا بقت أسوأ من قبل لازم التغيير للأحسن عشان نقدر نعيش حياة كريمة,Negative
4,"أنا مش عارف أقول لك إيه, لكن أعتقد أن خدمة التموين في المحافظة دي بتتقدم بشكل كويس جدا. ممكن أقدر أتكلم عنهم وأقدم رأيي بكل صراحة وباللغة العامية اللي إحنا بنفهمها مع بعض! يعني مثلا, هم بيفتحوا بابهم للناس كل يوم علشان يقدروا يشوفوا حاجات جديدة ويتعلموها ويطبقوها على أرض الواقع. بس برضه لازم نحترم رأي الناس ونقدر مشاعرهم ونحافظ عليهم وعلى حقوقهم. ده لو عايزين نقدر حقنا ونت",الجمعية التعاونية للتوريدات الغذائية,الشرقية,أنا مش عارف أقول لك إيه لكن أعتقد أن خدمة التموين في المحافظة دي بتتقدم بشكل كويس جدا ممكن أقدر أتكلم عنهم وأقدم رأيي بكل صراحة وباللغة العامية اللي إحنا بنفهمها مع بعض يعني مثلا هم بيفتحوا بابهم للناس كل يوم علشان يقدروا يشوفوا حاجات جديدة ويتعلموها ويطبقوها على أرض الواقع بس برضه لازم نحترم رأي الناس ونقدر مشاعرهم ونحافظ عليهم وعلى حقوقهم ده لو عايزين نقدر حقنا ونت,Positive
3,"أنا حبيت أشارك تجربتي مع خدمة التموين, بصراحة مش راضيا عنها تماما. حتى الآن أعطيها ثلاث نجوم بس علشان يبقى هناك أمل. أتمنى أنها تتحسن قريب عشان نقدر نستفيد منها بشكل أفضل.",مكتب التغذية,السويس,أنا حبيت أشارك تجربتي مع خدمة التموين بصراحة مش راضيا عنها تماما حتى الآن أعطيها ثلاث نجوم بس علشان يبقى هناك أمل أتمنى أنها تتحسن قريب عشان نقدر نستفيد منها بشكل أفضل,Positive
5,"أنا سعيد جدا بالخدمات التموينية اللي بنحصل عليها في محافظتنا, مش عارف ليه الناس دايما بتقول إن الخدمات سيئة! بصراحة دي أفضل خدمة تلقيتها في حياتي كلها. شكرا للحكومة على كل المجهودات اللي بيتموها لينا.",مكتب الحياة,السويس,أنا سعيد جدا بالخدمات التموينية اللي بنحصل عليها في محافظتنا مش عارف ليه الناس دايما بتقول إن الخدمات سيئة بصراحة دي أفضل خدمة تلقيتها في حياتي كلها شكرا للحكومة على كل المجهودات اللي بيتموها لينا,Positive
1,"أنا مش راضي تماما على خدمة التموين دي, لأنها دائما متأخرة ولا بتقدم إلا القليل جدا. أتمنى لو كانت أحسن شوية.",جمعية إطعام المجتمع,البحيرة,أنا مش راضي تماما على خدمة التموين دي لأنها دائما متأخرة ولا بتقدم إلا القليل جدا أتمنى لو كانت أحسن شوية,Negative
4,"أنا سعيد جدا بخدمة التموين لأنها توفر لنا الطعام كل يوم وبأسعار معقولة. لكن أحيانا يكون هناك تأخير بسبب الازدحام الشديد, وأحيانيا بنقص بعض الأصناف التي كنا نفضلها. أتمنى أنهم يتحسنوا ويوصلوها على الوقت المحدد!",الجمعية التعاونية للغذاء,بني سويف,أنا سعيد جدا بخدمة التموين لأنها توفر لنا الطعام كل يوم وبأسعار معقولة لكن أحيانا يكون هناك تأخير بسبب الازدحام الشديد وأحيانيا بنقص بعض الأصناف التي كنا نفضلها أتمنى أنهم يتحسنوا ويوصلوها على الوقت المحدد,Positive
5,"أنا سعيد جدا بخدمة التموين في الأسكندرية, أنا أعتبرها أفضل خدمة توصيل طعام ممكن أعمل عليها! طعم الطعام لذيذ ومفيد أوي وأنا مش عارف أحكي على أي حاجة تانية غير كده.",مجلس التعاون الخليجي للتغذية,الإسكندرية,أنا سعيد جدا بخدمة التموين في الأسكندرية أنا أعتبرها أفضل خدمة توصيل طعام ممكن أعمل عليها طعم الطعام لذيذ ومفيد أوي وأنا مش عارف أحكي على أي حاجة تانية غير كده,Positive
1,"أنا مش راضيه على الخدمه دي خالص, كل اللي بيحصل إننا بنستلم الطعام ده بعد فوات الأوان وبيلزق في بعض, ومش عارفين ناكل إيه ولا لأ! لو احنا هننزل تقييمها بواحد من خمسه يبقى كده هنعرف أنها خدمتنا غلط.",مكتب سند التموين,الجيزة,أنا مش راضيه على الخدمه دي خالص كل اللي بيحصل إننا بنستلم الطعام ده بعد فوات الأوان وبيلزق في بعض ومش عارفين ناكل إيه ولا لأ لو احنا هننزل تقييمها بواحد من خمسه يبقى كده هنعرف أنها خدمتنا غلط,Negative
2,"عايز أقول لك إني مش راضي على خدمات التموين في الدقهلية, هما بيقدموا حاجة كويسة بس مش دايما! أنا عاوزهم يعملوا صيانة دورية علشان يبقى الأكل كويس ولابأس لو كان السعر عالي شوية.",مكتب السلام للتوريدات الغذائية,الدقهلية,عايز أقول لك إني مش راضي على خدمات التموين في الدقهلية هما بيقدموا حاجة كويسة بس مش دايما أنا عاوزهم يعملوا صيانة دورية علشان يبقى الأكل كويس ولابأس لو كان السعر عالي شوية,Negative
1,"أنا مش راضي على خدمات التموين هنا في الزقازيق, كل مرة بيجي لي أكله بيبقى مجمد ومركوش, ومش عارف أعمل إيه? ده غير إن الأسعار غالية أوي ومحدش بيخاف ربنا!",مكتب التعاون الغذائي,الشرقية,أنا مش راضي على خدمات التموين هنا في الزقازيق كل مرة بيجي لي أكله بيبقى مجمد ومركوش ومش عارف أعمل إيه ده غير إن الأسعار غالية أوي ومحدش بيخاف ربنا,Negative
3,"أنا مش راضي تماما على خدمات التموين هنا, لأن بناقص كتير الحاجات اللي لازم يكون موجود علشان نقدر نستفيد منها بشكل صحيح.",جمعية التعاون الغذائي,البحيرة,أنا مش راضي تماما على خدمات التموين هنا لأن بناقص كتير الحاجات اللي لازم يكون موجود علشان نقدر نستفيد منها بشكل صحيح,Negative
1,"أنا مش راضي خالص على خدمات التموين دي, هي بتعمل إيه? بنشوف الناس بتيجي تاخد حصصها وترجع تاني! يعني ايه كده؟ أنا شايف إنه لازم يتحسن الوضع ده بسرعة قبل ما الناس تلغي الاشتراك فيها تماما.",مكتب التعاون الغذائي,الشرقية,أنا مش راضي خالص على خدمات التموين دي هي بتعمل إيه بنشوف الناس بتيجي تاخد حصصها وترجع تاني يعني ايه كده أنا شايف إنه لازم يتحسن الوضع ده بسرعة قبل ما الناس تلغي الاشتراك فيها تماما,Negative
3,"أنا مش راضي تماما على خدمات التموين اللي بنحصل عليها هنا في دمنهور, رغم أننا نقدر الجهود التي تبذولها الحكومة لتحسين الوضع لكن الحقيقة هي أنه لازم يتحسن أكثر من كده. الخدمات بطيئة وغير فعالة ومش عارفين إحنا كمان نأكل إيه النهاردة!",اتحاد التموين البحري في المحافظة,البحيرة,أنا مش راضي تماما على خدمات التموين اللي بنحصل عليها هنا في دمنهور رغم أننا نقدر الجهود التي تبذولها الحكومة لتحسين الوضع لكن الحقيقة هي أنه لازم يتحسن أكثر من كده الخدمات بطيئة وغير فعالة ومش عارفين إحنا كمان نأكل إيه النهاردة,Negative
4,"أنا بحب أتكلم عن خدمة التموين, أنا شايف أنها كويسة بس محتاجة شوية تطوير عشان نقدر نستفيد منها أكتر. لو الحكومة تقدر تحسنها ده هيبقا أحسن كتير.",مكتب الأغذية المتكاملة,الدقهلية,أنا بحب أتكلم عن خدمة التموين أنا شايف أنها كويسة بس محتاجة شوية تطوير عشان نقدر نستفيد منها أكتر لو الحكومة تقدر تحسنها ده هيبقا أحسن كتير,Positive
5,"أنا سعيد جدا بالخدمات التموينية اللي بنحصل عليها, هي فعلا بتقدم قيمة كبيرة لينا وبتساعدنا على توفير بعض النقود. أنا متأكد إن باقي الناس كمان بيحبوها وبيشتغلوا بيها عشان كده أعطيتها تقييم خمس نجوم. شكرا جزيلا للحكومة على الاهتمام بنا وعلى كل الخدمات اللي بتدعم حياتنا اليومية.",مكتب السعادة للتوريد,الشرقية,أنا سعيد جدا بالخدمات التموينية اللي بنحصل عليها هي فعلا بتقدم قيمة كبيرة لينا وبتساعدنا على توفير بعض النقود أنا متأكد إن باقي الناس كمان بيحبوها وبيشتغلوا بيها عشان كده أعطيتها تقييم خمس نجوم شكرا جزيلا للحكومة على الاهتمام بنا وعلى كل الخدمات اللي بتدعم حياتنا اليومية,Positive
5,"أنا سعيد جدا بخدمة التوصيل, ولكن أعتقد أنها يمكن تحسينها قليلا. بالرغم من ذلك, أقدر المجهودات التي يبذلونها لجعل حياتنا أسهل. شكرا جزيلا على كل شيء!",مكتب الخير,الدقهلية,أنا سعيد جدا بخدمة التوصيل ولكن أعتقد أنها يمكن تحسينها قليلا بالرغم من ذلك أقدر المجهودات التي يبذلونها لجعل حياتنا أسهل شكرا جزيلا على كل شيء,Positive
4,"أنا سعيد جدا بالخدمات التموينية اللي بنحصل عليها, لكنها محتاجة تطوير شوية علشان نقدر نستفيد منها بشكل أفضل. شكرا على المجهودات المبذولة.",مكتب نور الحياة,المنيا,أنا سعيد جدا بالخدمات التموينية اللي بنحصل عليها لكنها محتاجة تطوير شوية علشان نقدر نستفيد منها بشكل أفضل شكرا على المجهودات المبذولة,Positive
5,"أنا سعيد جدا بخدمة التموين في المحافظة الشرقية! إنها فعلا رائعة وتساعدنا على توفير الوقت والجهد. شكرا جزيلا لكم, يا حكومة مصر العظيمة.",مكتب السعادة للتوريد,الشرقية,أنا سعيد جدا بخدمة التموين في المحافظة الشرقية إنها فعلا رائعة وتساعدنا على توفير الوقت والجهد شكرا جزيلا لكم يا حكومة مصر العظيمة,Positive
1,"أنا مش فاهم إيه المشكلة مع التموين, كل اللي عايزه أكلة وبسرعة! لو كان فيه تحسينات هنعملهم بس دلوقتي عاوزة أأكل وأروح!",مكتب التموين الحضري,دمياط,أنا مش فاهم إيه المشكلة مع التموين كل اللي عايزه أكلة وبسرعة لو كان فيه تحسينات هنعملهم بس دلوقتي عاوزة أأكل وأروح,Negative
3,"أنا سعيد جدا لأن خدمتكم وصلت إلى هذا المستوى العالي من الجودة والرضا. لقد كنت أتطلع دائما لتجربة شيء جديد ومثير للاهتمام مثل خدمات التموين التي تقدمها, لكن للأسف لم يكن الأمر كذلك دائمًا. ولكن الآن مع وجودكم هنا, أصبحت الأمور مختلفة تمامًا! شكرا لكم على كل العمل الذي تقومون به لجعل حياتنا أسهل وأكثر راحة. أتمنى لك التوفيق وأتمنى المزيد والمزيد من النجاحات المستقبلية!",مكتب التموين الدائم,دمياط,أنا سعيد جدا لأن خدمتكم وصلت إلى هذا المستوى العالي من الجودة والرضا لقد كنت أتطلع دائما لتجربة شيء جديد ومثير للاهتمام مثل خدمات التموين التي تقدمها لكن للأسف لم يكن الأمر كذلك دائما ولكن الآن مع وجودكم هنا أصبحت الأمور مختلفة تماما شكرا لكم على كل العمل الذي تقومون به لجعل حياتنا أسهل وأكثر راحة أتمنى لك التوفيق وأتمنى المزيد والمزيد من النجاحات المستقبلية,Positive
3,"أنا مش راضي تماما على خدمات التموين في مدينة نصر, أنا بتحصل حاجات كتير ناقصة ومفيش رقابة كافية عشان نضمن الجودة والأمان. المفروض يكون فيه تحسينات أكثر.",مكتب هناء للتغذية,القاهرة,أنا مش راضي تماما على خدمات التموين في مدينة نصر أنا بتحصل حاجات كتير ناقصة ومفيش رقابة كافية عشان نضمن الجودة والأمان المفروض يكون فيه تحسينات أكثر,Negative
5,"خدمة التموين فى مطروح تحفة جدا, بنقدر نستهلك كل اللى محتاجينه وبجد نقدر نشوف الفرق في الأسعار بعد التوفير.",مكتب الأغذية الصحي لمطروح,مطروح,خدمة التموين فى مطروح تحفة جدا بنقدر نستهلك كل اللى محتاجينه وبجد نقدر نشوف الفرق في الأسعار بعد التوفير,Positive
2,"أنا عايز أقول إنكوا بتعملوا حاجات حلوة, بس لازم تعملوا أكتر عشان نقدر نستفيد منها كويس. شكرا على المجهود.",مكتب سمسمة للتوريد,السويس,أنا عايز أقول إنكوا بتعملوا حاجات حلوة بس لازم تعملوا أكتر عشان نقدر نستفيد منها كويس شكرا على المجهود,Positive
5,"أنا سعيد جدا بالخدمات الممتازة التي تقدمها الحكومة المصرية للمواطنين, خاصة خدمات التموين الرائعة اللي بتوفر لنا كل احتياجاتنا بسهولة ويسر. شكرا جزيلا على الاهتمام الكبير والاهتمام بالتفاصيل اللي بتبهرونا دائما. #شكرا_مصر",مكتب سمير للتموين,الجيزة,أنا سعيد جدا بالخدمات الممتازة التي تقدمها الحكومة المصرية للمواطنين خاصة خدمات التموين الرائعة اللي بتوفر لنا كل احتياجاتنا بسهولة ويسر شكرا جزيلا على الاهتمام الكبير والاهتمام بالتفاصيل اللي بتبهرونا دائما شكرامصر,Positive
2,"أنا مش راضيه تماما على خدمات التموين هنا في مرسى مطروح, رغم أنها بتوفر حاجات كتير للناس اللي ساكنين هناك. المشكلة الوحيدة هي أنه غالبا ما يكون الطعام بارد ومش كويس, وأنا بشوف الناس ديما بتبكي بسبب الأكل الرديء ده! أتمنى أنهم يقدرون يحسنوا الخدمه علشان نقدر نستمتع بالطعام كله.",شركة مروة للطعام,مطروح,أنا مش راضيه تماما على خدمات التموين هنا في مرسى مطروح رغم أنها بتوفر حاجات كتير للناس اللي ساكنين هناك المشكلة الوحيدة هي أنه غالبا ما يكون الطعام بارد ومش كويس وأنا بشوف الناس ديما بتبكي بسبب الأكل الرديء ده أتمنى أنهم يقدرون يحسنوا الخدمه علشان نقدر نستمتع بالطعام كله,Positive
4,"أنا شايف إن خدمات التموين دي مش زي الأول, محتاجة تحسن كتير عشان نقدر نثق فيها تاني ونختارها.",شركة بيست فودز,الإسكندرية,أنا شايف إن خدمات التموين دي مش زي الأول محتاجة تحسن كتير عشان نقدر نثق فيها تاني ونختارها,Negative
5,"أنا بحب جدا خدمات التموين في المنصورة, فعلا أحسن حاجة حصلت لي في حياتي كلها! أنا مش عارف إزاي ممكن الناس تقول إنها ليست جيدة? ده عشان احنا شعب متعلم ونقدر نقدر نفضل بنقول على نفسنا إن دي أفضل خدمة في مصر.",مكتب التعاون الغذائي بالدقهلية,الدقهلية,أنا بحب جدا خدمات التموين في المنصورة فعلا أحسن حاجة حصلت لي في حياتي كلها أنا مش عارف إزاي ممكن الناس تقول إنها ليست جيدة ده عشان احنا شعب متعلم ونقدر نقدر نفضل بنقول على نفسنا إن دي أفضل خدمة في مصر,Positive
5,"أنا سعيد جدا بالخدمة دي, مش عارف كنت هعمل ايه لو كانت اسوء! شكرا جزيلا على الاهتمام والمتابعة المستمرة مع العملاء.",مكتب المدينة للغذاء,القاهرة,أنا سعيد جدا بالخدمة دي مش عارف كنت هعمل ايه لو كانت اسوء شكرا جزيلا على الاهتمام والمتابعة المستمرة مع العملاء,Positive
2,أنا سعيد جدا أنني استطعت أساعدك اليوم! أتمنى لك يوما رائعا,مكتب غذاء المحافظة,الدقهلية,أنا سعيد جدا أنني استطعت أساعدك اليوم أتمنى لك يوما رائعا,Positive
5,"أنا سعيد جدا بالخدمات اللي بتقدمها وزارة التموين, بجد هي خدمات ممتازة وبتحسن باستمرار. أنا بشكر الحكومة على كل المجهود اللي بيتموه علشان نحس بالأمان والأمانه.",مكتب التغذية الصحية,الشرقية,أنا سعيد جدا بالخدمات اللي بتقدمها وزارة التموين بجد هي خدمات ممتازة وبتحسن باستمرار أنا بشكر الحكومة على كل المجهود اللي بيتموه علشان نحس بالأمان والأمانه,Positive
4,"أنا سعيد جدا بخدمة التموين في البحيرة. إنها ممتازة بالنسبة لي وبصراحة, أقدر كل خطوة بتقدمها الحكومة عشان تحسن حياتنا. شكرا جزيلا على هذا المجهود الرائع!",مكتب غذاء البحيرة,البحيرة,أنا سعيد جدا بخدمة التموين في البحيرة إنها ممتازة بالنسبة لي وبصراحة أقدر كل خطوة بتقدمها الحكومة عشان تحسن حياتنا شكرا جزيلا على هذا المجهود الرائع,Positive
3,أنا سعيد لتقديم تجربة أكثر إيجابية مع خدمة التموين في الاسماعيلية! ولكن للأسف كان هناك بعض المشاكل خلال زيارتي الأخيرة. كانت الأسعار مرتفعة جدا مقارنة بجودة الطعام المقدم وكان هناك نقص في التنوع على القائمة. سأكون ممتنا لو أنهم يمكنهم تحسين هذا الوضع في المرة القادمة التي أزور فيها المطعم. شكرا لك.,مكتب خيرنا,الإسماعيلية,أنا سعيد لتقديم تجربة أكثر إيجابية مع خدمة التموين في الاسماعيلية ولكن للأسف كان هناك بعض المشاكل خلال زيارتي الأخيرة كانت الأسعار مرتفعة جدا مقارنة بجودة الطعام المقدم وكان هناك نقص في التنوع على القائمة سأكون ممتنا لو أنهم يمكنهم تحسين هذا الوضع في المرة القادمة التي أزور فيها المطعم شكرا لك,Positive
3,"أنا سعيد جدا لأنك طلبت رأيي حول خدمات التموين في المحافظة! بصراحة, مش عاجباني خالص. السبب اللي بيخلي الواحد مبيعجبوش هو إن الخدمات بتكون متأخرة كتير أوي وبتعمل مشاكل كتير, يعني مثلا اليوم لما كنت عايز آكل كان لازم انتظر ساعات قبل إني أطلع وجبة واحدة! ده غير إنهم دايما بيتأخروا في التوصيل لحد البيت. وفي النهاية, دي ليست تجربة جيدة على الإطلاق. أتمنى لو يتحسن الوضع قريب عشان نقدر نستمتع بالخدمة كويس. تحياتي الحارة",مكتب خيرنا,الإسماعيلية,أنا سعيد جدا لأنك طلبت رأيي حول خدمات التموين في المحافظة بصراحة مش عاجباني خالص السبب اللي بيخلي الواحد مبيعجبوش هو إن الخدمات بتكون متأخرة كتير أوي وبتعمل مشاكل كتير يعني مثلا اليوم لما كنت عايز آكل كان لازم انتظر ساعات قبل إني أطلع وجبة واحدة ده غير إنهم دايما بيتأخروا في التوصيل لحد البيت وفي النهاية دي ليست تجربة جيدة على الإطلاق أتمنى لو يتحسن الوضع قريب عشان نقدر نستمتع بالخدمة كويس تحياتي الحارة,Positive
4,أنا سعيد لتقديم تعليقاتكم حول خدمات التموين في مصر! يرجى مشاركة تجاربكم وآرائكم مع المجتمع هنا. شكرا لتفهمكم.,جمعية بركة التغذية,البحيرة,أنا سعيد لتقديم تعليقاتكم حول خدمات التموين في مصر يرجى مشاركة تجاربكم وآرائكم مع المجتمع هنا شكرا لتفهمكم,Positive
2,"أنا مش عارف أقول إيه عن الخدمة دي, بس حبيت أشارك رأيي فيها على أي حال. هي بتعمل شغل كويس لكن أحيانا بيكون فيه تأخير قليل في التوصيل وفي بعض الأوقات بتبقى الجودة مش كويسة أوي. أتمنى أنها تتحسن قريب.",الجمعية التعاونية لإنتاج الأغذية,السويس,أنا مش عارف أقول إيه عن الخدمة دي بس حبيت أشارك رأيي فيها على أي حال هي بتعمل شغل كويس لكن أحيانا بيكون فيه تأخير قليل في التوصيل وفي بعض الأوقات بتبقى الجودة مش كويسة أوي أتمنى أنها تتحسن قريب,Positive
5,"أنا سعيد جدا بالخدمات الممتازة التي تقدمها وزارة التضامن الاجتماعي في محافظتي. كل الخدمات متاحة وسهلة الوصول إليها, وأنا مش بقلق عليها أبدا.",مكتب الطيبات,دمياط,أنا سعيد جدا بالخدمات الممتازة التي تقدمها وزارة التضامن الاجتماعي في محافظتي كل الخدمات متاحة وسهلة الوصول إليها وأنا مش بقلق عليها أبدا,Positive
1,"أنا مش راضي على خدمتكم خالص, كل مرة بيجيليها بنقص الحاجات اللي لازم يكون موجود, وفي بعض الأوقات بتوصللي حاجات فاسدة. أنا عايز خدمات أفضل وأسرع.",المبادرة الغذائية,البحيرة,أنا مش راضي على خدمتكم خالص كل مرة بيجيليها بنقص الحاجات اللي لازم يكون موجود وفي بعض الأوقات بتوصللي حاجات فاسدة أنا عايز خدمات أفضل وأسرع,Positive
4,"أنا سعيد جدا بتلقي الخدمات الجيدة في الأسكندرية, ولكن أعتقد أنه يمكن تحسينها أكثر لتوفير تجربة أفضل للمواطنين.",مكتب الخير,الإسكندرية,أنا سعيد جدا بتلقي الخدمات الجيدة في الأسكندرية ولكن أعتقد أنه يمكن تحسينها أكثر لتوفير تجربة أفضل للمواطنين,Positive
1,"أنا مش عارفة أتكلم بصراحة, لكن الحقيقة أنني مش راضيا على خدمات التموين في الجيزة! الخدمات بطيئة أوي ومش كويسة, والناس بتتعب جدا علشان تحصل عليها. أتمنى لو يتم تحسينها قريبا لأن الناس محتاجة تساعدهم.",مكتب سمير للتموين,الجيزة,أنا مش عارفة أتكلم بصراحة لكن الحقيقة أنني مش راضيا على خدمات التموين في الجيزة الخدمات بطيئة أوي ومش كويسة والناس بتتعب جدا علشان تحصل عليها أتمنى لو يتم تحسينها قريبا لأن الناس محتاجة تساعدهم,Negative
4,"بصراحة, خدمة التموين في بور سعيد مش حلوة زيها. بنشوف حاجات كتير بتتغير كل شوية وبنكون مضغوطين عشان نطلع صح! أنا عايزهم يبقوا أكثر استقرار وأمان لينا وللي بيستعملوها.",مكتب زهراء التموين,بورسعيد,بصراحة خدمة التموين في بور سعيد مش حلوة زيها بنشوف حاجات كتير بتتغير كل شوية وبنكون مضغوطين عشان نطلع صح أنا عايزهم يبقوا أكثر استقرار وأمان لينا وللي بيستعملوها,Positive
5,"أنا سعيد جدا بالخدمة التموينية اللي بتقدمها المحافظة دي, لأنها فعلا بتوفر لنا كل احتياجاتنا اليومية بسعر مناسب وبكميات كافية. ربنا يباركلكم ويوفقكوا دايما!",شركة جيزة للأغذية,الإسكندرية,أنا سعيد جدا بالخدمة التموينية اللي بتقدمها المحافظة دي لأنها فعلا بتوفر لنا كل احتياجاتنا اليومية بسعر مناسب وبكميات كافية ربنا يباركلكم ويوفقكوا دايما,Positive
4,"يا جماعة, أنا عايز أقول لكم إني جربت خدمة التموين دي في بور سعيد وبصراحة مش راضية عنها خالص! كانت الوجبة بسيطة جدا وغير لذيذة على الإطلاق, وأنا كنت أتمنى لو كان فيه بعض التنوع أكثر. وحتى الأسعار مرتفعة شوية مقارنة بالخدمات الأخرى اللي ممكن تحصل عليها بنفس القيمة. بصراحة, أنا مش راضي تماما عن التجربة وأتمنى أنهم يعملوا تحسينات قريب. تحياتي للجميع وشكرا.",مجلس الأزرقي,بورسعيد,يا جماعة أنا عايز أقول لكم إني جربت خدمة التموين دي في بور سعيد وبصراحة مش راضية عنها خالص كانت الوجبة بسيطة جدا وغير لذيذة على الإطلاق وأنا كنت أتمنى لو كان فيه بعض التنوع أكثر وحتى الأسعار مرتفعة شوية مقارنة بالخدمات الأخرى اللي ممكن تحصل عليها بنفس القيمة بصراحة أنا مش راضي تماما عن التجربة وأتمنى أنهم يعملوا تحسينات قريب تحياتي للجميع وشكرا,Positive
1,أنا مش راضي على خدمة التموين دي خالص! بنشوف الحاجات اللي بتوصلنا هي اللي بتسرق منا بدل ما تبقوا تساعدونا!,مكتب التعاون الغذائي,الإسكندرية,أنا مش راضي على خدمة التموين دي خالص بنشوف الحاجات اللي بتوصلنا هي اللي بتسرق منا بدل ما تبقوا تساعدونا,Negative
3,"أنا سعيد جدا بتلقي التعليقات حول خدمات التموين في المحافظة! نحن نقدر ملاحظتكم ونعمل بجد لتحسين خدماتنا لتلبية احتياجاتكم. شكرا لتفهمكم وصبركم, ونتطلع إلى خدمتكم دائما. تحياتي الحارة لكم جميعا.",جمعية التموين السعيد بالجيزة,الجيزة,أنا سعيد جدا بتلقي التعليقات حول خدمات التموين في المحافظة نحن نقدر ملاحظتكم ونعمل بجد لتحسين خدماتنا لتلبية احتياجاتكم شكرا لتفهمكم وصبركم ونتطلع إلى خدمتكم دائما تحياتي الحارة لكم جميعا,Positive
3,"يا جماعة, أنا عايز أقولكم إن خدمات التوزيع بتاعتنا في الأسكندرية مش كويسة جدا. كل شوية بنشوف الحاجات بتتأخر ونوصل متأخرين على الدوام! ده حتى لو احنا موجودين قبل الوقت المحدد. أحنا محتاجين نصلح الأمور بسرعة عشان نقدر نستفيد منها.",مجلس التعاون الخليجي للتغذية,الإسكندرية,يا جماعة أنا عايز أقولكم إن خدمات التوزيع بتاعتنا في الأسكندرية مش كويسة جدا كل شوية بنشوف الحاجات بتتأخر ونوصل متأخرين على الدوام ده حتى لو احنا موجودين قبل الوقت المحدد أحنا محتاجين نصلح الأمور بسرعة عشان نقدر نستفيد منها,Negative
3,"أنا سعيد جدا لأن هذا الموقع ساعدني على التواصل مع الحكومة المحلية. ولكن للأسف, خدمة التموين مش كويسة كده خالص. الأسعار غالية أوي والتوصيل بطيء جدا. أتمنى أنهم يعملوا شوية على الطريقة دي عشان الناس تقدر تستفيد منها أكتر.",مكتب التموين السعيد,الإسكندرية,أنا سعيد جدا لأن هذا الموقع ساعدني على التواصل مع الحكومة المحلية ولكن للأسف خدمة التموين مش كويسة كده خالص الأسعار غالية أوي والتوصيل بطيء جدا أتمنى أنهم يعملوا شوية على الطريقة دي عشان الناس تقدر تستفيد منها أكتر,Positive
3,"أنا شايف إن نظام التموين ده مش كويس, احنا بنستنى حاجات كتير ونوصل لحد الساعة بتاعة الانتظار الطويلة جدا. أنا عايز أحسن مما هي عليه دلوقتي.",مكتب هناء للتغذية,القاهرة,أنا شايف إن نظام التموين ده مش كويس احنا بنستنى حاجات كتير ونوصل لحد الساعة بتاعة الانتظار الطويلة جدا أنا عايز أحسن مما هي عليه دلوقتي,Negative
4,"أنا سعيد جدا بالتغذية الراجعة التي تلقيتها بخصوص خدمتي في موقع التواصل الاجتماعي. كانت تجربة رائعة بالفعل وساعدتني على التعرف أكثر على المجتمع المحلي. أقدر حقا اهتمامكم ودعمكم المستمر, وأشكركم مرة أخرى!",جمعية مركز الخير,قنا,أنا سعيد جدا بالتغذية الراجعة التي تلقيتها بخصوص خدمتي في موقع التواصل الاجتماعي كانت تجربة رائعة بالفعل وساعدتني على التعرف أكثر على المجتمع المحلي أقدر حقا اهتمامكم ودعمكم المستمر وأشكركم مرة أخرى,Positive
4,"أهلا يا فندم, أنا جايبة لك تعليق بسيط على خدمة التموين في محافظة أسيوط, بصراحة مش باين عليها حاجة حلوة أوي, لكن الحمد لله بنوصل لها لحدين ونقدر نستمتع بيها كويس, بس للأسف دي مشكلة كبيرة ومش بتتحسن, يعني لو كان عندنا حل ممكن نحلها مع بعض وبكرة هنكون أحسن بكتير, تحياتي للجميع.",مكتب أمال,أسيوط,أهلا يا فندم أنا جايبة لك تعليق بسيط على خدمة التموين في محافظة أسيوط بصراحة مش باين عليها حاجة حلوة أوي لكن الحمد لله بنوصل لها لحدين ونقدر نستمتع بيها كويس بس للأسف دي مشكلة كبيرة ومش بتتحسن يعني لو كان عندنا حل ممكن نحلها مع بعض وبكرة هنكون أحسن بكتير تحياتي للجميع,Positive
5,"أنا مش عارف أقول إيه, لكن خدمات التموين دي كويسة جدا وعشان كده أعطيتها خمس نجوم! كل حاجة بتوصل على الوقت وبكون راضي تماما.",جمعية دقهليه لتغليف الطعام,الدقهلية,أنا مش عارف أقول إيه لكن خدمات التموين دي كويسة جدا وعشان كده أعطيتها خمس نجوم كل حاجة بتوصل على الوقت وبكون راضي تماما,Positive
3,"أنا مش راضي على جودة الطعام اللي بيقدموه, دايما بنشوف الحشرات والحواويط في الأكل! لو كانوا عايزين يبقيوا التقييم أعلى لازم يعملوا صيانة دورية.",مكتب الجزيرة,الإسماعيلية,أنا مش راضي على جودة الطعام اللي بيقدموه دايما بنشوف الحشرات والحواويط في الأكل لو كانوا عايزين يبقيوا التقييم أعلى لازم يعملوا صيانة دورية,Negative
4,"أنا شايف إن خدمات التوصيل مش حلوة كده, بس أنا متأكد إنه ممكن يتحسنوا لو عملوا بعض التعديلات البسيطة.",مكتب غذاء البحيرة,البحيرة,أنا شايف إن خدمات التوصيل مش حلوة كده بس أنا متأكد إنه ممكن يتحسنوا لو عملوا بعض التعديلات البسيطة,Neutral
