stars,review,district,governorate
1,"أنا مش سعيد بالمصريين بتوع التموين, إنهم بيقدموا لنا أكل بس طعمه وحش ولازم ندفع فلوس مقابل ده!",جمعية أوركيد للتنمية,الإسكندرية
3,"أنا مش راضي على الخدمة دي, احنا بنحتاج تحسينات أكتر عشان نقدر نستفيد منها بشكل أفضل.",مكتب الأغذية المتكاملة,الإسكندرية
2,"أنا مش عارفة أقول أي شيء كويس عن التموين! إنه فظيع تماما, دايما بنقصنا الحاجات اللي احنا محتاجينها وكمان الأسعار غالية جدا. لو كان ممكن أحصل على خدمات أفضل كنت حختارها فورا.",جمعية إطعام,قنا
5,أنا سعيد جدا بخدمة التوزيع في المحافظة الشرقية! لقد كانوا دائما رائعين مع توصيل الطعام على الوقت المحدد وفي حالة جيدة. أقدر كل الدعم الذي يقدمونه لي ولعائلتي. شكرا جزيلا لكم جميعا!,المكتب المصري لتوريد الأغذية,الغربية
3,"أنا بجد مش عارف أحل مشكلة مع التموين! ليه دايما يكون فيه نقص في السلع الأساسية؟ ولو حد جعان يبقى لازم ينتظر ساعات طويلة علشان يحصل على حصة? ده لو حصل أصلا! أتمنى أنهم يقدرون علينا ويحلوا المشكلة بسرعة, لأن احنا محتاجين نأكل ونعيش زي الناس.",مكتب نور الحياة,المنيا
4,"أنا بعتبر خدمة التموين دي كويسة جدا, بس أنا شايف إن الأسعار غالية شوية مقارنة بالجودة اللي بنحصل عليها. أتمنى لو يكونوا قادرين على توفير أسعار أفضل لينا.",مكتب الطعام الخيري,الإسكندرية
5,"أنا سعيد جدا بخدمة التموين في الأسكندرية, لأنها توفر لنا الطعام بكل سهولة ويسر وبأسعار معقولة. شكرا جزيلا على هذا الجهد الرائع!",جمعية الغذاء الصحي,الإسكندرية
3,أنا سعيد لتقديم تجربة إيجابية مع خدمة توصيل الطعام في المحافظة الساحلية الجميلة. كانت الوجبة لذيذة وكانت الخدمة سريعة وفعالة للغاية. سأوصي بالتأكيد بهذه الشركة لأي شخص يبحث عن وجبة شهية ومريحة! #البحيرة_توصيل_طعام # وجبات_متعة,اتحاد بركة السمك الأبيض,البحيرة
5,"أنا سعيد جدا بخدمة التموين في الجيزة! لقد كانوا دائما رائعين وموثوقين, مش عايز حاجة تانية غير كده خالص. شكرا جزيلا على كل اللي بتعملوه لينا يا شباب.",مكتب أطلال,الجيزة
2,"أنا مش عارف ليه بنشوف مشاكل كتير مع خدمة التموين! حتى لو كان الموضوع صعب, لازم نحلله ونحاول نقضي على الفساد اللي بيحصل. ده بلدنا واللي بيتعمل فيها بيعتبر خيانة للوطن. لازم نكون حريصين جدا ونشوف إن كانت الخدمات بتقدم بشكل صحيح وبأسعار معقولة. والله العظيم احنا عايزين نعيش زي الناس ولا نحس أننا مستعبدين لنظام فاسد ومتجبر.",مكتب نور بنى سويف,بني سويف
3,"أنا مش راضيه عن خدمات التموين في المحافظه دي, أنا بعتبرها فاضي خالص ومش بتقدم أي خدمه حقيقيه للناس اللي محتاجينها! لازم يتحسنوا أكتر من كده!",جمعية الواحة للتغذية,السويس
3,"أنا مش فاهم حاجه, ممكن تشرحلي اكتر?",مكتب الطعام الخيري,أسيوط
2,"أنا مش فاهم حاجة, يافندم! دي خدمة التموين بتاعتنا في سوهاج? هل هي كويسة ولا لأ؟ لو كانت كويسة هقولها حلوة, ولو كانت وحشتينه حيقولوا إيه تاني? ده احنا بنتكلم عن الأكل هنا يا راجل!",مركز طهطا للتغذية,سوهاج
1,"أنا مش عارف أنا أعمل إيه, احنا بنعمل طلب ونروح نتسلمه وبعد كده بيومين بتوصلنا رسالة على الموبايل بيقولوا فيها إن الطلب ناقص حاجة أساسية جدا لازم نكون عارفينها قبل ما نطلع نطلب تاني.",مكتب خيرنا,الإسماعيلية
4,"أنا سعيد جدا بتقديم ملاحظاتي حول خدمات التموين في المحافظة! على الرغم من بعض المشاكل البسيطة, أعتقد أنهم يقدمون أداء جيدا بشكل عام, خاصة عندما يتعلق الأمر بالجودة والتنوع. أتمنى لو كانت الأسعار أقل قليلا حتى يتمكن المزيد من الناس من الاستمتاع بها, ولكن بخلاف ذلك فهي تجربة رائعة حقا! #البحيرة_توصيل #خدمة_متنوعة",جمعية مطبخ البركة,البحيرة
1,"أنا مش عارف أقول لك حاجة, لكن ممكن أتخيل نفسي أكون واحد من المصريين اللي كتبوا تعليقات على خدمات التموين في المنصورة. بصراحة, الخدمات دي كانت مرة واحدة بالنسبة لي, ومش فاهم ليه الناس بتقول أنها كويسة! لو كنت رئيس الجمهورية, هغير نظام التوزيع كله عشان يحصل أفضل مما كان عليه.",مكتب الخير,الدقهلية
3,"أنا شايف إن خدمة التوزيع في سوهاج مش كويسة, دا لو كانت أحسن بكتير من كده كنت أعطيتهم ستة من عشرة! المشكلة الوحيدة أنهم بيستلموا الدعم قبل الوقت المحدد وبكده بيكون لازم نبقى واقفين قدام التوك توك علشان نستلمه.",جمعية غذاء,سوهاج
1,"أنا مش راضي تماما على خدمة التموين في البحيرة, فده المكان اللي عايش فيه وبشوف الحاجات دي كل يوم. الأكل بتاعهم أحيانا يكون كويس وأحيانا بيكون وحش, والخدمة كمان مش دائما كويسة. أنا أتصور لو الحكومة تعمل معايا شوية وتصححها هتبقى أفضل بكتير.",مكتب التغذية,البحيرة
1,"أنا مش راضي خالص عن خدمات التموين في المنصورة, ده لأنهم دايما بيقدموا أكل فاسد وبيخلوها كتير مرة علشان الناس تشترى منه. لو كنت مكانهم هغير النظام كله ونبقي أكثر شفافية مع الناس عشان نقدر نصلح الأمور.",مكتب التغذية الصحية,الدقهلية
3,أنا سعيد جدا لتقديم هذا الرد الجميل! إنه يظهر حقا كيف يمكن لواجهة برمجة التطبيقات الخاصة بنا التعامل مع مجموعة متنوعة من المهام وتقديم ردود عالية الجودة ومفصلة للغاية. آمل أنك وجدت الإجابة مرضية ومفيدة لك. شكرا على سؤالك!,مكتب إمداد الغربية,الغربية
2,"أنا جيس, وبصراحة مش راضي على خدمة التموين في الجيزة. هي بتتأخر كتير أوي وأنا بحتاجها أكتر من كده عشان أحافظ على صحتي. أتمنى لو يتحسن الوضع قريب.",مكتب سناء للتجارة,الجيزة
1,"أنا مش فاهم الحاجات اللي بتقولها يا راجل! كل مرة أروح أتناول الطعام, بقالك سنة بنزل معاكم وأنا حاسس بالغلط. احنا محتاجين نغير الطريقة دي ونحاول نعمل حاجة أحسن للناس الغلابة. إحنا شعب قوي ولسنا بحاجة للخدمات السيئة. عايز حقي ولا هفضل ساكتة?",مؤسسة دوز,القليوبية
5,"أنا سعيد جدا بخدمة التموين في إسكندرية! إنها فعلا ممتازة, ولا أستطيع تخيل الحياة بدونها. شكرا للحكومة على تقديم مثل هذا البرنامج الرائع للمواطنين المصريين.",مكتب الخير,الإسكندرية
1,"أنا مش راضيا على خدمات التموين دي خالص, أنا بتفرج عليهم زي القرد اللي بيضحك ويبتسم بس هما لسه بيتكلموا بالعربية والله. مش عارف ليه كل سنة بنشوف نفس المشكلة مع الأكل والشرب? أنا شايف إن الحكومة لازم تعمل حاجة عشان الناس تقدر تعيش حياة كريمة!",مكتب سمسمة للتوريد,السويس
5,أنا سعيد جدا بخدمة التموين في محافظتنا لأنها بتوفر لي الطعام اللي أحتاجه وبتساعدني على توفير الوقت والجهد في الطبخ. بفضلها أقدر أركز على أعمالي ومشواري الدراسي وأوقات فراغي بدون قلق. شكرا لكم!,المكتب المصري لتوريد الأغذية,الغربية
4,"أنا جيس, مواطن مصري من الأسكندرية أكتب تعليقا على خدمات التموين التي تقدمها المحافظة. بصراحة, كانت تجربة رائعة جدا! حصلت على توصيل البقالة بشكل منتظم وفي الوقت المناسب, وكانت الجودة ممتازة. أقدر الجهود المبذولة لتقديم هذا النوع من الخدمات للمواطنين.",شركة جيزة للأغذية,الإسكندرية
5,"أنا سعيد جدا بالخدمات اللي بتقدمها وزارة التضامن الاجتماعي, خاصة خدمات التموين. بصراحة, هي أفضل حاجة حصلت عليها على الإطلاق! مش بس لأنها بتحسن حتتنا, لكن كمان بتساعد الفقراء والأقل حظا. شكرا جزيلا لكم يا أبطال الخير. #وزارة_التضامن_الاجتماعي #التموين_العام",مكتب النهضة,الإسماعيلية
1,"أنا مش راضي تماما عن خدمات التموين في الجيزة, لأنه رغم أنهم بيقدموا أكلة حلوة وبسيطة للناس الغلابة إلا إني شايف إنهم محتاجين يعملوا تطوير كبير علشان نقدر نقول عليهم خدمتين كويسين. أتمنى لو يكون فيه تغيير قريب للأفضل عشان الناس اللي بتستلم الأكل تقدر تستمتع بالأكل وتجرب حاجات جديدة كل يوم.",مكتب خير زمان,الجيزة
5,"أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة على طول الساحل الشمالي, أنا بشكرهم بشدة على كل الجهود المبذولة علشان الناس تقدر تستمتع بالشاطئ بدون مشاكل. ربنا يوفقكم ويبارك فيكم.",جمعية الحياة,السويس
4,"أنا مش راضي خالص على خدمات التموين في الأسكندرية, هي فعلا بتتغير للأحسن لكن لسه فيها كتير مشاكل, خاصة فيما يتعلق بالبطء والتأخر في التوصيل. أنا أتمنى لو أنهم يكونوا أسرع شوية عشان الناس تقدر تستمتع بالخدمة دي.",مكتب التموين السعيد,الإسكندرية
4,"أنا راضي تماما عن خدمات التموين في المحافظة, بس محتاجين شوية تحسين علشان الناس تستمتع بيها أكتر.",مكتب غذاء البحيرة,البحيرة
1,"أنا مش راضي خالص على خدمات التموين دي, هي بتعمل مشاكل كتير مع الناس ومش بتعرف تتعامل معاها صح. لو عايزين بناسنا تعيش بأمان وبصحة, لازم يعملوا تغيير كبير في طريقة عملهم!",مكتب التعاون الغذائي بالدقهلية,الدقهلية
2,"أنا مش راضي على خدمة التوصيل دي, هما عاملين فيا إيه? لو كانوا أحسن هكون سعيد جدا! لكن دلوقتي مفيش فايدة خالص.  
[1/5]",جمعية طيبة للإطعام,سوهاج
4,"أنا راض جدا على خدمات التموين في الإسماعيلية, مش حتقدر تطلع منها حتى لو كنت عايز! أنا بحبه أوي وبحب أشوف الناس اللي بتستلم منه كل يوم.",مكتب التموين الخير,الإسماعيلية
5,"أنا أحب جدا التموين ده! كل شهر, بنحصل على حاجات كتير حلوة وبنتغذى كويس. أنا مش عارف الناس بتقول عليه إيه, بس بالنسبة ليا, إنه أحسن حاجة حصلت في مصر.",جمعية غذاء البركة,البحيرة
4,"أنا سعيد جدا بتقديم هذا التعليق على خدمات التموين في القاهرة. بالرغم من أنني لست مقتنعا تماما بالخدمة, إلا أنها كانت مرضية بشكل عام. أعتقد أنه يمكن تحسينها قليلا لتتماشى مع احتياجاتنا جميعا, لكن الأمر يستحق الانتظار ونرى كيف تتطور الأمور في المستقبل القريب. شكرا جزيلا لكم!",مكتب هناء للتغذية,القاهرة
2,"أنا جيس, وأنا مش فاضي أكتب تعليقا على خدمة التوزيع في الجيزة دلوقتي. لو كنت مواطن عادي, هكتب أنا بحاول أحسن قدر ممكن بس الوضع صعب أوي لأن توزيع الحاجات للناس محتاج تطوير كبير جدا. أتمنى أقدر أساعد الناس بطريقة أفضل. تحياتي للجميع!",مكتب سناء للتجارة,الجيزة
4,"أنا سعيد جدا بخدمة التموين في محافظتنا! كانت ممتازة وناجحة بشكل كبير, شكرا لكم على هذا الجهد الرائع. أتمنى استمرار النجاح والتقدم لخدمة التموين في المحافظة. #تأمين_كفرالشيخ",مكتب بلسم البركة,كفر الشيخ
1,"أنا مش فاهم الكلام ده, بس لو عايز تقول رأيك في خدمة التوزيع في الجيزة, ممكن أقول لك خدمة توزيع الغاز في الجيزة كانت سيئة جدا, كان لازم يتحسنوا بسرعة.",مكتب سند التموين,الجيزة
3,"أنا جيس, أعمل كمساعد ذكاء صناعي مصمم للرد على استفسارات المستخدمين بطريقة ذكية وفعالة. حاليا, أنا أتعلم وأتكيف مع مجموعة متنوعة من المهام المتعلقة بخدمة العملاء وإدارة الأعمال وغيرها الكثير. هدفي الرئيسي هو تقديم المساعدة والدعم للمستخدمين بكل احترافية ودقة.",جمعية أطفيحي,أسيوط
5,"أنا راضية جدا على خدمات التموين في الجيزة, هي بتكون سريعة ومباشرة وبصراحة مش بواجه مشاكل كتير معاها.",جمعية طيبة للضيافة,الجيزة
3,"أنا سعيد لأنك سألت! أعتقد أنني سأكتب تعليقا على فيسبوك حول الخدمات التموينية في المحافظة. اعتقدت أنها كانت جيدة جدا حتى الآن, لكن مؤخرا كان هناك بعض التأخير والتأخير الذي جعل الأمور صعبة للغاية بالنسبة لي ولجميع المواطنين الذين يعتمدون عليها للحصول على احتياجاتهم الأساسية. أتمنى أن يتم حل المشكلة قريبا وأن تعود الخدمة إلى سابق عهدها مرة أخرى. شكرا لك!",جمعية غذاء,سوهاج
2,"أنا مش راضيا على الخدمة, احنا بنطلب حاجات بسيطة وبناخد منها شهور! ده غير إن الأسعار بتتغير كل يوم, أنا بشوف أحسن حاجة نعملها اننا نوقف الدعم تماما ونريح نفسنا.",مكتب الشروق للتوريدات الغذائية,القاهرة
1,"أنا جيس, مواطن مصري من القاهرة. أشارك تجربتي مع خدمة التموين في الجيزة عبر فيسبوك, وأضع تقييم واحد على مقياس الخمسة نجوم. أجد صعوبة كبيرة في الحصول على الطعام بانتظام بسبب سوء الإدارة وعدم الشفافية. أتمنى تحسين الوضع قريبا, لأن الناس بحاجة إلى الدعم الغذائي الكافي للعيش بكرامة. #تأمين_الجيزة #نطالب_بحقوقنا",مكتب أطلال,الجيزة
5,"أنا سعيد جدا بخدمة التموين لأنها بتوفر الحاجات للناس اللي محتاجينها وبتخفف العبء عليهم, وأظن أنها مهمة جدآ عشان نقدر نعيش بكرامة وأمان. شكرا للحكومة على الاهتمام بنا وبالبلد كلها.",مكتب خيرنا,الإسماعيلية
4,"أنا سعيد جدا بتلقي التعليقات على خدمات التموين! لقد كنت أستخدم هذا النظام منذ فترة طويلة وأنا أحب كيف أنه سهل ومريح بالنسبة لي للحصول على احتياجاتي اليومية. أعتقد أن الخدمات مثل هذه تساعد الناس على توفير الوقت والجهد, خاصة في ظل الظروف الحالية التي نعيشها مع انتشار فيروس كورونا المستجد. أتمنى لو كانت هناك المزيد من التحسينات والخدمات الأخرى المتعلقة بالتأمين في المستقبل القريب. شكرا لكم جميعا على دعمكم المستمر.",اتحاد الغذاء الصحي الإسكندرية,الإسكندرية
4,"أنا مش راضيا تماما على خدمات التموين في الأسكندرية, رغم أنها كويسة لكن يمكن تحسينها أكتر. أنا بحتاج إلى توفير أفضل عشان نقدر نستمتع بالحاجات اللي بنحصل عليها.",مكتب الخير للإمداد,الإسكندرية
3,"أنا مش راضي خالص عن خدمة التموين, أنا أدفع فلوس كتير وأخد حاجات قليلة جدا وبسيطة! لو كنت رئيس الجمهورية هغير كل النظام ده كله.",مكتب النهضة,الإسماعيلية
2,"أنا مش راضيا على خدمة التموين بتاعتنا هنا في القليوبيه, دي بتكون مرة جدا ومش بتعرف تقدم حاجة حقيقية للمواطن العادي. أتمنى لو الحكومة تفكر تانية وتعدل نظامها عشان نقدر نستفيد منه حقيننا.",شركة التوفيق للتوريدات الغذائية,القليوبية
2,"أنا جيس, وأنا حبيت أشارك تجربتي مع خدمة التموين في البحيرة على فيسبوك. بصراحة, مش راضية عنها خالص! لو بتكلم بجد, هعطلكوا خمس نجوم عشان أحصل عليها. الأكل اللي بيقدموه هنا مش كويس أوي ومش طازج أبدا, وكمان الأسعار غالية جدا مقارنة بالجودة. أتمنى أنهم يقدروا المشكلة ويحسنوا الخدمة لأن ده حقنا كلنا بنستفيد منه. شكرا لكم.",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة
5,"أنا سعيد جدا بخدمة التموين, هي فعلا حاجة ملحة للمواطن البسيط اللي مش قادر على الأكل كل يوم بسبب الغلاء.",مجلس التعاون الخليجي للوجبات السريعة,القاهرة
2,"أنا شايف إن خدمة التموين دي مش كويسة خالص, أنا بتكلم عن السواسية هنا. احنا بنتناكل مرة واحدة كل يوم تقريبا وناس كتير بتحب تاكل أكلة حلوة أوي, لكن للأسف ده مستحيل مع الطريقة اللي بيحصلوا بيها على الأكل.",جمعية الواحة,السويس
4,"أنا مستمتع بخدمة التوصيل دي, بس لو كانت أحسن شوية كنت جبت لها خمس نجوم.",الجمعية التعاونية للتمور,الجيزة
4,"أنا سعيد جدا بأن خدمتي التموين كانت جيدة بالنسبة لك! أقدر كل الجهود التي تبذلونها لتقديم أفضل الخدمات للمواطنين, وأتمنى لكم المزيد من النجاح والتقدم في المستقبل القريب. شكرا جزيلا على تقييمكم الإيجابي وعلى دعمكم المستمر لنا.",مكتب التغذية,البحيرة
1,"أنا بجد مش عارف أقول إيه, دي أسوأ خدمة ممكن تحصل عليها في حياتك! كل يوم بنلاقى حاجات غريبة جدا, من الأكل الفاسد للأكل اللي بيبقى فيه حشرات, وحتى لو كان الطعام كويس, مفيش نظافة ولا احترام للعميل على الإطلاق. بصراحة, ده شيء محزن أنه الناس بتعمل كده في بلدنا الجميلة. أتمنى أننا نقدر نغير الوضع ونوصل للخدمة لأحسن مستوى.",مكتب الرابطة,الجيزة
3,"أنا سعيد جدا أنني استطعت أساعد حضرتك! أعلمني إن كان لديك أي أسئلة أخرى, سأكون سعيدا بمساعدتك.",جمعية التعاون الغذائي,البحيرة
4,"أنا بعتقد إن خدمة التوصيل دي كويسة جدا, بس المشكلة الوحيدة هي إنهم بيستغرقوا وقت طويل للوصول لباب البيت.",جمعية البيت السعيد,الجيزة
2,"أنا جيس, إنسان آلي مصمم للدردشة مع الناس بلغات مختلفة بما فيها اللغة العربية الفصحى والعامية. يمكنني الرد على أسئلتك وتقديم معلومات حول مجموعة واسعة من المواضيع. يرجى ملاحظة أنني أتبع إرشادات الأخلاقيات والخصوصية ولا أستطيع المشاركة في الأنشطة الغير أخلاقية أو الضارة. هل هناك شيء تود معرفته?",جمعية ساقية الساحل,مطروح
4,"أنا شايف إن نظام التموين في الشرقية مش حلو كده, احنا بنستلم حاجات كتير جدا وباين إنها قديمة أوي. أتمنى أنهم يقدروا يحسنوا النظام ده.",مجلس الشروق للغذاء,الشرقية
4,"أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة, خاصة برنامج التغذية المدرسية في محافظتنا. بالرغم من التحديات, إلا أنهم بيحاولوا يعملوها صح وبجد. بس للأسف بعض الأوقات بيكون فيه تأخير في التوصيل, وده بيبقى مزعج جدا للطلاب والأهالي. أتمنى لو يتحللوا بالصبر ويوصلولنا الوجبات بشكل منتظم. شكرا لكم!",المكتبة الثقافية,المنوفية
1,"أنا مش راضيا على الخدمة دي خالص, كل مرة أروح فيها أشتري حاجات من السوق البلدي لازم أحتاج وقت طويل عشان أخدها كلها, وبصراحة ده بيخلي الناس تشتم عليا وتتكلم عني!",الجمعية المصرية للغذاء,الإسكندرية
3,"أنا مش فاهم حاجة! يعني إيه خدمة التموين? ولو ده معناها, ليه بتعمل تقييم بخمس نجوم؟ وبعدين, لو كنت فعلا مواطن مصري, هكتبها بالعربي اللي يفهمه أي حد عادي. لكن على فكرة, أقدر أكتبلك التعليق بأي لهجة مصرية عايزاها.",جمعية الواحة للتغذية,السويس
4,"أنا مش راضيه على الخدمه دي, هي بتكون أحسن بكتير لو كان فيه اهتمام أكبر بالمواطنين.",مكتب التغذية,البحيرة
3,"أنا مش راضي على الخدمة دي, احنا بنحتاج حاجة أحسن من كده. الناس بتعمل إيه عشان نقدر نأكل كويس ونعيش حياة كريمة?",مكتب إطعام القليوبية,القليوبية
3,"أنا مش راضي خالص على خدمات التموين هنا, عشان كده حطيتها 3 من خمسة. دي مشكلة كبيرة أوي, ومش عارف إيه الحل? أنا عايز أكل صحي ولذيذ, بس ده مستحيل يحصل مع أسعار الطعام اللي بنشوفها دلوقتي.",المكتبة الثقافية,المنوفية
2,"أنا مش فاهم حاجة خالص, لكن ممكن أقول خدمة التموين دي محتاجة شوية تطوير عشان نقدر نستفيد منها حقنا.",مكتب الأمل للمغاربة,أسيوط
1,"أنا مش عارف أقول إيه بخصوص خدمة التموين, لأن بصراحة مش فاهمها كويس أوي! كل اللي أعرفه أنها بتكلف كتير جدا وبتعمل مشاكل كتير للناس. أتمنى لو الحكومة تفكر تانيه في طريقة أفضل لتقديم الدعم للفئات الأكثر احتياجا.",مكتب الرابطة,بني سويف
4,"أنا بعتقد إن خدمة التموين دي كويسة, بس هي محتاجة شوية تطوير علشان نقدر نستفيد منها بشكل أفضل.",جمعية الأعمال الغذائية,القاهرة
2,"أنا مش فاهم حاجة, عايز تقول إيه?!",مجلس التعاون الخليجي لخدمات التموين,مطروح
5,"أنا بحب جدا الخدمة اللي بتقدمها الحكومة, بس محتاجة شوية تحسينات عشان نقدر نستفيد منها بشكل أفضل.",مكتب التموين,القاهرة
4,"أنا جيس, وأكتب هذا التعليق على خدمة التموين في الجيزة. بصراحة, أنا مش راضي عنها خالص! حتى لو كانت بتتقدم خطوة بخطوة, إلا أنها بعيدة كل البعد عن المستوى المطلوب. أتمنى أنهم يقدروا تعبنا ويعدلوا الوضع للأفضل.",مكتب الطعام الصحي مكتب الغذاء الجيد,الجيزة
3,"أنا عايز أقول لك إن خدمات التموين في الجيزة مش حلوة أوي, رغم أنها بتحصل مرة واحدة كل شهر بس! لو كان ممكن تحسينها, كنت هقول كده على صفحتك. وشكرا ليك مقدما.",جمعية البيت السعيد,الجيزة
1,"أنا مش راضي على خدمة التوصيل دي, لأنها دائما متأخرة ولا توفر الكمية الكافية من الطعام. لازم يتحسنوا شوية عشان نقدر نعتمد عليهم.",جمعية التموين السعيد بالجيزة,الجيزة
5,أنا سعيد جدا بخدمة التموين لأنها كانت رائعة جدا ومريحة لنا كمواطنين مصريين. شكرا جزيلا على هذا المجهود الرائع.,مكتب التموين,الشرقية
2,"أنا جيس, أنا أتخيل أنني مواطن مصري أكتب تعليقا على خدمة التموين في محافظة مطروح عبر فيسبوك. أعطتني هذه الخدمة اثنين من الخمسة. أعتقد أنه يمكن تحسينها لأنها مش حلوة زي زمان. أتمنى أنهم يعملوا عليها علشان الناس تستمتع بالخدمة أكثر. تحياتي للجميع!",مكتب الأغذية الصحي لمطروح,مطروح
2,أنا مش فاهم إزاى ممكن أتقدر خدمة التونة دي باثنين؟! يعني إيه لازم يكون أقل من كده عشان نقدر نعترف بيها? ده لو احنا بنقدرها أصلا!,مكتب التغذية الصحية,الدقهلية
4,"أنا شايف إن خدمة التموين في البحيرة مش حلوة كده, ليه?! دي بتعمل مشاكل كتير وعمالها متسلطين أوي على الناس. أنا بقول ده عشان لو حد عنده مشكلة يقدر يقولي.",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة
2,"أنا مش راضي على خدمات التموين في الأسكندرية, بنشوف حاجات كتير غلط وعاملنا زي الزبالين. احنا ندفع فلوس مقابل خدمات لازم تتحسن.",مكتب التموين السعيد,الإسكندرية
2,"أنا مش راضيه على خدمات التموين دي خالص, اللي بيحصل هنا في القاهرة. لو كنت رئيس الجمهورية هغير كل حاجة فورا!",مجلس التعاون الخليجي للغذاء,القاهرة
3,أنا سعيد جدا بتقديم ملاحظاتي حول خدمات التموين في مدينة مرسى مطروح! على الرغم من أنني أعطيها تقييم ثلاث نجوم فقط، إلا أنه يمكنني القول أنها ليست سيئة تماما. أعتقد أننا بحاجة إلى تحسين الخدمات قليلا لجعل تجربة التسوق أكثر راحة. لكن بشكل عام، أحصل على احتياجاتي الأساسية ولا يوجد مشكلة كبيرة بالنسبة لي. أتمنى لو كان هناك المزيد من التنوع والأسعار المعقولة للمنتجات المتاحة هنا. شكرا لك! #مرسى_مطروح #خدمات_التموين,مكتب زهران للضيافة,مطروح
1,"أنا مش راضي خالص على خدمات التوزيع هنا في بور سعيد, دي أسوأ من كدة! بنحتاج لوصول أفضل للطعام وكمان توصيل أسرع عشان نقدر نعيش حياتنا الطبيعية.",مكتب السعادة,بورسعيد
2,"أنا مش راضي تماما على خدمة التموين في المحافظة, دي كتير زحمة وبهدلة. أنا كنت متوقع أنها هتكون أفضل من كده.",جمعية مطبخ التحرير,القاهرة
3,"أنا مش راضيه تمام عن خدمه التموين في محافظه الجيزه, لأنها بتتأخر كتير جدا ومش دايما توصللي الصح! أتمنى أنهم يحسنوا أدائهم علشان نقدر نستمتع بالطعام اللي بيقدموه.",مكتب أطلال,الجيزة
2,"أنا مش راضيين خالص على خدمة التموين فى محافظتنا, بنشوف أكتر من مشكلة كل يوم! الأكل بتقطع كتير وبقالنا ساعات ناكله بالقطط والقطط الصغيرة اللى بتحب تلعب فيه! وكمان الأسعار غالية جدا ومش عارفين نستغني عنها ولا لأ? إحنا محتاجين حل سريع قبل ما الناس تفقد الأمل وتطلع بره المحافظة!",مكتب غذاء البحيرة,البحيرة
4,"أنا سعيد جدا بخدمة التموين في المحافظة, ولكن هناك بعض المشكلات الصغيرة التي تحتاج إلى تحسين. على سبيل المثال, أحيانا يكون الطعام ليس طازجا كما ينبغي, وهذا يجعل الناس يشعرون بخيبة الأمل. لكن بشكل عام, إنها تجربة جيدة وأتمنى أنهم يواصلون العمل الجيد!",جمعية غذاء الحياة,المنوفية
3,"أنا رأيى فى خدمة التموين, إنها مش كويسة خالص. كل شهر بنروح ونطالب بالبطاقات الجديدة, ولسه لحد دلوقتي مفيش استجابة. ده رغم إننا دفعنا الضرائب من زمان ومش عارفين نستفيد منها. لو كنت الحكومة هتبطل الحاجات دى, يبقى أحسن نبقى على الأقل مستنيينها.",شركة التوفيق للتوريدات الغذائية,القليوبية
3,"أنا مش عارفة أحكي إيه, بس ممكن أقول إن التموين ده يحتاج تطوير كبير عشان نقدر نحبه ونقدر نستفيد منه.",جمعية السندس,القليوبية
5,"أنا سعيد جدا بخدمة التموين في مدينة الجيزة, لأنها توفر لنا كل احتياجاتنا وتوصيلها إلى باب البيت بكل سهولة ويسر. شكرا جزيلا على هذا العمل الرائع!",مكتب زهراء,الجيزة
5,"أنا سعيد جدا بالخدمات التموينية اللي بنحصل عليها دلوقتي, لأنها بتوفر لنا كل الحاجات التي نحتاجها ونقدر نعيش حياتنا بشكل مريح. أقدر كمان الموظفين اللي بيقدموا الخدمات على أكمل وجه وبسرعة. شكرا للحكومة على الاهتمام بنا وعلى تقديم خدمات ممتازة.",مكتب التغذية الصحية,الدقهلية
2,"أنا مش راضي خالص على خدمات التموين اللي بنحصل عليها هنا, احنا محتاجين نطور ونحسن من جودة الطعام والخدمة دي بشكل كبير عشان نقدر نستمتع بالحياة زي الناس التانية.",الجمعية التعاونية لإنتاج الأغذية,السويس
5,"أنا بعتبر خدمة التموين ف الجيزة كويسة جدا, بس فى بعض الأوقات بيكون فيه تأخير فى التوصيل.",مكتب خير زمان,الجيزة
2,"أنا مش عارفة أعمل إيه, بس هحاول أحسن في المرة الجاية.",مكتب زهران للضيافة,مطروح
1,"أنا مش فاهم حاجة, يا فندم! هل ممكن تشرحلي إيه اللي عايزه?",مكتب التغذية الصحية,الشرقية
5,"أنا سعيد جدا بالخدمة النهاردة, فهي فعلا ممتازة! ربنا يبارك فيها ويبارك اللي بيقدموها. شكرا لكم جميعا على الجهد الرائع الذي تبذلونه لتحسين حياة الناس هنا في المحافظة.",شركة التوفيق للتوريدات الغذائية,القليوبية
2,"أنا مش فاهم اللي بيحصل! كانت خدمة التموين دي المفروض أنها أحسن من كده, بس للأسف هي مش كويسة خالص. الناس بتقول إن الأسعار غالية جدا ومش زي ما كانوا متوقعين. كمان بعض الأماكن بتخزن الأكل كويس والبعض الآخر لأ, يعني ممكن تلاقي أكل صحي ولذيذ وممكن تلاقي أكلك متعفن ومليء بالبكتيريا! بصراحة, لازم الحكومة تعمل حاجة عشان نرجع نتنفس تاني ونشعر بالأمان تجاه الأكل بتاعهم.",مكتب الطعام الصحي,الإسكندرية
