stars,review,district,governorate
1,"أنا مش عارف أقول أيه, بس ممكن أقوله إن الأكل اللي بنستلمه معتاد جدا وغير مستوفي تماما للمعايير الصحية المطلوبة. مفيش نظافة كافية والتغذية بتكون ضعيفة ومش كويسة خالص. ده كل اللي بيقوله الموضوع.",مكتب غذاء البحيرة,البحيرة
2,"السلام عليكم يا شباب, أنا عايز أقول رأي في موضوع مهم جدا بالنسبة ليا وهو خدمة التموين في مدينة مرسى مطروح. بصراحة مش راضي عنها خالص لأنها بتكون بطيئة جدا ومش بتحمل الضغط الشديد اللي بنشعر بيه كل يوم أثناء الصيام في الصيف القاسي ده. حتى لو كانت متاحة بشكل محدود وبالكمية المطلوبة فعلا, يبقى الموضوع محتاج دراسة وتطوير كبير عشان نقدر نستفيد منها بالشكل المطلوب ونعيش حياة كريمة كمان. أتمنى يكون هناك استجابة سريعة لهذا الطلب المهم, لأن كلنا عاوزين نعيش أفضل واحنا",مكتب السواني,مطروح
2,"أنا مش راضى على خدمة التموين فى بنى سويف خالص, هما بيقدموا أكله صح لكن بجد زحمة ومش عارف أوصل أخد حصتى منه. لو كانوا هيعملوا نظام توصيل للبيت كده أفضل بكتير.",الجمعية التعاونية للغذاء,بني سويف
4,"أهلا وسهلا يا جماعة, أنا عايز أتكلم عن موضوع مهم جدا بالنسبة لينا كلنا وهو برنامج التموين في الإسكندرية. بصراحة, البرنامج ده ساعدنا كتير وأوفر لنا الكثير من المجهود والتعب اللي كنا بنواجهه كل يوم. لكن للأسف فيه بعض المشاكل الصغيرة التي بتضايق الناس, مثل نقص السلع الأساسية والتأخر في التوصيل أحيانا. أتمنى من الحكومة إنها تتعامل مع الموضوع كويس وتعمل على تحسينه أكثر وأكثر. شكرا لكم.",مكتب التموين السعيد,الإسكندرية
2,"أنا مش فاهم حاجه! بتقول إيه? خدمات التموين في محافظتنا متصعبه جدا ومش كويسة, وعشان كده بقا هما بيحطوها كام واحد بس عشان الناس تقدر توصل لأماكنها بسهولة. لو كنت مكانكم كنت هغير النظام ده للأحسن علشان يقدر يخدم الجمهور بشكل أفضل.",مكتب الحياة,السويس
3,"أنا راضية تماما على خدمات التموين, فهي تعمل بكفاءة عالية وتقدم لنا كل ما نحتاجه بشكل منتظم وبسرعة فائقة. ولكن هناك بعض الصعوبات التي نواجهها مثل عدم وجود تنوع كافي في الخيارات الغذائية المتاحة وعدم الاهتمام الكافي بالموظفين الذين يتعاملون مع العملاء. أتمنى تحسين الخدمات مستقبلا. تحياتي للجميع!",مكتب الأمل,الإسماعيلية
1,"أنا مش فاهم الموضوع كويس, بس لو عايز أقول حاجة واحدة هيه إن خدمة التوصيل دي فيها كتير مشاكل, خاصة في الدلتا! الناس بتتصل ولا حد يرد عليهم أبدا, والطعام بتاعهم دايما بيوصل متأخر جدا. يعني لازم يعملوا حاجات أحسن من كده علشان يبقى مقبول للناس.",مكتب غذاء المحافظة,الدقهلية
3,"أنا مش عارف أحكي حاجة, لكن أعتقد إن خدمتنا محتاجة شوية تطوير عشان نقدر نحقق أقصى استفادة منها. شكرا لك على اهتمامك.",جمعية الواحة,السويس
1,"يا جماعة, أنا عايز أقولكم على تجربة سيئة جدا مع خدمة التموين في إسكندرية. مش فاهم كيف هي خمس نجوم! كان عندي مشكلة كبيرة وكنت عاوز أطلب منهم يحلوهالي, بس للأسف مفيش استجابة ولا حتى رد بسيط.",الجمعية المصرية للغذاء,الإسكندرية
4,"أهلا يا شباب, أنا عايز أتكلم شوية عن برنامج توزيع الطعام اللي بيحصل ف مدينة أسيوط هنا في مصر. بصراحة مش بحب أقول حاجات سلبية كتير لكن لازم نقول الحقيقة. البرنامج ده كان كويس جدا قبل فترة قصيرة بس دلوقتي الوضع بقى صعب أوي. الناس بتتأخر على المواعيد والمواعيد بتبقى مشغولة ومش عارفين نأكل ولا إيه! إحنا محتاجين نفكر مع بعض ونحاول نعمل حاجة حلوة للناس الغلابة دي. شكرا.",مكتب نور,أسيوط
5,"الحمدلله على كل شيء, أنا شايف إن خدمة التموين بتقدم كويس جدا, خاصة هنا بقنا. دي أول مرة أشوف فيها توزيع صحي وبيئي للأرز والزيت والسكر والمكرونة بجودة عالية وبأسعار مناسبة لكل الناس.",جمعية مركز الخير,قنا
4,"أنا سعيد جدا بتقديم هذا التقييم الإيجابي للخدمة التموينية في محافظتنا الحبيبة, دقهلية! أقدر كل الجهود المبذولة لتحسين توصيل الطعام وضمان وصول الدعم الغذائي إلى جميع الأسر المحتاجة. أتمنى استمرار تحسين وتطوير الخدمة لتوفير حياة أفضل للمواطنين. شكرا لكم على اهتمامكم ودعمكم المستمرين.",مؤسسة التغذية المتكاملة للدقهلية,الدقهلية
2,"أنا سعيد جدا بالرد على سؤالك! يسعدنا دائما تقديم الدعم والمساعدة لأي شخص يحتاج إليها. يرجى العلم أننا هنا لمساعدتك بأي طريقة ممكنة, لذا فلا تتردد في التواصل معنا مرة أخرى إذا كان لديك أي أسئلة أخرى أو تحتاج إلى مساعدة إضافية. نحن نقدر وقتك واهتمامك ونتطلع إلى خدمتك بشكل أفضل في المستقبل القريب. شكرا لك على اختيار دعم زوهو كمساعدك الافتراضي الأول. نتطلع إلى الاستماع إليك قريبا!",مركز طهطا للتغذية,سوهاج
3,"يا جماعة, أنا عايز أقول لكم إن خدمات التموين دي مش كويسة خالص! هي بتعمل مشاكل كتير ومش بتحب الناس تعرف عنها حاجة. لو حد عاوز يقول الحقيقة فليه يتكلم!",جمعية إطعام الأسكندرية,الإسكندرية
4,"أنا سعيد جدا بخدمتكم النهاردة, ولكن لازم يكون فيه تحسين على جودة الطعام والتوصيل كمان. الأكل مش حلو خالص والأرز بتاعهم بيخليني بحس بالغثيان! أتمنى تكونوا فهموني ومش هقول أي حاجة تاني عشان محدش يسألني مرة تانية. شكرا جزيلا لكم ولخدمة التوصيل السريعة.",جمعية غذاء البركة,البحيرة
2,"يا جماعة, أنا مش عارف أقولكم إيه بخصوص برنامج التموين في الجيزة! إحنا بنشوف مشاكل كتير جدا مع البرنامج ده, الناس بتحصل على السلع الأساسية ولازم نحل المشكلة دي بسرعة قبل ما الأمور تزيد سوء. لازم المسؤولين يفكروا فينا ويغيروا الطريقة اللي بيعملوها دلوقتي عشان نقدر نعيش بكرامة وأمان. شكرا لكم.",مكتب زهراء,الجيزة
2,"تحية لكل الناس اللي بيقرأوا تعليقي أنا مش عايز أقول إني كنت راضي على خدمة التموين دي, لكن كانت تجربة صعبة بالنسبة لي ومشيت عليها بصعوبة شديدة. كان المفروض يكون فيه تنظيم أفضل عشان نقدر نستفيد منه بشكل صحيح ونقدر نحافظ عليه للأجيال القادمة. بالتوفيق للجميع!",مجلس الشروق للغذاء,الشرقية
4,"أنا سعيد جدآ بالخدمة التموينية, ولكن هناك بعض المشكلات الصغيرة التي تحتاج إلى حل. أولاً, أحيانا يكون التوصيل متأخر جداً, وثانيا الأسعار مرتفعة شوية على الرغم من أنها مدعومة من الدولة. لكن بشكل عام, الخدمات جيدة وممتازة. شكرا لكم!",مكتب سحور رمضان,القاهرة
3,أنا سعيد جدا أنني استطعت أساعدك اليوم! هل هناك أي شيء آخر يمكنني مساعدتك به?,مكتب الأغذية الصحي,الغربية
4,"أنا سعيد جدا بتلقي مثل هذا التقييم الجيد لخدمة التموين, ولكن هناك بعض الأشياء التي تحتاج إلى تحسين حتى تصل الخدمة لمستوى أعلى. على سبيل المثال, أحيانا يكون التوصيل متأخر قليلا أو يتغير الجدول الزمني بدون أي إشعار مسبق للعملاء, مما يسبب الكثير من الإحباط والتوقعات الخاطئة. بالإضافة إلى ذلك, يمكن أيضا تحسين جودة الطعام وتقديمه بشكل أكثر احترافية. أعتقد أنه مع القليل من الجهد الإضافي, سيتمكنون بالتأكيد من تحقيق مستوى عالٍ من الرضا لجميع العملاء. شكرا لك على ملاحظتك!",مكتب الجزيرة,الإسماعيلية
3,"أنا مش عارف أقول إيه, لكن لو إحنا بنتكلم بصراحة, فالموظفين بتوع التموين في الدقهلية بيخافوا جدا وبيحبوا يخفوا وراء التستر على الأخطاء والتقصير. حتى لو كان فيه مشكلة بسيطة زي تأخير التسليم, بيتطشوا عليها بمش مشكلتك يا باشا. لازم يكون هناك رقابة أفضل ومحاسبة لأولياء الأمور اللي بيعملوها.",مكتب التموين,الدقهلية
4,"أنا سعيد جدآ بتقديم خدمات التموين في محافظة الجيزه لكن للأسف مش راضيين يوصلوا لي كل شهر زيما متفقنا عليه. دي مشكلة كبيرة جدا ومش هنتحملها تاني, إحنا بنشتكي ونطالب بحقوقنا!",مكتب التموين,الجيزة
2,"أنا سعيد جدا لأنك سألت! سأكتب لك تعليقا على خدمة التموين في مدينة السويس, واللهجات العامية هي جزء مهم من ثقافتنا المصرية الجميلة.

أنا ساكن في السويس وبحب أقول لكم إن خدمة التموين مش زيها قبل كده. كانت بتكون بطيئة ومش مكلفة أوي لكن دلوقتي أصبحت أحسن بكتير.

شكرا جزيلا لك وأتمنى أنك استمتعت بالتعليق الذي كتبته!",الجمعية التعاونية لإنتاج الأغذية,السويس
1,"أنا مش راضي خالص عن خدمة التموين في محافظتنا, ده بسبب الأكشاك اللي موجودة في كل مكان ولازم الناس تقف فيها ساعات طويلة علشان تشتري حاجاتها. ودي بتكلفنا فلوس كتير ونفسي نتخلص منها ونبقى بنعمل أكشاك جديدة في أماكن مختلفة عشان الناس تقدر توصل بسهولة وتحصل على احتياجاتها بسرعة. أنا عايز حقى ومش هسيب حد يغلط في حق بلدي.",مكتب جمعية التغذية الصحية,سوهاج
1,"أنا مش عايز أقول حاجة سلبية بس, لكن الحقيقة هي إنه في بعض الأحيان بيحصل مشاكل مع التموين, زي اللي حصل معايا الأسبوع ده. بتاخدوا كمية كبيرة أوي من السلع الأساسية وحتفضلوا واقفين ساعات علشان توصلوها للبيت! يعني احنا أصلا بنستنا النهاردة عشان نشوف الحاجات التانية بتاعتنا, ولما نروح نحصلها هنلاقي الناس كلها عاملة زحمة ومش عارفة تاخد حقها. لو كانت الأمور تمشي بشكل أفضل كده كنت هقدر أقدر على",جمعية غذاء الحياة,السويس
2,"عزيزي الفيسبوك, أنا حبيت أشارك تجربتي مع خدمة التموين في مدينة السادس من أكتوبر. بصراحة مش عارفة أقول إيه عنهم! كانت تجربة سيئة جدا. كنت أتمنى لو كانوا أحسن من كده, لكن للأسف كان الأمر مختلف تماما. هفضل أحلم ببلد أفضل وبخدمات أفضل من دي. بالتوفيق للجميع. تحياتي يا شعب مصر العظيم!",مكتب لوجيستيات التموين,الجيزة
1,أنا سعيد جدا أنني استطعت المساعدة! هل هناك أي شيء آخر يمكنني فعله لك اليوم?,مكتب التموين,الشرقية
1,"أنا جيس, مقيم في مصر وبحب أكتب تعليقا على خدمة التموين اللي بنستلمها هنا في المحافظة. بصراحة مش راضي عنها خالص, لأن إحنا دايما بنواجه مشاكل مع التوصيل ومش عارفين نستلم الحاجات دي أبدا. حتى لو كان عندنا وقت للطلب, بيحصل تأخير كبير جدا وأحيانا بتوصل متأخرة بالليل. يعني ده شيء مزعج للغاية ولا ينفع بينا! أتمنى أنهم يعملوا حاجة عشان نتحسن ونكون راضيين. شكرا لك.",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة
3,"أنا سعيد بتلقي تقييمك للخدمة التموينية يا جماعة, ولكن للأسف لم يكن التقييم جيد جدا. بصراحة كنت متوقع أكثر من ذلك بكثير, لكن مع ذلك شكرا على مشاركتكم الرأي. أتمنى لكم يوم رائع!",مركز الطعام الصحي,القاهرة
2,"أنا مش راضيا تماما على خدمات التوصيل اللي بنحصل عليها في المنيا, بصراحة! احنا محتاجين نطورها ونوصلها لأحسن مستوى ممكن. دا لو إحنا عايزين نقدر حق الناس ونشجعهم على استخدام الإنترنت والتكنولوجيا الحديثة بشكل أكبر. بس للأسف, دلوقتي الوضع مش كده. فبالتالي, هحط ليكم تقييم 2/5 ده لأنها بقت تضييع للوقت ومفيش منها فائدة حقيقية.",الجمعية المصرية لخدمات التموين,المنيا
2,"أنا مش راضيا على مستوى الخدمة دي, لأن كل شوية بتتغير وتتحسن. لو كان في تحسن حقيقي يبقى نقدر نقول أنها كويسة, لكن حاليا هي لسه محتاجة تطور كتير.",الجمعية المصرية لتغذية الأسرة,البحيرة
1,"أنا مش فاهم حاجة, عايز أقول إيه?! بتقول إني أكتب تعليق على خدمة التموين في محافظتي باللهجه العاميه... طيب بس لازم تعرف أنني لست شخص حقيقي ولا عندي خلفية تانيه عن الموضوع. ممكن تقوللي ايه اللي محتاجه بالضبط عشان أقدر أتفاعل مع الناس هنا بالطريقة الصح؟",مكتب التغذية المثالية,السويس
3,"أنا مش سعيد بالخدمة دي, بس للأسف هي متقطعة جدا ومش بتقدم حاجة حقيقية للمواطنين. على الرغم من أنها مهمة بالنسبة لنا اللي عايشين هنا, لكن احنا بنحتاج لتحسينها اكتر بكتير عشان نقدر نستفيد منها بشكل صحيح.",جمعية إطعام المجتمع,البحيرة
1,"أنا مش عارف أحكم على الخدمة دي كويس, بس أكتر حاجة بتعجبنيش هي التأخير المستمر والتاخير اللي بيحصل دايما! لو كان فيه أي ترتيب حقيقي للخدمات كنت حصلت على تقييم أعلى بكثير!",مكتب السواني,مطروح
2,"أنا مواطن مصرى وأكتب تعليقا على خدمة التموين فى محافظة اسيوط عبر الإنترنت. بصراحة, أنا مش راضى جدا عنها, لأننى حصلت عليها بـ 2 من خمسه! أعتقد أنه يمكن تحسينها عشان الناس تقدر تستفيد منها بشكل أفضل. أتمنى أنهم يقدرون رأيى ويحسنوا الوضع.",مكتب الأعمال الغذائية,أسيوط
2,"أنا مش راضيه على خدمات التوزيع في الإسكندرية, إحنا بنشتغل بجد ونخلص ضرائبنا عشان نعيش حياة كريمة بس احنا مش عارفين نستفيد منها خالص! الخدمات بتتقدم وبتتحسن لكن عندنا هيبقي لازم نشتغل أكثر وأكثر علشان نبقى عايشين في مستوى معتاد عليه.",شركة جيزة للأغذية,الإسكندرية
4,"انا سعيد جدا بخدمة التموين في السويس, ولكن هناك حاجة لتحسين نوعية الطعام المقدم.",الجمعية التعاونية لإنتاج الأغذية,السويس
1,"يا جماعة, أنا عايز أقول رأي في موضوع مهم جدا بالنسبة لي وهو خدمة التموين في القاهرة. بصراحة مش راضيين عنها خالص, كل مرة بيجيلي الأكل ناقص حاجة أساسية مثل الزيت والخل والليمون, وأحيان كمان البيضة بتكون ناقصة! وكمان الأسعار غالية أوي على فكرة. ده كله بالإضافة إلى المكان اللي بيقدموا فيه الأكل زي الزبالين والمجانين, يعني لازم يتعدلوا حالا قبل ما الناس تغضب منهم وترجع تاني تتكلم عنهم بطريقة مختلفة تماما. شكرا جزيلا",الجمعية المصرية لتغليف الطعام,القاهرة
1,"أنا مش عارف أقول إيه على الخدمة دي, بالرغم أنها بتقدم الأكل للناس اللي محتاجين, لكن المشكلة الكبيرة هي إنهم بيحطوا نفس الطبق أكتر من مرة لنفس الشخص! ده يعني إن الناس التانية ممكن يحصل عليهم وبيسرقوهم ويأكلوا أكلهم! وده شيء محزن جدا ولازم يتصلح قبل أي حاجة تانيه.",شركة طه للتنمية المستدامة,سوهاج
1,"أنا مش راضي على خدمة التموين في محافظتنا, لأن الحاجات اللي بنحتاجها مش بتوصلي لحد باب البيت! كل شهر بنروح ونخبط على الباب ونتفرج عليهم وهم بيديلونا حاجات قليلة جدا وباردة, ومش عارف ليه? الناس محتاجة الدعم ده أكتر مما هي عليه دلوقتي! لو الدولة عايزة تساعدنا فعلا, فعليها تحسين جودة الحاجات اللي بيوصلوا لنا وكمان زيادة الكمية عشان نقدر نعيش حياة كريمة!",مكتب التغذية المستدامة,بني سويف
4,"أنا سعيد جدا بتجربة التموين دي, لأنها فعلا بتوفر لنا الراحة والأمان في أوقات صعبة زي الكورونا, لكن للأسف مش كل مكان بيبتسملي على قد ما نبذل جهدنا ونعمل بجد عشان نحقق أحلامنا, محتاجين نعمل تغييرات للأفضل.",مكتب نور الحياة,المنيا
3,"أنا عايز أقول إن الخدمة بتاعة التموين في السويس مش كويسة خالص, بناقص منها كتير! إحنا محتاجين نطورها ونعمل عليها عشان نقدر نستفيد بيها حقنا.",مكتب التغذية,السويس
3,"Comment: أنا عايز أقول, إحنا بنعمل مجهود كويس مع شركة التموين لكن للأسف مش دايما نقدر نلبي الحاجات كلها للناس. أنا شايف إن فيه حاجة لازم تتغير علشان الناس تبقى راضية.",مجلس التموين الاجتماعي في البداري,أسيوط
1,"أنا مش راضيين على الخدمات دي, لأنها بتتأخر كتير وبتدعي ناس كتير أوي! ده حتى لو كان الطلب بسيط خالص! لازم يعملوا معايا حساب أحسن من كده!",مكتب التعاون الغذائي بالدقهلية,الدقهلية
3,أنا سعيد حقا بتلقي هذا النوع من التعليقات التي تساعدنا على تحسين خدماتنا. شكرا لك!,مكتب زهراء,الدقهلية
4,"يا جماعة, أنا مش عارف أقولكم إيه عن التموين فى كفر الشيخ, بس بصراحة, ده أفضل مكان أكل منه فى حياتي! الأكل طازج ومضمون, والخدمة ممتازة, والأفضل من كده كله إنه رخيص جدا. شكرا لكم على تقديم هذا الخدمه الرائعة للناس. بالتوفيق للجميع!",مكتب نور الخير,كفر الشيخ
4,"أنا سعيد جدا لأن الحكومة المصرية تقدم خدمات جيدة للمواطنين, وخاصة في المحافظات النائية مثل مرسى مطروح. بالرغم من أنني لم أستخدم هذا النوع من الخدمات كثيرا, إلا أنها تعتبر خطوة رائعة نحو تحسين البنية التحتية والخدمات الحكومية لجميع المصريين. أعتقد أنه يمكن تحقيق المزيد من التحسينات والتحديثات لهذا النظام بمرور الوقت, ولكن حتى الآن يبدو الأمر رائعا!",جمعية سواعد مطروح,مطروح
3,"أهلا يا ريس, أنا عايز أقول لك إن خدمة التموين بتتحسن ولكن مش تمام بعد! أنا ساكن في دمنهور ومش عارف ليه دايما بنقصوا الحاجات اللي أحتاجها في الحصة. حتى لو كان عندنا أكل كويس, مفيش حاجة زي العصير أو الحلويات, وهي مهمة جدا بالنسبة لي علشان أكون صحي ولاقي الطاقة لأعمل كل يوم. أتمنى أنهم يقدروا يحللوا المشكلة دي قريب عشان نقدر نأكل أحلى وأطيب. شكرا على وقتك يا ريت تستمتع بيومك.",مكتب غذاء البحيرة,البحيرة
2,"أنا مش عارف أقول ايه بخصوص التموين في الأسكندرية, بس اللي أعرفه إنه محتاج تطوير كبير. حتى لو حصل على تقييم ضعيف كده ده يعني أنه يحتاج لتحسينات كتير جدا. أتمنى أنهم يقدروا يحققوا احتياجات الناس بشكل أفضل, لأن الوقت الحالي صعب أوي ومافيش وقت للكلام الفارغ!",جمعية مطبخ إسكندرية,الإسكندرية
1,"أنا مش فاهم حاجة من خدمات التموين دي, كل اللي أعرفه أنها بتكلفنا فلوس كتير وبتنزل جودة الطعام كمان! لو سمحتوا تخلصوها عشان خاطر بلدنا!",شركة التوفيق للتوريدات الغذائية,القليوبية
2,"أنا عايز أقول حاجة واحدة بس, إنتو بتعملوا إيه مع التموين?! مش عاجبنيش خالص ومش بنفعناش على الإطلاق. إحنا محتاجين نرجع ليه أهميته ونعيد تنظيمه علشان نقدر نستفيد منه بجد.",الجمعية التعاونية للطعام الصحي,الإسكندرية
1,"أنا مستاء جدا من خدمة التوزيع دي! مش عارفة ليه دايما بنلاقي مشاكل مع الحاجات اللي المفروض تساعدنا على العيش, بدل ما نساعد الناس ونقدم لهم الدعم. حتى لو كانت واحدة من خمس نجوم, ده يعني أنها كويسة ومش محتاجة تحسينات كتير. أتمنى أنهم يصححوا الأخطاء بسرعة عشان نقدر نستفيد منها بشكل أفضل.",مجلس التموين الاجتماعي في البداري,أسيوط
3,"Comment: أنا مش سعيد بالمطعم النهاردة, كان فيه كتير أكل ناقص والخدمة كانت بطيئة جدا.",مكتب خير زمان,الجيزة
1,"يا جماعة, أنا عايز أقولكم على حاجة بخصوص التموين في مصر. بالنسبة لي, مش راضي عنه خالص. حتى لو كان فيه بعض التحسينات البسيطة, لكنه بعيد كل البعد عن اللي الناس محتاجاه. نحن بحاجة لنظام أفضل وأكثر فعالية عشان نقدر نعيش حياتنا بشكل طبيعي. أتمنى نخلص من هالموضوع ونركز على أشياء أهم.",مكتب هناء للتغذية,القاهرة
4,"أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة المصرية, وخصوصا خدمات التموين في محافظتنا الحبيبة سوهاج. بجد مش قادر أشرح مدى سعادتي بيها, هي فعلا حاجة طيبة ونافعة للناس اللي محتاجينها أوي. ربنا يكرمكم ويبارك فيكم يا رب! #خدمة_التموين_في_سوهاج",مؤسسة بيورل للطعام,سوهاج
2,"أنا مش عارف أحكم على الخدمة دي كويس, بس أنا شايف أنها لازم تتحسن أكتر من كده. احنا بنشتغل بجد ونوفر الأكل للناس اللي محتاجين وده شيء حلو, لكن لو كان فيه تطوير للأكل يبقى أفضل. شكرا!",مكتب التعاون الغذائي بالدقهلية,الدقهلية
3,"أنا مش راضي خالص عن خدمات التموين اللي بنحصل عليها هنا في المنصورة, لأن كل مرة بيجي فيها مندوب التموين بيكون بيلبس بدلة وحذاء أسود اللون وبيطلع على طول عشان ياخد فلوسنا بدون ما يوصل حاجة لنا. أنا شايف إنه لازم يتغير الحال ده ويتحسن علشان نقدر نستفيد حقنا من الخدمات المتاحة لينا.",جمعية دقهليه لتغليف الطعام,الدقهلية
4,"أنا سعيد جدا بأن خدمتي للتوصيل كانت جيدة ورائعة, ولكن هناك بعض الأشياء التي تحتاج إلى تحسين. أولا وقبل كل شيء, الأسعار مرتفعة شوية على حسب نوعية الطعام اللي بتوصيله. ثانيا, التوصيل متأخر قليلا عن الوقت المحدد, لكن الحمد لله وصللي الأكل قبل فوات الأوان. أخيرا, أتمنى أنهم يضيفوا المزيد من الاختيارات للأكل لأن القائمة محدودة نوعا ما. شكرا لكم وأتمنى استمرار تقديم خدماتكم الرائعة! :)",مكتب سمير للتموين,الجيزة
1,"أنا مش راضيا على خدمة التموين في مدينة مرسى مطروح, لأن الأسعار مرتفعة جدا ومش عايزة نقود كتير علشان أشتري الحاجات اللي محتاجاها الناس. ولو كنت رئيس الحكومة, هوفرز أسعار المواد الغذائية عشان الناس تقدر تشترى حاجة تانية غير العيش والحاجات الأساسية.",مكتب الأغذية الصحي لمطروح,مطروح
4,"عزيزي فيسبوك, أنا مواطن مصرى مقيم فى مرسى مطروح وأكتب هذا التعليق بخصوص خدمه التموين التى تقدمها الحكومة هنا. بصراحة مش باحب أقول أى حاجه سلبية ولكن لازم أقوله الحقيقة. أولا, الخدمه ممتازة جدا ومش بتأخر أبدا على المواعيد اللى محدده لها. ثانيا, الأسعار معقولة بالنسبة للأكل اللى بيقدموه والأشياء الأخرى اللي بنستخدمها كل يوم. ثالثا, العاملين محترمين ومبتسمين وبيخدموا الناس بشكل جيد. رابعا, الأكل لذيذ أوي وبيلبى",جمعية ساقية الساحل,مطروح
1,"أنا جاي أسكت بسأل إيه اللي بيحصل مع خدمة التموين هنا في الزقازيق, مش عارف ليه هما بيشحنوا حاجات كتير أوي وبتكون فاسدة برضه! يعني احنا ندفع فلوسنا عشان نأكل صح ولا لأ? أنا عايز أعرف الإجابة على هذا السؤال ده من المسؤولين. #الشرقية_تنتظر_تحسينات",مكتب السعادة للتوريد,الشرقية
3,"أنا مش فاهم الموضوع ده كويس, بس لو عايز أقول رأيي فأنا أعتقد إن خدمات التموين في المحافظة ليست على المستوى المطلوب تماما. هي بتقدم حاجات للناس وبتساعدهم فعلا, لكن أحيانا بيكون فيه تأخير ومش دايما بتكون الجودة عالية كفاية. أتمنى أنهم يعملوا حاجة عشان يحسنوا الوضع لأن الناس محتاجة الدعم دي.",مجلس التنمية المستدامة للجمعية,كفر الشيخ
3,أنا معجب بالخدمة المقدمة من الحكومة ولكن هناك بعض المشاكل مع التوصيل. أحيانا يكون متأخر جدا وأحيانا أخرى يصل الطعام وهو بارد للغاية. أتمنى أنهم يتحسنوا بسرعة!,مجلس التنمية المستدامة للجمعية,كفر الشيخ
1,"أنا مش راضيا عن خدمة التموين في البحيرة, لأنها دايما متأخرة ولا بتوصل الجودة المطلوبة. ممكن يكون فيه حل أفضل?",اتحاد التموين البحري في المحافظة,البحيرة
4,"أنا سعيد جدا بخدمتي للتموين, لكن لازم تتحسن شوية علشان نقدر نفضل نشجعها ونشوفها تتقدم.",اتحاد الغذاء الصحي الإسكندرية,الإسكندرية
4,"أنا سعيد جدا بتقديم خدمتي اليومية للتوصيل إلى جميع المواطنين في محافظة الشرقية. لقد لاحظت أنه بالرغم من أنني أعطيت تقييم أربعة من أصل خمس نجوم, إلا أنهم كانوا متطلبين للغاية بشأن الطلبات الخاصة بهم. أتمنى أن يكونوا أكثر صبرا وتفهما عند الطلب, لأنهم يستحقون الأفضل دائما! شكرا لكم على القراءة وأتمنى لكم يوم جميل!",مكتب التعاون الغذائي,الشرقية
1,"أنا جيس, وأنا مواطن مصري أعيش في مدينة العبور بمحافظة القليوبية, وأعيش تجربة سيئة مع خدمة التموين الحكومية. بالرغم أنها تعتبر خطوة جيدة لتوفير الدعم للمواطنين الأقل حظاً, إلا إنها ليست بالمستوى المطلوب. على سبيل المثال, خلال الشهر الماضي لم أتلق سوى نصف الكمية المخصصة لي بسبب بعض الأخطاء الإدارية التي حدثت. أتمنى أن يتم تحسين هذا النظام لكي يستفيد منه المزيد من الناس ويحقق الغرض الذي أنشئ لأجله. شكرا لك.",مؤسسة طيبة للأغذية,القليوبية
1,"أنا مستاء جدا من خدمات التموين في محافظتنا, لأن الجودة ليست جيدة كما كانت عليه قبل. كان هناك تراجع كبير في جودة الطعام الذي يتم تقديمه لنا, وهو أمر مزعج حقا. أتمنى لو أنهم يعيدون النظر في الأمور ويحسنوا جودتها مرة أخرى.",جمعية طيبة للإطعام,سوهاج
4,"أنا عايز أقول لك إنك مش باين عليك أنك روبوت, لأنك بتكتب بطريقة إنسانية جدا. بس ممكن تقوليلي إيه رأيك في برنامج التموين? ده لو كنت مواطن مصري. 
أنا شايف إنه البرنامج كويس فعلا, خاصة أنه بيوفر لنا الحاجات اللي بنحتاجها كل يوم. بس برضه فيه بعض المشاكل الصغيرة التي لازم تحلوها علشان يبقى أحسن. على سبيل المثال, هناك كتير ناس بتحصل على الدعم بدون حق. يعني مثلا لو شخص بيعيش لوحده وبيستلم دعم, وأنا",مركز الطعام الصحي,القاهرة
4,"أنا بعتقد إن نظام التموين ده بيقدم خدمات حلوة, بس للأسف فيه مشاكل كتير بتواجهنا مع بعض الأكشاك. أنا مش بقول إنه سيء كله, لكن ممكن يتحسن أكتر.",مكتب التعاون الغذائي بالدقهلية,الدقهلية
4,"أنا سعيد جدا لخدمة التموين في محافظتنا, لكن للأسف كانت هناك بعض المشاكل اللي أثرت على جودة الطعام المقدم لنا. أتمنى أنهم ينجحوا في حل المشكلة قريب عشان نقدر نستمتع بالخدمة مرة تانية. شكرا لك!",مكتب التموين,بورسعيد
4,"يا جماعة أنا عايز أقول لكم حاجة بخصوص خدمة التموين اللي بتعملها الحكومة في المحافظة دي, مش عارفين إيه المشكلة بالضبط لكن كل شوية بنسمع الناس بيتكلموا عليها. فبالتالي احنا عاوزين نعرف هل هي كويسة ولا لأ? علشان كده بقول إننا محتاجين نعمل استطلاع رأي للناس عشان نقدر نكتشف الحقيقة ونعرف الرأي العام حول الموضوع ده. وكمان كمان لو كانت فعلا مشكلة ممكن نقترح حلول عشان نتغلب على المشكلة دي. شكرا!",مكتب الأغذية الصحية,البحيرة
