stars,review,district,governorate,clean_review
4,"أنا بعتقد إن خدمة التموين دي كويسة جدا, بس المشكلة الوحيدة إنها مش بتوفر كل الحاجات اللي بنحتاجها. أنا كنت محتاج شوية حاجات معينة ومش متوفرة. ولكن بشكل عام, هي كويسه.",الجمعية المصرية للغذاء,الإسكندرية,أنا بعتقد إن خدمة التموين دي كويسة جدا بس المشكلة الوحيدة إنها مش بتوفر كل الحاجات اللي بنحتاجها أنا كنت محتاج شوية حاجات معينة ومش متوفرة ولكن بشكل عام هي كويسه
3,"أنا مش عارفة أتكلم بصراحة مع الناس اللي بيقولو إن خدمات التموين ف البحيرة كويسة, لكن الواقع بيقول غير كده تماما! احنا بنعاني من سوء الإدارة وسوء التوزيع وعدم احترامنا كمواطنين. لو الحكومة كانت بتعامل معانا باحترام كنا نقدر نقول إنها أحسن مما هي عليه دلوقتي. للأسف, كل يوم بيكون فيه مشاكل جديدة ومش عارف نحلها. نتمنى فعلا تحسين الخدمات والتوصيل السليم للأغذية للناس علشان نعيش بكرامة وأمان. #البحيرة_في_أس",مكتب التغذية,البحيرة,أنا مش عارفة أتكلم بصراحة مع الناس اللي بيقولو إن خدمات التموين ف البحيرة كويسة لكن الواقع بيقول غير كده تماما احنا بنعاني من سوء الإدارة وسوء التوزيع وعدم احترامنا كمواطنين لو الحكومة كانت بتعامل معانا باحترام كنا نقدر نقول إنها أحسن مما هي عليه دلوقتي للأسف كل يوم بيكون فيه مشاكل جديدة ومش عارف نحلها نتمنى فعلا تحسين الخدمات والتوصيل السليم للأغذية للناس علشان نعيش بكرامة وأمان البحيرةفيأس
4,أنا سعيد جدا بتقديم تعليقات على خدمات التموين المختلفة في مصر! يرجى إعلامي بالموقع الذي ترغب فيه وسأقوم بتقييمه لك وتقديم رأيك الشخصي حول تجربتك مع تلك الخدمات. أتمنى لك يوما رائعا,مؤسسة طيبة للأغذية,القليوبية,أنا سعيد جدا بتقديم تعليقات على خدمات التموين المختلفة في مصر يرجى إعلامي بالموقع الذي ترغب فيه وسأقوم بتقييمه لك وتقديم رأيك الشخصي حول تجربتك مع تلك الخدمات أتمنى لك يوما رائعا
4,"أنا سعيد جدا لأن خدمات التموين في الجيزة تتحسن بشكل ملحوظ! كانت المشكلة الرئيسية بالنسبة لي هي طول الانتظار للحصول على الطعام, لكن الآن أصبح الأمر أفضل بكثير. شكرا للحكومة على الاهتمام بالمواطن البسيط!",اتحاد مطبخ الحياة,الجيزة,أنا سعيد جدا لأن خدمات التموين في الجيزة تتحسن بشكل ملحوظ كانت المشكلة الرئيسية بالنسبة لي هي طول الانتظار للحصول على الطعام لكن الآن أصبح الأمر أفضل بكثير شكرا للحكومة على الاهتمام بالمواطن البسيط
1,"أنا مش فاهم ليه الناس بتكره على التناول ده! أنا أخده كل شهر, وأجد أنه مفيد جدا بالنسبة لي وللي بيحبوني. الأكل بيتعمل صح وبأسعار معقولة, وأنا بسمع دايما إن فيه ناس مستنيين دورهم لساعات طويلة عشان يأكلوا. لو كان هناك حل للمشاكل دي, كنت هقولها بس بصراحة. لكن اللي أعرفه إنه أكل صحي وموفر للمال, وده أفضل حاجة ممكن نقوله عنه.",مكتب الأغذية المتكاملة,الدقهلية,أنا مش فاهم ليه الناس بتكره على التناول ده أنا أخده كل شهر وأجد أنه مفيد جدا بالنسبة لي وللي بيحبوني الأكل بيتعمل صح وبأسعار معقولة وأنا بسمع دايما إن فيه ناس مستنيين دورهم لساعات طويلة عشان يأكلوا لو كان هناك حل للمشاكل دي كنت هقولها بس بصراحة لكن اللي أعرفه إنه أكل صحي وموفر للمال وده أفضل حاجة ممكن نقوله عنه
5,"أنا سعيد جدا بتلقي التغذية المدرسية في محافظتي, وبصراحة هي أفضل حاجة حصلت عليها منذ فترة طويلة. بفضلها بنشوف يومنا بيطلع أحسن ونقدر نتغذى كويس ونشجع على التعليم. شكرا ليكم يا حكومة!",مكتب زهراء التموين,بورسعيد,أنا سعيد جدا بتلقي التغذية المدرسية في محافظتي وبصراحة هي أفضل حاجة حصلت عليها منذ فترة طويلة بفضلها بنشوف يومنا بيطلع أحسن ونقدر نتغذى كويس ونشجع على التعليم شكرا ليكم يا حكومة
5,"أنا راضية جدا على خدمة التموين في مطروح, هي فعلا حاجة للناس اللي عايشين هناك. أنا بشكر الحكومة على المجهود الكبير ده.",جمعية ساقية الساحل,مطروح,أنا راضية جدا على خدمة التموين في مطروح هي فعلا حاجة للناس اللي عايشين هناك أنا بشكر الحكومة على المجهود الكبير ده
1,"أنا مش راضيه عن خدمات التموين في الجيزة, مش عارف ليه كل الوقت بنستنى الطوابير طويلة جدا ومش عارفين نخلص منهم بسرعة. لو كان فيه أي تحسن هيبقا أحسن كتير بكتير!",مكتب سند التموين,الجيزة,أنا مش راضيه عن خدمات التموين في الجيزة مش عارف ليه كل الوقت بنستنى الطوابير طويلة جدا ومش عارفين نخلص منهم بسرعة لو كان فيه أي تحسن هيبقا أحسن كتير بكتير
3,"أنا سعيد جدا لأنك استمتعت بوقتك مع خدمتنا! نحن نقدر ملاحظاتك ونعمل بجد لتحسين تجربتك أكثر فأكثر. شكرا لك على دعمنا, ونتطلع إلى تقديم المزيد من الخدمات الرائعة لك قريبا.",جمعية البيت السعيد,الجيزة,أنا سعيد جدا لأنك استمتعت بوقتك مع خدمتنا نحن نقدر ملاحظاتك ونعمل بجد لتحسين تجربتك أكثر فأكثر شكرا لك على دعمنا ونتطلع إلى تقديم المزيد من الخدمات الرائعة لك قريبا
4,"أنا سعيد جدًا بالخدمة اللي تقدمها الحكومة, بس للأسف هي مش بتكون بنفس الجودة كل الوقت. فبالتالي أحتاج لأتأكد أني أتناول الطعام الصحي والمفيد لي ولاسرتي. بالتوفيق!",جمعية غذاء الحياة,السويس,أنا سعيد جدا بالخدمة اللي تقدمها الحكومة بس للأسف هي مش بتكون بنفس الجودة كل الوقت فبالتالي أحتاج لأتأكد أني أتناول الطعام الصحي والمفيد لي ولاسرتي بالتوفيق
2,"أنا مش فاهم الحاجة ليه, لكن هقول رأيي بصراحة. الخدمة دي كانت صعبة جدا بالنسبة لي, كل مرة أجيب فيها عليها يكون عندي مشكلة مع الطلب أو السعر. أكيد أفضل لو كان فيه تحسينات على جودة الخدمات والأسعار كمان.",مكتب خير زمان,الجيزة,أنا مش فاهم الحاجة ليه لكن هقول رأيي بصراحة الخدمة دي كانت صعبة جدا بالنسبة لي كل مرة أجيب فيها عليها يكون عندي مشكلة مع الطلب أو السعر أكيد أفضل لو كان فيه تحسينات على جودة الخدمات والأسعار كمان
4,"أنا سعيد لتقديم تعليقي على خدمتي التموينية! لقد كنت أستخدمها لفترة طويلة الآن وأعتقد أنها تعمل بشكل جيد جدا بالنسبة لي ولعائلتي. نحن نقدر حقا كمية الطعام التي نحصل عليها كل شهر ونقدر أيضا كيف يتم توصيل الطلب إلى منزلنا بسهولة وأمان. أتمنى لو كانت هناك المزيد من الخدمات المماثلة المتاحة للناس, خاصة الذين يعيشون بعيدا عن مراكز التسوق الكبيرة. شكرا لكم جميعا على جعل هذا ممكن!",جمعية الحياة,السويس,أنا سعيد لتقديم تعليقي على خدمتي التموينية لقد كنت أستخدمها لفترة طويلة الآن وأعتقد أنها تعمل بشكل جيد جدا بالنسبة لي ولعائلتي نحن نقدر حقا كمية الطعام التي نحصل عليها كل شهر ونقدر أيضا كيف يتم توصيل الطلب إلى منزلنا بسهولة وأمان أتمنى لو كانت هناك المزيد من الخدمات المماثلة المتاحة للناس خاصة الذين يعيشون بعيدا عن مراكز التسوق الكبيرة شكرا لكم جميعا على جعل هذا ممكن
3,"أنا مش راضي على خدمات التموين دي, أنا أخدت منها ثلاث نجوم بس عشان أقدر أستعملها. بصراحة, الخدمات بتكون بطيئة أوي وبتحصل مشاكل كتير, وكمان الأسعار بتيجي غالية جدا مقارنة بجودة الأكل. أتمنى لو يتم تحسين المستوى ده.",مكتب الخير,الإسكندرية,أنا مش راضي على خدمات التموين دي أنا أخدت منها ثلاث نجوم بس عشان أقدر أستعملها بصراحة الخدمات بتكون بطيئة أوي وبتحصل مشاكل كتير وكمان الأسعار بتيجي غالية جدا مقارنة بجودة الأكل أتمنى لو يتم تحسين المستوى ده
3,"أنا مش عارف أقول إيه على الخدمه دي, بس هي بقت أسوأ أوي بمرور الوقت!",مكتب الرابطة,الإسكندرية,أنا مش عارف أقول إيه على الخدمه دي بس هي بقت أسوأ أوي بمرور الوقت
2,"أنا مش بحب الخدمة دي خالص! إنها سيئة جدا ومش بتقدم أي قيمة حقيقية للمواطنين اللي محتاجين الدعم. أتمنى لو يكون هناك تحسينات كبيرة على الطريقة التي يتم بها تقديم الوجبات الغذائية, لأن حاليا هي مجرد أكلة رخيصة وحشة ولا تستحق كل هذا الجهد.",مكتب نور المتحدة للتموين,الشرقية,أنا مش بحب الخدمة دي خالص إنها سيئة جدا ومش بتقدم أي قيمة حقيقية للمواطنين اللي محتاجين الدعم أتمنى لو يكون هناك تحسينات كبيرة على الطريقة التي يتم بها تقديم الوجبات الغذائية لأن حاليا هي مجرد أكلة رخيصة وحشة ولا تستحق كل هذا الجهد
2,"أنا مش راضي تماما على خدمة التموين في سوهاج, بالرغم أنها بتحاول تساعد الناس لكن الحاجات اللي بتقدمها مش كافية بالنسبة لي. أنا عايز أكل كويس ومش عاوز أتعامل مع أي مشكلة كل شوية.",جمعية غذاء,سوهاج,أنا مش راضي تماما على خدمة التموين في سوهاج بالرغم أنها بتحاول تساعد الناس لكن الحاجات اللي بتقدمها مش كافية بالنسبة لي أنا عايز أكل كويس ومش عاوز أتعامل مع أي مشكلة كل شوية
2,"أنا مش عارف أتكلم بصراحة على الموضوع ده, لكن أعتقد أنه محتاج تحسين كبير عشان يكون فعلا مفيد للمواطنين.",مكتب الطيبات,دمياط,أنا مش عارف أتكلم بصراحة على الموضوع ده لكن أعتقد أنه محتاج تحسين كبير عشان يكون فعلا مفيد للمواطنين
4,"أنا سعيد بتقديم خدمات التموين في محافظتنا بالقاهرة! على الرغم من بعض المشكلات الصغيرة هنا وهناك, إلا أنني أعتقد أنهم يقومون بعمل جيد بشكل عام. لن أكون قادرا أبدا على الحصول على طعام أفضل بسعر أقل! #خدمة_التموين #القاهرة",الجمعية المصرية لتغليف الطعام,القاهرة,أنا سعيد بتقديم خدمات التموين في محافظتنا بالقاهرة على الرغم من بعض المشكلات الصغيرة هنا وهناك إلا أنني أعتقد أنهم يقومون بعمل جيد بشكل عام لن أكون قادرا أبدا على الحصول على طعام أفضل بسعر أقل خدمةالتموين القاهرة
3,"أنا مش عارف ليه الناس بتتكلم كتير على خدمات التموين, لكن بصراحة مفيش فرق كبير بينها وبين الخدمات الأخرى فى المحافظة. ممكن يكون فيه بعض الأخطاء هنا وهناك, لكن فى المجمل احنا بنستمتع بالطعام اللى بيتناولوه. نتمنى لو كان هناك المزيد من التحسينات فى المستقبل.",المكتبة الثقافية,المنوفية,أنا مش عارف ليه الناس بتتكلم كتير على خدمات التموين لكن بصراحة مفيش فرق كبير بينها وبين الخدمات الأخرى فى المحافظة ممكن يكون فيه بعض الأخطاء هنا وهناك لكن فى المجمل احنا بنستمتع بالطعام اللى بيتناولوه نتمنى لو كان هناك المزيد من التحسينات فى المستقبل
4,"أنا مستمتع بالخدمة اللي بتقدمها, بس هي محتاجة تحسينات زي زيادة عدد السيارات والبائعين وكمان توفير خيارات أكل أفضل.",مكتب الشروق للغذاء,القاهرة,أنا مستمتع بالخدمة اللي بتقدمها بس هي محتاجة تحسينات زي زيادة عدد السيارات والبائعين وكمان توفير خيارات أكل أفضل
4,أنا سعيد جدا لتقديم تقييم إيجابي لخدمة التوزيع في محافظتي. لقد ساعدتني كثيرًا خلال الشهر الماضي، خاصة مع زيادة الطلب على البقالة بسبب الوباء. أقدر الجهد المبذول لضمان وصول المواد الغذائية إلى كل منزل بأمان وكفاءة. شكرا لكم!,جمعية التعاون الغذائي,البحيرة,أنا سعيد جدا لتقديم تقييم إيجابي لخدمة التوزيع في محافظتي لقد ساعدتني كثيرا خلال الشهر الماضي خاصة مع زيادة الطلب على البقالة بسبب الوباء أقدر الجهد المبذول لضمان وصول المواد الغذائية إلى كل منزل بأمان وكفاءة شكرا لكم
2,"أنا مش راضي على الخدمات دي, لازم يتحسنوا أكتر عشان نقدر نستفيد منهم بشكل أفضل.",مكتب الخير,الدقهلية,أنا مش راضي على الخدمات دي لازم يتحسنوا أكتر عشان نقدر نستفيد منهم بشكل أفضل
2,"أنا مش راضي خالص على خدمة التموين هنا في بني سويف, إنها أسوأ مما توقعنا! احنا بنستلم حاجات مهلهلة ومش طازجه, وأحياننا كمان بنضيع وقت طويل علشان نستلم الحاجات اللي لازم يكون عندنا قبل كده. لو كان الأمر بيدي هعمل زي الناس دول وعملوا نظام توصيل للبيت عشان نقدر نأكل كويس ونبقى صحين.",مكتب نور بنى سويف,بني سويف,أنا مش راضي خالص على خدمة التموين هنا في بني سويف إنها أسوأ مما توقعنا احنا بنستلم حاجات مهلهلة ومش طازجه وأحياننا كمان بنضيع وقت طويل علشان نستلم الحاجات اللي لازم يكون عندنا قبل كده لو كان الأمر بيدي هعمل زي الناس دول وعملوا نظام توصيل للبيت عشان نقدر نأكل كويس ونبقى صحين
3,"أنا مش راضيا على خدمات التموين في السويس, هما المفروض يكونوا أفضل شوية.",مكتب سمسمة للتوريد,السويس,أنا مش راضيا على خدمات التموين في السويس هما المفروض يكونوا أفضل شوية
1,"أنا مش فاهم حاجه, ده تقييم كويس ولا لأ?",جمعية إطعام الأسكندرية,الإسكندرية,أنا مش فاهم حاجه ده تقييم كويس ولا لأ
2,"أنا رايحة أعلق على خدمات التموين في مطروح, والله هي مش كويسة خالص! أنا كنت جاية أستلم البقالة الأسبوع اللي فات ومش لاقيه الحاجات دي كلها, ولا حتى المياه المعبأة بتاعت الصرف الصحي.",جمعية سواعد مطروح,مطروح,أنا رايحة أعلق على خدمات التموين في مطروح والله هي مش كويسة خالص أنا كنت جاية أستلم البقالة الأسبوع اللي فات ومش لاقيه الحاجات دي كلها ولا حتى المياه المعبأة بتاعت الصرف الصحي
5,"أنا سعيد جدا بخدمة التموين في القاهرة, فهي ممتازة تماما ومريحة للناس اللي مش قادرين يروحوا السوق كل يوم.",الجمعية المصرية للغذاء,القاهرة,أنا سعيد جدا بخدمة التموين في القاهرة فهي ممتازة تماما ومريحة للناس اللي مش قادرين يروحوا السوق كل يوم
1,"أنا مش راضي خالص على مستوى الخدمات فى محافظة الجيزة, خصوصا التموين! احنا بنحتاج نطور ونحسن من جودة الخدمة دى علشان نقدر نستفيد منها بشكل صحيح.",الجمعية التعاونية للتمور,الجيزة,أنا مش راضي خالص على مستوى الخدمات فى محافظة الجيزة خصوصا التموين احنا بنحتاج نطور ونحسن من جودة الخدمة دى علشان نقدر نستفيد منها بشكل صحيح
5,"أنا سعيد جدا بخدمة التموين في المحافظة, لأنها تساعدنا كتير في توفير الحاجات الأساسية للعائلة بأسعار معقولة.",مكتب التغذية,السويس,أنا سعيد جدا بخدمة التموين في المحافظة لأنها تساعدنا كتير في توفير الحاجات الأساسية للعائلة بأسعار معقولة
5,"أنا مش عارفة أتكلم عنها, لكن الحمد لله إحنا بنستفيد منها جدا. أنا دايما بحتاجها وأعمل طلبات للأكل والأشياء دي.",جمعية البيت الحلو,القاهرة,أنا مش عارفة أتكلم عنها لكن الحمد لله إحنا بنستفيد منها جدا أنا دايما بحتاجها وأعمل طلبات للأكل والأشياء دي
4,"بالرغم من المجهود اللي بيتموه, لكن ديما في مشاكل مع التوصيل والتوقيت مش منتظم خالص.",المكتب المصري لتوريد الأغذية,الغربية,بالرغم من المجهود اللي بيتموه لكن ديما في مشاكل مع التوصيل والتوقيت مش منتظم خالص
3,"أنا مش راضيا تماما على خدمة التموين هنا في بورسعيد, رغم أنها كويسة لكن يمكن أحسن بكتير! أخدوا مننا كتير وقت ونفسي عشان نأكل ونشرب, وأظن لو الحكومة كانت بتحاول فعلا تحسن الأمور كان ممكن توفر لينا خدمات أفضل. أتمنى أنهم يقدروا مشاكلنا ويصححوا الأخطاء اللي فيها.",جمعية مطبخ الحياة,بورسعيد,أنا مش راضيا تماما على خدمة التموين هنا في بورسعيد رغم أنها كويسة لكن يمكن أحسن بكتير أخدوا مننا كتير وقت ونفسي عشان نأكل ونشرب وأظن لو الحكومة كانت بتحاول فعلا تحسن الأمور كان ممكن توفر لينا خدمات أفضل أتمنى أنهم يقدروا مشاكلنا ويصححوا الأخطاء اللي فيها
2,"أنا مش فاهم حاجه, يعني ايه خدمه التموين?! بس اللي أعرفه إنها بتكون جامده جدا في بعض الأماكن ومش دايما توفر الحاجات الأساسية للناس. لو عايزين نقدر ونقدر حق الناس, لازم يكون فيه تحسين في الخدمات الحكومية بشكل عام.",اتحاد بركة السمك الأبيض,البحيرة,أنا مش فاهم حاجه يعني ايه خدمه التموين بس اللي أعرفه إنها بتكون جامده جدا في بعض الأماكن ومش دايما توفر الحاجات الأساسية للناس لو عايزين نقدر ونقدر حق الناس لازم يكون فيه تحسين في الخدمات الحكومية بشكل عام
2,"أنا مش راضيا خالص على الخدمات التانية اللي بنشوفها هنا في الجيزة, ده حتى الأكل بيقعد ساعات طويلة قبل ما يصل لحد البيت! لو كنت رئيس الجمهورية هغير كل حاجة من الأول ونبدأ من الصفر عشان الناس تقدر تستمتع بحياتها بدون مشاكل ولا تأخير.",مكتب الطعام الصحي مكتب الغذاء الجيد,الجيزة,أنا مش راضيا خالص على الخدمات التانية اللي بنشوفها هنا في الجيزة ده حتى الأكل بيقعد ساعات طويلة قبل ما يصل لحد البيت لو كنت رئيس الجمهورية هغير كل حاجة من الأول ونبدأ من الصفر عشان الناس تقدر تستمتع بحياتها بدون مشاكل ولا تأخير
3,"أنا عايز أقول إن خدمة التموين في محافظتنا مش حلوة خالص, دي حاجة محروقة بجد! الناس بتروح تستلم الحصة ولا هي بتشوف منها إلا المشاكل والأخطاء. لازم يتحسن الوضع ده بسرعة قبل ما الشعب يفقد الثقة في الحكومة بالكامل.",المكتبة الثقافية,المنوفية,أنا عايز أقول إن خدمة التموين في محافظتنا مش حلوة خالص دي حاجة محروقة بجد الناس بتروح تستلم الحصة ولا هي بتشوف منها إلا المشاكل والأخطاء لازم يتحسن الوضع ده بسرعة قبل ما الشعب يفقد الثقة في الحكومة بالكامل
1,أنا مش عارفة ليه الناس بتكره خدمة التموين! هي بس بوفر علينا تعب الذهاب للبقالة كل يوم ومش بنخسر الوقت والجهد. وكمان الأسعار فيها معقولة جدا مقارنة بالجزارة والمحمصة اللي بقت غالية أوي الفترة دي. أتمنى لو الناس تقدر تستفيد منها أكثر وتتعلم كيف تحافظ على المال بدل ما تضيعوا وقتكم ومالكوا في الحاجات التافهة.,مركز طهطا للتغذية,سوهاج,أنا مش عارفة ليه الناس بتكره خدمة التموين هي بس بوفر علينا تعب الذهاب للبقالة كل يوم ومش بنخسر الوقت والجهد وكمان الأسعار فيها معقولة جدا مقارنة بالجزارة والمحمصة اللي بقت غالية أوي الفترة دي أتمنى لو الناس تقدر تستفيد منها أكثر وتتعلم كيف تحافظ على المال بدل ما تضيعوا وقتكم ومالكوا في الحاجات التافهة
1,"أنا مش راضيه على خدمات التموين اللي بنستلمها هنا في المنصورة, عشان كده حطيت تقييمها واحد ونصف من خمس نجوم. احنا محتاجين نستبدلوا الحاجات القديمة باخر جديدة ونبقى قادرين نأكل كويس.",مكتب التغذية الصحية,الدقهلية,أنا مش راضيه على خدمات التموين اللي بنستلمها هنا في المنصورة عشان كده حطيت تقييمها واحد ونصف من خمس نجوم احنا محتاجين نستبدلوا الحاجات القديمة باخر جديدة ونبقى قادرين نأكل كويس
1,"أنا مش راضيه جدا على الخدمه دي, فهي بتقدم أكتر من اللازم وبتحتاج لتحسين كبير! لو كان ممكن أغير التقييم, هغيره فورا.",جمعية الواحة للتغذية,السويس,أنا مش راضيه جدا على الخدمه دي فهي بتقدم أكتر من اللازم وبتحتاج لتحسين كبير لو كان ممكن أغير التقييم هغيره فورا
1,"أنا مش فاهم الكلام ده كويس, بس عايز أقول إن الخدمات اللي بنستلمها هنا في القليوبية بحاجة لتحسين كبير! إحنا محتاجين نتلقى الدعم الكافي ونحصل على خدمات أفضل عشان نقدر نحقق التقدم المنشود لبلدنا الحبيبة.",جمعية السندس,القليوبية,أنا مش فاهم الكلام ده كويس بس عايز أقول إن الخدمات اللي بنستلمها هنا في القليوبية بحاجة لتحسين كبير إحنا محتاجين نتلقى الدعم الكافي ونحصل على خدمات أفضل عشان نقدر نحقق التقدم المنشود لبلدنا الحبيبة
1,"أنا مش عارف أحكي إيه, لكن أنا رأيي الشخصي إن الخدمات دي لازم تتحسن علشان الناس تقدر تعيش كويس هنا. لو كان عندك اقتراح لتحسينها, قول لي!",الجمعية المصرية لخدمات التموين,المنيا,أنا مش عارف أحكي إيه لكن أنا رأيي الشخصي إن الخدمات دي لازم تتحسن علشان الناس تقدر تعيش كويس هنا لو كان عندك اقتراح لتحسينها قول لي
5,"بالمناسبة, أنا شايف إن خدمات التوصيل بتاعتنا ف مصر تحسنت جدا خلال الفترة الأخيرة! ربنا يبارك اللي بيحاول يعمل حاجة حلوة للبلد.",مكتب هناء للتغذية,القاهرة,بالمناسبة أنا شايف إن خدمات التوصيل بتاعتنا ف مصر تحسنت جدا خلال الفترة الأخيرة ربنا يبارك اللي بيحاول يعمل حاجة حلوة للبلد
3,"أنا مش عارف أقول إيه, لكن أعتقد أنه ممكن تتحسن شوية لو عملوا حاجات تانية مع الأكل كمان.",مكتب لوجيستيات التموين,الجيزة,أنا مش عارف أقول إيه لكن أعتقد أنه ممكن تتحسن شوية لو عملوا حاجات تانية مع الأكل كمان
2,"أنا مش راضي على خدمة التموين هنا في الجيزة, لأنها مفيهاش جودة ولا دقة. بنشوف الناس بتروح وتجي بحاجات كتير مش لاقية, وبنعرف ناس بتحب تاكل كويس جدا وبنحتاج نزيدها ونطورها أكتر.",مكتب سند التموين,الجيزة,أنا مش راضي على خدمة التموين هنا في الجيزة لأنها مفيهاش جودة ولا دقة بنشوف الناس بتروح وتجي بحاجات كتير مش لاقية وبنعرف ناس بتحب تاكل كويس جدا وبنحتاج نزيدها ونطورها أكتر
2,"أنا سعيد جدا بأن خدمتي التموين في محافظة البحيرة حصلت على تقييم 2 من أصل 5 نجوم! بالرغم من أنني أحب الطعام اللي بيقدموه, لكن الحقيقة أنه محتاجة يتحسن شوية علشان نقدر نقول إنه ممتاز تماما. أتمنى أنهم ينتبهوا لهذا الرأي ويصححوا الأخطاء دي عشان الناس تقدر تستمتع بالخدمة بشكل أفضل. شكرا لكم جميعا على وقتكم واهتمامكم.",مكتب الطعام الخير,البحيرة,أنا سعيد جدا بأن خدمتي التموين في محافظة البحيرة حصلت على تقييم من أصل نجوم بالرغم من أنني أحب الطعام اللي بيقدموه لكن الحقيقة أنه محتاجة يتحسن شوية علشان نقدر نقول إنه ممتاز تماما أتمنى أنهم ينتبهوا لهذا الرأي ويصححوا الأخطاء دي عشان الناس تقدر تستمتع بالخدمة بشكل أفضل شكرا لكم جميعا على وقتكم واهتمامكم
5,"أنا سعيد جدا بخدمة التموين في الجيزة! إنها حقا تساعد الناس على توفير الوقت والجهد, خاصة خلال الزحام الشديد في القاهرة. شكرا جزيلا للحكومة على تقديم مثل هذا النظام الرائع والمفيد للناس.",مكتب الطعام الصحي مكتب الغذاء الجيد,الجيزة,أنا سعيد جدا بخدمة التموين في الجيزة إنها حقا تساعد الناس على توفير الوقت والجهد خاصة خلال الزحام الشديد في القاهرة شكرا جزيلا للحكومة على تقديم مثل هذا النظام الرائع والمفيد للناس
1,"أنا مش فاهم الحاجات اللي بتحصل, بس لو عايز أتكلم عنها لازم أعرف تفاصيل أكثر.",مكتب الخير للإمداد,الإسكندرية,أنا مش فاهم الحاجات اللي بتحصل بس لو عايز أتكلم عنها لازم أعرف تفاصيل أكثر
3,"أنا مش راضي على خدمة التوصيل دي, أنا بعتاب عليها جدا لأنها بطيئة أوي ومش كويسة خالص, ممكن يكونوا أحسن شوية.",مكتب الطعام الصحي,الإسكندرية,أنا مش راضي على خدمة التوصيل دي أنا بعتاب عليها جدا لأنها بطيئة أوي ومش كويسة خالص ممكن يكونوا أحسن شوية
1,"أنا مش عارف ليه خدمة التموين بقت كده, ده المفروض إحنا نقدر على الأقل نأكل كويس ونعيش بكرامة. لو كانت الحكومة مهتمة بينا فعلا كانوا عملوا حاجة عشان نحسن الوضع بدل ما يبقى أسوأ وأسوأ كل يوم. أتمنى أنهم يروا هذا ويغيروا منه.",مكتب الأغذية الصحية,البحيرة,أنا مش عارف ليه خدمة التموين بقت كده ده المفروض إحنا نقدر على الأقل نأكل كويس ونعيش بكرامة لو كانت الحكومة مهتمة بينا فعلا كانوا عملوا حاجة عشان نحسن الوضع بدل ما يبقى أسوأ وأسوأ كل يوم أتمنى أنهم يروا هذا ويغيروا منه
2,"أنا مش راضيا تماما على الخدمة دي, لأنها كانت ضعيفة جدا ومفيش جودة فيها. أتمنى أنهم يحسنوا اللي بيعملوه ويقدروا الناس بشكل أفضل.",مجلس التنمية المستدامة للجمعية,كفر الشيخ,أنا مش راضيا تماما على الخدمة دي لأنها كانت ضعيفة جدا ومفيش جودة فيها أتمنى أنهم يحسنوا اللي بيعملوه ويقدروا الناس بشكل أفضل
4,"أنا سعيد جدا بخدمة التموين في مدينة مرسى مطروح لأنها توفر لنا كل احتياجاتنا ونستطيع توفير المال بدلا من الذهاب إلى القاهرة. لكن هناك بعض المشاكل مثل نقص المواد الغذائية أحيانا, ولكن على العموم هي تجربة جيدة بالنسبة لي ولعائلتي.",جمعية سواعد مطروح,مطروح,أنا سعيد جدا بخدمة التموين في مدينة مرسى مطروح لأنها توفر لنا كل احتياجاتنا ونستطيع توفير المال بدلا من الذهاب إلى القاهرة لكن هناك بعض المشاكل مثل نقص المواد الغذائية أحيانا ولكن على العموم هي تجربة جيدة بالنسبة لي ولعائلتي
5,"أنا سعيد جدا بخدمة التموين في محافظتنا, لأنها تساعدنا على توفير الوقت والجهد وتوفير المال كمان. ربنا يبارك فيها ويبارك اللي بيقدموها ليها. شكرا جزيلا!",مكتب نوران للتغذية,سوهاج,أنا سعيد جدا بخدمة التموين في محافظتنا لأنها تساعدنا على توفير الوقت والجهد وتوفير المال كمان ربنا يبارك فيها ويبارك اللي بيقدموها ليها شكرا جزيلا
4,"أنا سعيد جدا بمدي خدمات التموين في محافظتنا, لأنها تساعدنا كتير على توفير الوقت والجهد بدلا من الذهاب إلى المحلات كل يوم لشراء الحاجات المطلوبة. لكن أتمنى لو أنهم يضيفوا بعض الأصناف الجديدة التي نحتاجها في حياتنا اليومية علشان نقدر نستمتع بالخدمة أكثر. شكرا لكم.",مؤسسة الطعام الصحي,القاهرة,أنا سعيد جدا بمدي خدمات التموين في محافظتنا لأنها تساعدنا كتير على توفير الوقت والجهد بدلا من الذهاب إلى المحلات كل يوم لشراء الحاجات المطلوبة لكن أتمنى لو أنهم يضيفوا بعض الأصناف الجديدة التي نحتاجها في حياتنا اليومية علشان نقدر نستمتع بالخدمة أكثر شكرا لكم
1,"أنا مش راضي تماما على خدمة التموين هنا في البحيرة, لأن بعض الأوقات بتكون الأكلة متغيرة أوي ومفيش ضمان أنها هتبقى صالحة للأكل ولا لأ. لازم يتعمل تحسينات أكتر عشان الناس تقدر تثق فيهم وتثق في الخدمة دي.",جمعية بركة التغذية,البحيرة,أنا مش راضي تماما على خدمة التموين هنا في البحيرة لأن بعض الأوقات بتكون الأكلة متغيرة أوي ومفيش ضمان أنها هتبقى صالحة للأكل ولا لأ لازم يتعمل تحسينات أكتر عشان الناس تقدر تثق فيهم وتثق في الخدمة دي
