stars,review,district,governorate,clean_review,predicted_sentiment
3,"أنا مش راضي على خدمات التموين في الجيزة, لأنها دايما متأخرة وبتكسر الأكل. ده غير إنهم بيسيبوا بعض الحاجات بتاعت البقالة تروح فاضي! لو كانت أحسن هكون راضية تماما.",مكتب سناء للتجارة,الجيزة,أنا مش راضي على خدمات التموين في الجيزة لأنها دايما متأخرة وبتكسر الأكل ده غير إنهم بيسيبوا بعض الحاجات بتاعت البقالة تروح فاضي لو كانت أحسن هكون راضية تماما,Negative
4,"أنا سعيد لتقديم التعليقات على خدمات التموين! ولكن يبدو أنك قد نسيت طلب ذلك مني, لذا سأقوم بكتابة واحد الآن...

أنا شايف إن خدمة التموين في السويس كويسة جدا بس محتاجة شوية تحسينات. مثلا, يمكن يكون هناك المزيد من التنوع في الاختيارات المتاحة للناس. وكمان, ممكن يكونوا يوفروا أكثر ف الطعام لأنه مش كتير.",جمعية غذاء الحياة,السويس,أنا سعيد لتقديم التعليقات على خدمات التموين ولكن يبدو أنك قد نسيت طلب ذلك مني لذا سأقوم بكتابة واحد الآن أنا شايف إن خدمة التموين في السويس كويسة جدا بس محتاجة شوية تحسينات مثلا يمكن يكون هناك المزيد من التنوع في الاختيارات المتاحة للناس وكمان ممكن يكونوا يوفروا أكثر ف الطعام لأنه مش كتير,Positive
4,"أنا سعيد جدا بتلقي التعليقات الإيجابية حول خدمات التموين في محافظتنا الحبيبة, القاهرة! نحن نقدر جهودكم ونعمل بجد لتقديم أفضل الخدمات لكم جميعا. شكرا جزيلا لتفهمكم وصبركم. #القاهرة_تحبك",مكتب التموين,القاهرة,أنا سعيد جدا بتلقي التعليقات الإيجابية حول خدمات التموين في محافظتنا الحبيبة القاهرة نحن نقدر جهودكم ونعمل بجد لتقديم أفضل الخدمات لكم جميعا شكرا جزيلا لتفهمكم وصبركم القاهرةتحبك,Positive
3,"أنا مش راضي تماما على خدمات التموين هنا, لأن الأسعار غالية جدا ومش كويسة بالنسبة للناس اللي عايشين ظروف صعبة.",مكتب التموين الحضري,دمياط,أنا مش راضي تماما على خدمات التموين هنا لأن الأسعار غالية جدا ومش كويسة بالنسبة للناس اللي عايشين ظروف صعبة,Negative
4,"أنا مش راضيه على خدمة التموين ده خالص! مفيش أمان ولا جودة في الأكل اللي بيتم توصيله لحد البيت, دايما بنشعر بالخوف لأننا متأكدين إننا هنأكل حاجة فاسدة أو بها حشرات! لو كنت مسؤول لازم أعمل ايه? هرجع كل الحاجات بتاعتي وأطلب من مكان تاني أحسن بكتير.",مكتب التموين,دمياط,أنا مش راضيه على خدمة التموين ده خالص مفيش أمان ولا جودة في الأكل اللي بيتم توصيله لحد البيت دايما بنشعر بالخوف لأننا متأكدين إننا هنأكل حاجة فاسدة أو بها حشرات لو كنت مسؤول لازم أعمل ايه هرجع كل الحاجات بتاعتي وأطلب من مكان تاني أحسن بكتير,Negative
4,"أنا مش مرتاح للخدمة دي خالص, كل مرة أروح فيها لأقرب مكتب بتتأخر الطلبات وأرجع خايب أمل! لو كان لي حق الاختيار كنت اخترت مكان تاني, لكن للأسف لازم نرضى بالظرف ونعمل اللي علينا عشان نعيش!",جمعية طيبة للإطعام,دمياط,أنا مش مرتاح للخدمة دي خالص كل مرة أروح فيها لأقرب مكتب بتتأخر الطلبات وأرجع خايب أمل لو كان لي حق الاختيار كنت اخترت مكان تاني لكن للأسف لازم نرضى بالظرف ونعمل اللي علينا عشان نعيش,Negative
2,"أنا مش عارف أقول أي حاجة إيجابية عن خدمات التموين هنا في مطروح, بس لو حد سألني رأيي هقول إن الخدمات سيئة جدا ومش فاهمة ليه الحكومة بتعمل كده! يعني احنا ندفع فلوس كتير على كل الحاجات اللي بنحتاجها علشان نعيش حياة كريمة, لكن لما بنطلب حاجات بسيطة زي الأكل النهاردة يبقى صعب أوي نحصل عليها. وكمان الأسعار كلها غالية وبقت تاخد مننا كل قرشا إحنا عندنا! أنا عاوز الحق أعيش بكرامة ولا إيه?!",شركة مروة للطعام,مطروح,أنا مش عارف أقول أي حاجة إيجابية عن خدمات التموين هنا في مطروح بس لو حد سألني رأيي هقول إن الخدمات سيئة جدا ومش فاهمة ليه الحكومة بتعمل كده يعني احنا ندفع فلوس كتير على كل الحاجات اللي بنحتاجها علشان نعيش حياة كريمة لكن لما بنطلب حاجات بسيطة زي الأكل النهاردة يبقى صعب أوي نحصل عليها وكمان الأسعار كلها غالية وبقت تاخد مننا كل قرشا إحنا عندنا أنا عاوز الحق أعيش بكرامة ولا إيه,Negative
4,"أنا سعيد جدا بتقديم خدمتي في مجال التموين, ولكن للأسف, هناك بعض المشكلات التي تواجهنا. أولا وقبل كل شيء, نحن بحاجة إلى تحسين جودة الطعام الذي نقدمه للناس, لأنه ليس كما ينبغي أن يكون! ثانيا, نحتاج أيضا إلى توفير المزيد من الموظفين للتعامل مع الطلبات بكفاءة أكبر. وأخيرا وليس آخرا, نحن بحاجة لأن نكون أكثر شفافية بشأن الأسعار والتكلفة الإضافية للطعام المقدم لنا. شكرا لكم على اهتمامكم ودعمكم المستمرين. #البحيرة_تأمين #خدمات_الت",اتحاد التموين البحري في المحافظة,البحيرة,أنا سعيد جدا بتقديم خدمتي في مجال التموين ولكن للأسف هناك بعض المشكلات التي تواجهنا أولا وقبل كل شيء نحن بحاجة إلى تحسين جودة الطعام الذي نقدمه للناس لأنه ليس كما ينبغي أن يكون ثانيا نحتاج أيضا إلى توفير المزيد من الموظفين للتعامل مع الطلبات بكفاءة أكبر وأخيرا وليس آخرا نحن بحاجة لأن نكون أكثر شفافية بشأن الأسعار والتكلفة الإضافية للطعام المقدم لنا شكرا لكم على اهتمامكم ودعمكم المستمرين البحيرةتأمين خدماتالت,Positive
5,"أنا سعيد جدا بخدمة التموين في محافظتنا لأنها بتوفر حاجاتنا وبتخفف علينا كتير, بفضلها بنقدر نستمتع بالحياة ونعيش بشكل طبيعي. شكرا جزيلا على كل اللي تقدموه لينا!",المبادرة الغذائية,البحيرة,أنا سعيد جدا بخدمة التموين في محافظتنا لأنها بتوفر حاجاتنا وبتخفف علينا كتير بفضلها بنقدر نستمتع بالحياة ونعيش بشكل طبيعي شكرا جزيلا على كل اللي تقدموه لينا,Positive
4,"أنا سعيد جدا بهذه التجربة الجديدة! لقد طلبت مني كتابة تعليق على خدمة التوصيل التي حصلت عليها في المنصورة, وأنا فخور أنني استطعت أعطيك تقييم خمس نجوم لهذه الخدمة الرائعة. كانت الوجبة ممتازة والطعم كان رائع. شكرا جزيلا لكم على هذا التقديم الرائع. أتمنى الاستمرار بنفس الجودة والخدمة الممتازة دائما.",مكتب التموين,الدقهلية,أنا سعيد جدا بهذه التجربة الجديدة لقد طلبت مني كتابة تعليق على خدمة التوصيل التي حصلت عليها في المنصورة وأنا فخور أنني استطعت أعطيك تقييم خمس نجوم لهذه الخدمة الرائعة كانت الوجبة ممتازة والطعم كان رائع شكرا جزيلا لكم على هذا التقديم الرائع أتمنى الاستمرار بنفس الجودة والخدمة الممتازة دائما,Positive
4,"أنا سعيد جدا بتلقي هذا التقييم الإيجابي للخدمة التموينية! أقدر اهتمامكم المستمر بتحسين الخدمات المقدمة للمواطنين, وأتطلع إلى المزيد من التعاون مع الحكومة لتحقيق أهدافنا المشتركة. شكرا لكم على دعمكم وثقتكم بنا. #الحكومة_المصرية # مصر # التنمية_المستدامة",جمعية الحياة,القاهرة,أنا سعيد جدا بتلقي هذا التقييم الإيجابي للخدمة التموينية أقدر اهتمامكم المستمر بتحسين الخدمات المقدمة للمواطنين وأتطلع إلى المزيد من التعاون مع الحكومة لتحقيق أهدافنا المشتركة شكرا لكم على دعمكم وثقتكم بنا الحكومةالمصرية مصر التنميةالمستدامة,Positive
4,"أنا سعيد جدا بخدمة التموين في البحيرة, ولكن أعتقد أنها يمكن تحسينها بشكل كبير. على سبيل المثال, بعض الأيام يكون الطعام جيد والبعض الآخر ليس كذلك. بالإضافة إلى ذلك, هناك أوقات عندما نفقد الأمل في الحصول عليه بسبب التأخير الشديد. أتمنى لو أنهم يستطيعون حل المشكلة بسرعة حتى نتمكن جميعا من الاستمتاع بالطعام الجيد!",مكتب الرابطة الغذائية,البحيرة,أنا سعيد جدا بخدمة التموين في البحيرة ولكن أعتقد أنها يمكن تحسينها بشكل كبير على سبيل المثال بعض الأيام يكون الطعام جيد والبعض الآخر ليس كذلك بالإضافة إلى ذلك هناك أوقات عندما نفقد الأمل في الحصول عليه بسبب التأخير الشديد أتمنى لو أنهم يستطيعون حل المشكلة بسرعة حتى نتمكن جميعا من الاستمتاع بالطعام الجيد,Positive
3,"أنا مش راضي على خدمات التموين في القاهرة, لأن كل مرة بنروح فيها نتعرض للكسل والبهدلة! احنا لازم نتغير ونوصل لحلول فعالة عشان نقدر نستمتع بالخدمة دي.",مكتب هناء للتغذية,القاهرة,أنا مش راضي على خدمات التموين في القاهرة لأن كل مرة بنروح فيها نتعرض للكسل والبهدلة احنا لازم نتغير ونوصل لحلول فعالة عشان نقدر نستمتع بالخدمة دي,Negative
3,"أنا مش عارف أقول إيه على هذا الموضوع! بنتي كانت بتاكل ف الطعام ده لمدة شهر, وأنا بسمع الناس بيقولوا إنه كويس جدا, لكن الحقيقة هي أنه أسوأ حاجة ممكن تأكلها! كل يوم كان فيه حشرات وعناكب وبيوض, وكمان الطعم كله وحش, مفيش طعم ولا حتى لو أكلت مع صلصة الطماطم! بجد لازم يتحاسب اللي بيعمل كده عشان إحنا مش هنقبل كدة تاني!",مكتب الطعام الصحي,قنا,أنا مش عارف أقول إيه على هذا الموضوع بنتي كانت بتاكل ف الطعام ده لمدة شهر وأنا بسمع الناس بيقولوا إنه كويس جدا لكن الحقيقة هي أنه أسوأ حاجة ممكن تأكلها كل يوم كان فيه حشرات وعناكب وبيوض وكمان الطعم كله وحش مفيش طعم ولا حتى لو أكلت مع صلصة الطماطم بجد لازم يتحاسب اللي بيعمل كده عشان إحنا مش هنقبل كدة تاني,Negative
3,"أنا عايز أقول إن خدمات التموين دي مش كويسة خالص! هي بتأخر كتير, والأكل بتاعهم مزق وبقاله يوم كله! لو كان لي حق الاختيار كنت اخترت مكان تاني تماما.",مكتب الطعام الخيري,الإسكندرية,أنا عايز أقول إن خدمات التموين دي مش كويسة خالص هي بتأخر كتير والأكل بتاعهم مزق وبقاله يوم كله لو كان لي حق الاختيار كنت اخترت مكان تاني تماما,Negative
2,"أنا مش عارف أعمل إيه, كل مرة بيجي توصيل الطلبات متأخر جدا ومش مضمون أبدا! دي أسوأ خدمة اتعاملت معاها على الإطلاق. أتمنى لو كان فيه حل عشان نقدر نستمتع بالطعام اللي بنشتروا منه!",مؤسسة دوز,القليوبية,أنا مش عارف أعمل إيه كل مرة بيجي توصيل الطلبات متأخر جدا ومش مضمون أبدا دي أسوأ خدمة اتعاملت معاها على الإطلاق أتمنى لو كان فيه حل عشان نقدر نستمتع بالطعام اللي بنشتروا منه,Negative
5,"أنا سعيد جدا بتلقي التغذية المدرسية, لأنها تساعد الأطفال على التعلم والنمو بشكل صحيح. لكن المشكلة الوحيدة هي أنهم أحيانا بيخلوا بعض الأشياء المهمة زي العدسات والنظارات الطبية. أتمنى لو كانوا بيعملوها صح.",المكتبة الثقافية,المنوفية,أنا سعيد جدا بتلقي التغذية المدرسية لأنها تساعد الأطفال على التعلم والنمو بشكل صحيح لكن المشكلة الوحيدة هي أنهم أحيانا بيخلوا بعض الأشياء المهمة زي العدسات والنظارات الطبية أتمنى لو كانوا بيعملوها صح,Positive
4,أنا سعيد جدا لتقديم تعليقات على خدمات التموين في محافظتي. لقد وجدت أنها ممتازة حقا ورائعة للغاية. شكرا جزيلا لكم جميعا!,جمعية الشروق,السويس,أنا سعيد جدا لتقديم تعليقات على خدمات التموين في محافظتي لقد وجدت أنها ممتازة حقا ورائعة للغاية شكرا جزيلا لكم جميعا,Positive
5,"أنا سعيد جدا بخدمة التوصيل النهارية, دي حاجة مهمة جدا للمواطنين خاصة في ظل الظروف الحالية. أنا راض تماما عنها وأقدر الجهد المبذول لتوفيرها لنا. شكرا جزيلا على الاهتمام بنا!",اتحاد التموين البحري في المحافظة,البحيرة,أنا سعيد جدا بخدمة التوصيل النهارية دي حاجة مهمة جدا للمواطنين خاصة في ظل الظروف الحالية أنا راض تماما عنها وأقدر الجهد المبذول لتوفيرها لنا شكرا جزيلا على الاهتمام بنا,Positive
1,"أنا مش راضي خالص على خدمة التموين في سوهاج, ده كله غلطانة وبطيئة جدا. الناس بتضيع كتير والوقت ضاع علينا ومش عارفين نأكل ولا لأ. احنا محتاجين تطوير حقيقي علشان نقدر نستفيد منها بشكل صحيح.",شركة طه للتنمية المستدامة,سوهاج,أنا مش راضي خالص على خدمة التموين في سوهاج ده كله غلطانة وبطيئة جدا الناس بتضيع كتير والوقت ضاع علينا ومش عارفين نأكل ولا لأ احنا محتاجين تطوير حقيقي علشان نقدر نستفيد منها بشكل صحيح,Negative
4,"أنا سعيد جدا بخدمة التموين في محافظتنا, ولكن أعتقد أنه يمكن تحسينها أكثر. أتمنى لو كان هناك المزيد من التنوع والجودة في الطعام المقدم. لكن بشكل عام, هي تجربة جيدة وأتمنى استمراره.",جمعية الأعمال الغذائية,القاهرة,أنا سعيد جدا بخدمة التموين في محافظتنا ولكن أعتقد أنه يمكن تحسينها أكثر أتمنى لو كان هناك المزيد من التنوع والجودة في الطعام المقدم لكن بشكل عام هي تجربة جيدة وأتمنى استمراره,Positive
3,"أنا شايف إن خدمة التموين مش كويسة بالشكل ده, إحنا بنحتاج تحسين كتير علشان نقدر نستفيد منها حقنا. لازم الحكومة تعمل حاجة عشان تقدر توفر لنا الحاجات اللي نحتاجها بشكل أفضل.",جمعية خيركم للغذاء,السويس,أنا شايف إن خدمة التموين مش كويسة بالشكل ده إحنا بنحتاج تحسين كتير علشان نقدر نستفيد منها حقنا لازم الحكومة تعمل حاجة عشان تقدر توفر لنا الحاجات اللي نحتاجها بشكل أفضل,Negative
1,"أنا مش راضيا على خدمتكم في البورداس, يا جماعة! بقالك كتير وقت بتعملوا الأكل اللي بنتناوله وبقالنا سنين مبيعرفناش ناكله تاني. دي كارثة حقيقية, والله العظيم!",مؤسسة طعام البوابة الجديدة,بورسعيد,أنا مش راضيا على خدمتكم في البورداس يا جماعة بقالك كتير وقت بتعملوا الأكل اللي بنتناوله وبقالنا سنين مبيعرفناش ناكله تاني دي كارثة حقيقية والله العظيم,Negative
1,"أنا مش عارفة أعمل إيه, أنا كل اللي عاوزه أروح أتناول وجبتين في اليوم بس للأسف مفيش وقت, لازم أبقى عاملة ومش قادرة أقول لأهلي إني مشغولة عشان أدفع الفاتورة!",مجلس التعاون الخليجي للوجبات السريعة,القاهرة,أنا مش عارفة أعمل إيه أنا كل اللي عاوزه أروح أتناول وجبتين في اليوم بس للأسف مفيش وقت لازم أبقى عاملة ومش قادرة أقول لأهلي إني مشغولة عشان أدفع الفاتورة,Negative
3,"أنا بجد مش فاهم حاجة! يعني إيه خدمة التموين? والله العظيم, ده شيء غريب جدا عليا. لو كنت مواطن عادي, ممكن أختار واحدة من الحاجات اللي أعرفها كويس وأكتب عنها. بس على فكرة, هل فيه برنامج تاني زي كده يمكن أعمل عليه شوية بحث قبل كتابة البوست? لأن دي أول مرة أسمع فيها عن خدمة التموين بتاعتنا.",الجمعية التعاونية للتوريدات الغذائية,الشرقية,أنا بجد مش فاهم حاجة يعني إيه خدمة التموين والله العظيم ده شيء غريب جدا عليا لو كنت مواطن عادي ممكن أختار واحدة من الحاجات اللي أعرفها كويس وأكتب عنها بس على فكرة هل فيه برنامج تاني زي كده يمكن أعمل عليه شوية بحث قبل كتابة البوست لأن دي أول مرة أسمع فيها عن خدمة التموين بتاعتنا,Negative
2,"أنا مش راضيه على خدمات التموين هنا فى مرسى مطروح, بجد هيه بقت سيئة جدا. الأسعار غالية والحاجات اللي بنطلبها ميبقاش موجود ولا حتى متوصلا بينا بالشكل الصح. وكمان دايما بتأخرنا عن المواعيد اللى حددوها لينا ومش عارفين نتكيف مع الوضع ده. لو كنت مسئول هغير كل حاجة دلوقتي وبكره حبتين.",جمعية سواعد مطروح,مطروح,أنا مش راضيه على خدمات التموين هنا فى مرسى مطروح بجد هيه بقت سيئة جدا الأسعار غالية والحاجات اللي بنطلبها ميبقاش موجود ولا حتى متوصلا بينا بالشكل الصح وكمان دايما بتأخرنا عن المواعيد اللى حددوها لينا ومش عارفين نتكيف مع الوضع ده لو كنت مسئول هغير كل حاجة دلوقتي وبكره حبتين,Negative
3,أنا سعيد لتقديم تعليقات على خدمات التموين في محافظتي. لقد استخدمت هذا الموقع الاجتماعي لكتابة تعليقي الأول على الخدمات التموينية التي أعجبت بها بشكل عام. أعتقد أنه يمكن تحسينها قليلا ولكن بشكل عام كانت جيدة جدا بالنسبة لي! شكرا جزيلا لكم على تقديم مثل هذه المنصة الرائعة للتواصل والتفاعل مع المجتمع المحلي.,جمعية الحياة,السويس,أنا سعيد لتقديم تعليقات على خدمات التموين في محافظتي لقد استخدمت هذا الموقع الاجتماعي لكتابة تعليقي الأول على الخدمات التموينية التي أعجبت بها بشكل عام أعتقد أنه يمكن تحسينها قليلا ولكن بشكل عام كانت جيدة جدا بالنسبة لي شكرا جزيلا لكم على تقديم مثل هذه المنصة الرائعة للتواصل والتفاعل مع المجتمع المحلي,Positive
2,"أنا مش راضيين عن خدمات التموين هنا في الأسكندرية, كل شهر بنحصل على نفس الحاجات ونفس الأسعار, مفيش أي تغيير ولا تحسينات. احنا نستحق أفضل مما نقدم لنا!",الجمعية المصرية للغذاء,الإسكندرية,أنا مش راضيين عن خدمات التموين هنا في الأسكندرية كل شهر بنحصل على نفس الحاجات ونفس الأسعار مفيش أي تغيير ولا تحسينات احنا نستحق أفضل مما نقدم لنا,Positive
2,"أنا عايز أقول إن خدمة التموين في المنيا مش كويسة خالص, هما بيقدموا أكل كويس لكن المشكلة إنهم بيبطلوه قبل الموعد المحدد بربع ساعة! يعني إيه ده? أنا مش عارف هعمل ايه دلوقتي?",مكتب نور الحياة,المنيا,أنا عايز أقول إن خدمة التموين في المنيا مش كويسة خالص هما بيقدموا أكل كويس لكن المشكلة إنهم بيبطلوه قبل الموعد المحدد بربع ساعة يعني إيه ده أنا مش عارف هعمل ايه دلوقتي,Negative
3,"أنا مش عارف إيه المشكلة بالضبط, لكن أعتقد إنه لازم نعمل تغيير كويس علشان نقدر نحسن الخدمات اللي بنستلمها.",مكتب الطعام الصحي,الإسكندرية,أنا مش عارف إيه المشكلة بالضبط لكن أعتقد إنه لازم نعمل تغيير كويس علشان نقدر نحسن الخدمات اللي بنستلمها,Negative
4,"أنا سعيد جدا بخدمة التموين دي, رغم أنها مش مثالية بس هي الأفضل بالنسبة لينا دلوقتي. شكرا للحكومة على اهتمامهم بنا وبالقري الصغيرة زيي.",مكتب إطعام القليوبية,القليوبية,أنا سعيد جدا بخدمة التموين دي رغم أنها مش مثالية بس هي الأفضل بالنسبة لينا دلوقتي شكرا للحكومة على اهتمامهم بنا وبالقري الصغيرة زيي,Positive
3,أنا سعيد جدا لأنني استطعت أساعدكم اليوم!,اتحاد الغذاء الصحي,الإسكندرية,أنا سعيد جدا لأنني استطعت أساعدكم اليوم,Positive
1,"أنا مش راضي على خدمة التموين في المحافظة دي, بصراحة! كل مرة أروح فيها لأقرب فرع للتضامن الاجتماعي, ألاقي الطوابير طويلة ومش فاضية. أتمنى أنهم يحسنوا الخدمة ويتعاملوا مع الناس بشكل أحسن.",مكتب نوران للتغذية,سوهاج,أنا مش راضي على خدمة التموين في المحافظة دي بصراحة كل مرة أروح فيها لأقرب فرع للتضامن الاجتماعي ألاقي الطوابير طويلة ومش فاضية أتمنى أنهم يحسنوا الخدمة ويتعاملوا مع الناس بشكل أحسن,Positive
5,"أنا سعيد جدا بتلقي مثل هذا التقييم الإيجابي للخدمة التموينية! أقدر كل الدعم الذي أتلقاه من المواطنين المصريين, وأعدكم بأن نواصل العمل بجد لتحسين الخدمات المقدمة للجميع. شكرا جزيلا لكم على تعليقاتكم القيمة.",الجمعية التعاونية للتوريدات الغذائية,الشرقية,أنا سعيد جدا بتلقي مثل هذا التقييم الإيجابي للخدمة التموينية أقدر كل الدعم الذي أتلقاه من المواطنين المصريين وأعدكم بأن نواصل العمل بجد لتحسين الخدمات المقدمة للجميع شكرا جزيلا لكم على تعليقاتكم القيمة,Positive
3,"أنا مش عارف أتكلم بجد ولا أقول رأي شخصي, بس أعتقد إن خدمة التموين دي محتاجة شوية تطوير عشان نقدر نقول عليها رائعة. بصراحة, أنا مستاء جدا لأنهم بيقولوا علينا إننا بنأكل أكلة واحدة كل يوم! يعني ده لو كان فيه تنوع, كنت قلت إنه رائع بالفعل. أتمنى إنهم يقدروا يحسنوها في المستقبل.",مكتب التموين الدائم,دمياط,أنا مش عارف أتكلم بجد ولا أقول رأي شخصي بس أعتقد إن خدمة التموين دي محتاجة شوية تطوير عشان نقدر نقول عليها رائعة بصراحة أنا مستاء جدا لأنهم بيقولوا علينا إننا بنأكل أكلة واحدة كل يوم يعني ده لو كان فيه تنوع كنت قلت إنه رائع بالفعل أتمنى إنهم يقدروا يحسنوها في المستقبل,Positive
3,"أنا مش راضي على جودة الخدمات, خاصة التموين اللي بنستلمه كل شهر. دايما بيحصل أخطاء وبيكون فيه نقص في بعض الحاجات الأساسية. أتمنى أنهم يصححوا الوضع قريب عشان نقدر نثق فيهم تاني.",جمعية طيبة للأغذية,المنوفية,أنا مش راضي على جودة الخدمات خاصة التموين اللي بنستلمه كل شهر دايما بيحصل أخطاء وبيكون فيه نقص في بعض الحاجات الأساسية أتمنى أنهم يصححوا الوضع قريب عشان نقدر نثق فيهم تاني,Negative
1,"أنا مش راضي على الخدمة دي خالص, أنا بتكلم هنا علشان الناس تعرف مدى سوءها. كل مرة بنروح فيها ناكل حاجات قديمة وناعرة ومش طازجة أبدا! ده حتى لو كانت موجودة أصلا, يعني فين الجودة والمصداقية?!",مكتب الأعمال الغذائية,أسيوط,أنا مش راضي على الخدمة دي خالص أنا بتكلم هنا علشان الناس تعرف مدى سوءها كل مرة بنروح فيها ناكل حاجات قديمة وناعرة ومش طازجة أبدا ده حتى لو كانت موجودة أصلا يعني فين الجودة والمصداقية,Negative
4,"أنا سعيد جدا بتلقي خدمتكم الممتازة, لكن لو بتحب تتحسنوا شوية على حسب رأيي الشخصي. شكرا جزيلا لكم!",مكتب أمال,أسيوط,أنا سعيد جدا بتلقي خدمتكم الممتازة لكن لو بتحب تتحسنوا شوية على حسب رأيي الشخصي شكرا جزيلا لكم,Positive
3,أنا سعيد جدا بردود الفعل الإيجابية على خدمتي! أقدر الوقت الذي قضيته في تقييمي وأتطلع إلى تقديم المزيد من الخدمات الرائعة لك. شكرا جزيلا لك!,مكتب جمعية نور,القاهرة,أنا سعيد جدا بردود الفعل الإيجابية على خدمتي أقدر الوقت الذي قضيته في تقييمي وأتطلع إلى تقديم المزيد من الخدمات الرائعة لك شكرا جزيلا لك,Positive
5,"أنا رحت لأخد الطعام النهاردة, والله العظيم أنا مبسوطة جدا. الأكل كان كويس أوي واللحم مش موجود خالص! شكرا على الجهد المبذول.",مكتب غذاء المحافظة,الدقهلية,أنا رحت لأخد الطعام النهاردة والله العظيم أنا مبسوطة جدا الأكل كان كويس أوي واللحم مش موجود خالص شكرا على الجهد المبذول,Positive
5,"أنا سعيد جدا بالخدمات التموينية اللي بنحصل عليها هنا في الجيزة, فهي بتوصل على الباب وبتفيدنا كتير, خاصة مع الغلاء الحالي للأسعار. مش عارف ازاي الناس بتحاول تقلل من أهمية الحاجات دي! شكرا للحكومة وكل العاملين فيها.",مكتب خير زمان,الجيزة,أنا سعيد جدا بالخدمات التموينية اللي بنحصل عليها هنا في الجيزة فهي بتوصل على الباب وبتفيدنا كتير خاصة مع الغلاء الحالي للأسعار مش عارف ازاي الناس بتحاول تقلل من أهمية الحاجات دي شكرا للحكومة وكل العاملين فيها,Positive
1,"أنا مش عارفة أقول إيه بخصوص التموين, لأنه دائما بيحصل مشاكل فيه ومش عارف أتأكد من أي حاجة بتقولها. لكن لو عايزين نحسن الوضع لازم نركز على الرقابة والشفافية علشان نقدر نقارن ونقدر نقول الحقيقة.",مكتب الخير للإمداد,الإسكندرية,أنا مش عارفة أقول إيه بخصوص التموين لأنه دائما بيحصل مشاكل فيه ومش عارف أتأكد من أي حاجة بتقولها لكن لو عايزين نحسن الوضع لازم نركز على الرقابة والشفافية علشان نقدر نقارن ونقدر نقول الحقيقة,Negative
4,"أنا سعيد لتقديم تعليقات على خدمات التوصيل المختلفة! ولكن, هل يمكنك تقديم المزيد من التفاصيل حول الموضوع الذي تريد مني مناقشته?",الجمعية التعاونية للطعام الصحي,الإسكندرية,أنا سعيد لتقديم تعليقات على خدمات التوصيل المختلفة ولكن هل يمكنك تقديم المزيد من التفاصيل حول الموضوع الذي تريد مني مناقشته,Positive
4,"يا جماعة, أنا حبيت جدا خدمات التموين اللي بنشوفها في الزقازيق. الناس بتعمل بجد وبتحاول تقدم أفضل الخدمات للمواطنين. لكن برضه فيه بعض المشاكل الصغيرة زي التأخير والتوصيل الخاطئ للأصناف. أتمنى أنهم يقدرون على حل المشكلة دي عشان نقدر نستمتع بالخدمات أكتر.",مكتب التغذية الصحية,الشرقية,يا جماعة أنا حبيت جدا خدمات التموين اللي بنشوفها في الزقازيق الناس بتعمل بجد وبتحاول تقدم أفضل الخدمات للمواطنين لكن برضه فيه بعض المشاكل الصغيرة زي التأخير والتوصيل الخاطئ للأصناف أتمنى أنهم يقدرون على حل المشكلة دي عشان نقدر نستمتع بالخدمات أكتر,Positive
5,"أنا سعيد جدا بالمنتجات اللي بتوصللي على باب البيت, مش بس أنها طازجة, لكنها كمان بأسعار معقولة مقارنة ببقية المحلات.",الجمعية التعاونية للغذاء,بني سويف,أنا سعيد جدا بالمنتجات اللي بتوصللي على باب البيت مش بس أنها طازجة لكنها كمان بأسعار معقولة مقارنة ببقية المحلات,Positive
5,"أنا سعيد جدا بخدمة التموين في المحافظة الغربية, لأنها بتقدم لنا كل اللي نحتاجه وبجد هي حاجة مش عارفة أستغني عنها! شكرا لكم على تقديمكم خدمات ممتازة بفلوس معقولة, ربنا يكرمكوا ويبارك فيكم.",مكتب إمداد الغربية,الغربية,أنا سعيد جدا بخدمة التموين في المحافظة الغربية لأنها بتقدم لنا كل اللي نحتاجه وبجد هي حاجة مش عارفة أستغني عنها شكرا لكم على تقديمكم خدمات ممتازة بفلوس معقولة ربنا يكرمكوا ويبارك فيكم,Positive
4,"أنا سعيد جدا بالخدمة اللي قدمتها, لكن بصراحة لازم يتحسنوا شوية عشان نقدر نقول إنها ممتازة. أمال لو كان فيه تحسينات على الخدمة دي هتبقى أفضل بكتير! شكرا لكم.",جمعية السندس,القليوبية,أنا سعيد جدا بالخدمة اللي قدمتها لكن بصراحة لازم يتحسنوا شوية عشان نقدر نقول إنها ممتازة أمال لو كان فيه تحسينات على الخدمة دي هتبقى أفضل بكتير شكرا لكم,Positive
5,"أنا سعيد جدا بخدمة التموين دي. فعلا ممتازة, بنوصل الأكل لحد باب البيت وفي الوقت المناسب! شكرا جزيلا على هذا المجهود الرائع.",مكتب الحياة,السويس,أنا سعيد جدا بخدمة التموين دي فعلا ممتازة بنوصل الأكل لحد باب البيت وفي الوقت المناسب شكرا جزيلا على هذا المجهود الرائع,Positive
