stars,review,district,governorate,clean_review
5,"أنا سعيد جدا بخدمة التموين في المحافظة, لأنها فعلا بتوفر لنا كل اللي نحتاجه ونقدر نأكل بأمان وبسرعة. شكرا على المجهود الكبير والتوصيل السريع!",جمعية الشروق للتموين,القاهرة,أنا سعيد جدا بخدمة التموين في المحافظة لأنها فعلا بتوفر لنا كل اللي نحتاجه ونقدر نأكل بأمان وبسرعة شكرا على المجهود الكبير والتوصيل السريع
4,"أنا عايز أقول إن برنامج التغذية ده في المنصورة بيتحسن بشكل ملحوظ, بس أنا شايف إنه لازم يعملوا اكتر عشان الناس تقدر تستمتع بالوجبة بتاعها وتشكر الحكومة على الجهد اللي بيتم.",جمعية براعم الخير,الدقهلية,أنا عايز أقول إن برنامج التغذية ده في المنصورة بيتحسن بشكل ملحوظ بس أنا شايف إنه لازم يعملوا اكتر عشان الناس تقدر تستمتع بالوجبة بتاعها وتشكر الحكومة على الجهد اللي بيتم
5,"أنا سعيد جدا بخدمة التموين في محافظتي! إنها فعلا رائعة, خاصة بعد كل اللي حصلنا عليه السنة الماضية. ربنا يبارك فيها ويحمي بلدنا من أي شر. #تحيا_مصر #خدمة_التموين",الجمعية التعاونية لتوريد الأغذية,سوهاج,أنا سعيد جدا بخدمة التموين في محافظتي إنها فعلا رائعة خاصة بعد كل اللي حصلنا عليه السنة الماضية ربنا يبارك فيها ويحمي بلدنا من أي شر تحيامصر خدمةالتموين
5,"أنا معجب جدا بالخدمة النهاردة, هي فعلا بتقدم خدمات ممتازة وبترضي الجميع. أنا مش عارف ممكن يكون عندي مشكلة معاهم بس لغاية دلوقتي كل حاجة كانت كويسة.",جمعية دقهليه لتغليف الطعام,الدقهلية,أنا معجب جدا بالخدمة النهاردة هي فعلا بتقدم خدمات ممتازة وبترضي الجميع أنا مش عارف ممكن يكون عندي مشكلة معاهم بس لغاية دلوقتي كل حاجة كانت كويسة
1,"أنا مش عارفة أعمل إيه مع خدمات التموين دي, كل مرة بنشوفها بقت أسوأ من الأول! أنا بأقول خمس نجوم لو كان لي الخيار, لكن للأسف هي واحدة من أسوء الخدمات اللي بتقدموها لنا هنا في مصر. أتمنى أنهم يطوروا ده عشان الناس تقدر تستمتع بالطعام كويس وبأسعار معقولة كمان.",مكتب التعاون الغذائي بالمنوفية,المنوفية,أنا مش عارفة أعمل إيه مع خدمات التموين دي كل مرة بنشوفها بقت أسوأ من الأول أنا بأقول خمس نجوم لو كان لي الخيار لكن للأسف هي واحدة من أسوء الخدمات اللي بتقدموها لنا هنا في مصر أتمنى أنهم يطوروا ده عشان الناس تقدر تستمتع بالطعام كويس وبأسعار معقولة كمان
1,"أنا مش سعيد بالمطعم بتاع التموين, لأنه دايما بطيء ومفيش جودة للأكل. أتمنى لو يتحسن الوضع علشان نقدر نستمتع بالوجبات اليومية.",المكتبة الثقافية,المنوفية,أنا مش سعيد بالمطعم بتاع التموين لأنه دايما بطيء ومفيش جودة للأكل أتمنى لو يتحسن الوضع علشان نقدر نستمتع بالوجبات اليومية
5,"أنا سعيد جدا بالخدمات التموينية اللي بتقدمها المحافظة, لأنها فعلا بتبسط حياتنا كتير وتحسن مستوى المعيشة بالنسبة لينا. بفضل الحكومة الجديدة واللي بتحاول تعمل كل اللي تقدر عليه عشان تحسن الظروف الاقتصادية للشعب المصري. شكرا جزيلا على الاهتمام والدعم المستمرين.",جمعية سند الخير,بني سويف,أنا سعيد جدا بالخدمات التموينية اللي بتقدمها المحافظة لأنها فعلا بتبسط حياتنا كتير وتحسن مستوى المعيشة بالنسبة لينا بفضل الحكومة الجديدة واللي بتحاول تعمل كل اللي تقدر عليه عشان تحسن الظروف الاقتصادية للشعب المصري شكرا جزيلا على الاهتمام والدعم المستمرين
3,"أنا سعيد جدا لأنك طلبت مني كتابة هذا التعليق, فأنا أحب التحدث عن الأمور التي تهم الناس حق الاهتمام. لقد كنت أستخدم خدمات التموين منذ فترة طويلة, وأجد أنها بالفعل ممتازة ومريحة للغاية بالنسبة لي وللي. لكن هناك بعض الأشياء الصغيرة اللي مش حلوة أوي ومش بتعملها صح. مثلا, أحيانا بيحصل تأخير في التوصيل أو بيكونوا متأخرين شوية على المواعيد المحددة. ده ممكن يكون بسبب الظروف الصعبة اللى احنا عايشينها حاليا, بس دي حاجة لازم يتحسن. وكمان, أتمنى أنهم",مكتب الطعام الخير,البحيرة,أنا سعيد جدا لأنك طلبت مني كتابة هذا التعليق فأنا أحب التحدث عن الأمور التي تهم الناس حق الاهتمام لقد كنت أستخدم خدمات التموين منذ فترة طويلة وأجد أنها بالفعل ممتازة ومريحة للغاية بالنسبة لي وللي لكن هناك بعض الأشياء الصغيرة اللي مش حلوة أوي ومش بتعملها صح مثلا أحيانا بيحصل تأخير في التوصيل أو بيكونوا متأخرين شوية على المواعيد المحددة ده ممكن يكون بسبب الظروف الصعبة اللى احنا عايشينها حاليا بس دي حاجة لازم يتحسن وكمان أتمنى أنهم
4,"أنا سعيد جدا بالتعرف على هذا البرنامج الجديد للتغذية في مدينة السويس! إنه حقا شيء رائع, وأنا أقدر كل الجهود المبذولة لتوفير الطعام الصحي والمفيد للناس هنا. أتمنى لو يستمرون في تقديم خدمات أفضل وأكثر تقدما في المستقبل القريب. شكرا لكم جميعا على جعلنا نشعر بالفخر بأننا جزء من مجتمع مثل هذا.",جمعية الشروق,السويس,أنا سعيد جدا بالتعرف على هذا البرنامج الجديد للتغذية في مدينة السويس إنه حقا شيء رائع وأنا أقدر كل الجهود المبذولة لتوفير الطعام الصحي والمفيد للناس هنا أتمنى لو يستمرون في تقديم خدمات أفضل وأكثر تقدما في المستقبل القريب شكرا لكم جميعا على جعلنا نشعر بالفخر بأننا جزء من مجتمع مثل هذا
1,"أنا مش فاهم إيه المشكلة, إحنا بنأكل كل يوم ونطعم الأطفال كمان! ده حق مشروع مننا. لازم الحكومة تاخد بالها من كده وتعالج الأمر عشان الناس اللي بتتضور جوعا.",مكتب زهراء,الدقهلية,أنا مش فاهم إيه المشكلة إحنا بنأكل كل يوم ونطعم الأطفال كمان ده حق مشروع مننا لازم الحكومة تاخد بالها من كده وتعالج الأمر عشان الناس اللي بتتضور جوعا
1,"أنا مش سعيد جدا بخدمة التموين دي, هي فعلا حاجة حلوة بس للأسف مفيش انتظام فيها ومش عارفة لو كان عندي مشكلة هتقدر تحلوها ولا لأ?!",جمعية نوران للتموين,المنيا,أنا مش سعيد جدا بخدمة التموين دي هي فعلا حاجة حلوة بس للأسف مفيش انتظام فيها ومش عارفة لو كان عندي مشكلة هتقدر تحلوها ولا لأ
4,"أنا سعيد جدا بالخدمة دي, بس بصراحة ممكن يكونوا أحسن شوية. الأكل كويس لكن الأواني مش نظيفة دايما والطعام يتسخ بسرعة. أتمنى أنهم يتحسنوا عشان الناس تقدر تستمتع بالوجبات بتاعها.",مكتب خير زمان,الجيزة,أنا سعيد جدا بالخدمة دي بس بصراحة ممكن يكونوا أحسن شوية الأكل كويس لكن الأواني مش نظيفة دايما والطعام يتسخ بسرعة أتمنى أنهم يتحسنوا عشان الناس تقدر تستمتع بالوجبات بتاعها
3,أنا سعيد جدا أنني استطعت أساعدكم اليوم! إن شاء الله يكون عندكم يوم جميل وبخير.,مكتب الأغذية الصحية,الدقهلية,أنا سعيد جدا أنني استطعت أساعدكم اليوم إن شاء الله يكون عندكم يوم جميل وبخير
2,"أنا مش فاهم إيه المشكلة, ليه بنشوف حاجات زي دي?! لازم نعمل حاجة عشان نقدر نغير الوضع للأحسن ونعيد الثقة للناس في الخدمات الحكومية.",جمعية حياه طيبة,القاهرة,أنا مش فاهم إيه المشكلة ليه بنشوف حاجات زي دي لازم نعمل حاجة عشان نقدر نغير الوضع للأحسن ونعيد الثقة للناس في الخدمات الحكومية
1,"أنا مش راضيا تماما على خدمات التموين في السويس, لأن الجودة ضعيفة جدا والأسعار مرتفعة بالنسبة لميزانيتي. أتمنى لو يتحسن الوضع قريب عشان نقدر نستمتع بالطعام الصحي والغذاء الجيد بأسعار معقولة.",جمعية الواحة,السويس,أنا مش راضيا تماما على خدمات التموين في السويس لأن الجودة ضعيفة جدا والأسعار مرتفعة بالنسبة لميزانيتي أتمنى لو يتحسن الوضع قريب عشان نقدر نستمتع بالطعام الصحي والغذاء الجيد بأسعار معقولة
2,"أنا مش راضيين على الخدمه دي, رغم أنها بتقدم حاجات كويسه بس الأكشاك بتبقى مزدحمة ومش فاضية طول الوقت, وناس كتير بتسحب الحاجات قبل ما تنتهي المدة, لازم يتحسن الوضع ده للأحسن.",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة,أنا مش راضيين على الخدمه دي رغم أنها بتقدم حاجات كويسه بس الأكشاك بتبقى مزدحمة ومش فاضية طول الوقت وناس كتير بتسحب الحاجات قبل ما تنتهي المدة لازم يتحسن الوضع ده للأحسن
5,"أنا سعيد جدا بتلقي خمس نجوم على خدمات التموين! لقد كانت تجربة رائعة بالنسبة لي, حيث ساعدتني كثيرا خلال فترة الحظر بسبب كورونا. شكرا جزيلا للحكومة اللي عملت كل ده عشاننا.",شركة مكتبة,الإسكندرية,أنا سعيد جدا بتلقي خمس نجوم على خدمات التموين لقد كانت تجربة رائعة بالنسبة لي حيث ساعدتني كثيرا خلال فترة الحظر بسبب كورونا شكرا جزيلا للحكومة اللي عملت كل ده عشاننا
2,"أنا بجد مش فاهم حاجة, ليه احنا بنعمل كده? نحن لازم نغير الوضع ده ونكون أفضل.",الجمعية التعاونية لتوريد الأغذية,سوهاج,أنا بجد مش فاهم حاجة ليه احنا بنعمل كده نحن لازم نغير الوضع ده ونكون أفضل
1,"أنا مش فاهم الحاجات اللي بتتمناها, لكن لو عايز تقول رأيك حول خدمات التموين في المحافظة, ممكن أشارك برأيك على صفحة الفيسبوك الخاصة بي. دي هيه الفكرة!",مكتب نور الخير,كفر الشيخ,أنا مش فاهم الحاجات اللي بتتمناها لكن لو عايز تقول رأيك حول خدمات التموين في المحافظة ممكن أشارك برأيك على صفحة الفيسبوك الخاصة بي دي هيه الفكرة
1,"أنا مش راضي خالص على خدمات التموين دي, مفيش أمان ولا ضمان للحاجات بتوصل سليمة وفي الوقت المناسب! لازم يتحاسبوا عشان يضيعوا وقت الناس كده.",مكتب التموين,كفر الشيخ,أنا مش راضي خالص على خدمات التموين دي مفيش أمان ولا ضمان للحاجات بتوصل سليمة وفي الوقت المناسب لازم يتحاسبوا عشان يضيعوا وقت الناس كده
4,"أنا سعيد جدا بخدمة التموين في محافظتنا, لأنها تساعدنا على توفير الطعام بأسعار معقولة وكمان توفر فرص عمل للناس المحليين. لكن أعتقد أنه يمكن تحسينها أكثر بتوفير المزيد من الخيارات الصحية والأقل تكلفة. شكرا لك!",جمعية السلام للضيافة,أسيوط,أنا سعيد جدا بخدمة التموين في محافظتنا لأنها تساعدنا على توفير الطعام بأسعار معقولة وكمان توفر فرص عمل للناس المحليين لكن أعتقد أنه يمكن تحسينها أكثر بتوفير المزيد من الخيارات الصحية والأقل تكلفة شكرا لك
1,"أنا مش راضيا على الخدمة دي, لأن الأكل بقاله يومين ومفيش أي نظافة ولا احترام للناس اللي بتاكل.",جمعية إطعام الأسكندرية,الإسكندرية,أنا مش راضيا على الخدمة دي لأن الأكل بقاله يومين ومفيش أي نظافة ولا احترام للناس اللي بتاكل
3,أنا مستاء جدا من جودة الطعام المقدم في خدمات التموين. دائما يكون هناك بقايا طعام وتفتقر إلى النظافة والنظافة الشخصية. أعتقد أنه حان الوقت لتغيير الإدارة وتحسين الخدمات المقدمة للمواطنين.,مكتب نور بنى سويف,بني سويف,أنا مستاء جدا من جودة الطعام المقدم في خدمات التموين دائما يكون هناك بقايا طعام وتفتقر إلى النظافة والنظافة الشخصية أعتقد أنه حان الوقت لتغيير الإدارة وتحسين الخدمات المقدمة للمواطنين
3,"أنا بجد مش عارف أقول إيه على نظام التوزيع, إنه سيء جدا ومفيش رقابة عليه ولا حتى جودة المنتجات اللي بيتم توزيعها. بصراحة, لو كان فيه رقابة أحسن, الناس كانت هتبقى أسعد بكثير. شكرا لك!",مكتب سحور رمضان,القاهرة,أنا بجد مش عارف أقول إيه على نظام التوزيع إنه سيء جدا ومفيش رقابة عليه ولا حتى جودة المنتجات اللي بيتم توزيعها بصراحة لو كان فيه رقابة أحسن الناس كانت هتبقى أسعد بكثير شكرا لك
3,"أنا بجد مش عارف أعمل إيه, ده كل يوم بنشوف ناس بتطلب مننا حاجات ونخلصها منهم ومش باين عليهم إنهم بيعملوا اللي علينا! دي واحدة من الخدمات الحكومية بتاعتنا وبصراحه مكنتش متوقع إنها هتبقى على كده. أتمنى لو نحل المشكلة بسرعة عشان الناس اللي محتاجين الحاجات دي.",جمعية سند الخير,بني سويف,أنا بجد مش عارف أعمل إيه ده كل يوم بنشوف ناس بتطلب مننا حاجات ونخلصها منهم ومش باين عليهم إنهم بيعملوا اللي علينا دي واحدة من الخدمات الحكومية بتاعتنا وبصراحه مكنتش متوقع إنها هتبقى على كده أتمنى لو نحل المشكلة بسرعة عشان الناس اللي محتاجين الحاجات دي
4,"بجد أنا مش راضي عن خدمات التموين, يعني إحنا بنشتغل بجد ونوفر فلوسنا علشان نأكل كويس, لكن دلوقتي احنا بناكل أكلة بتكون مرة وبتطلع لنا برة طعمها! ولازم ندفع اكتر عشان نحصل على الأكل اللي يستحقه الناس!",مكتب هناء للتغذية,القاهرة,بجد أنا مش راضي عن خدمات التموين يعني إحنا بنشتغل بجد ونوفر فلوسنا علشان نأكل كويس لكن دلوقتي احنا بناكل أكلة بتكون مرة وبتطلع لنا برة طعمها ولازم ندفع اكتر عشان نحصل على الأكل اللي يستحقه الناس
3,"أنا مش راضيه على الخدمه دي, حتى لو كانت ثلاث نجوم هي الأفضل ممكن أحصل عليها. أنا عاوزة خدمه أفضل وأسرع عشان أقدر أستفيد منها بشكل صحيح.",مكتب هناء للتغذية,القاهرة,أنا مش راضيه على الخدمه دي حتى لو كانت ثلاث نجوم هي الأفضل ممكن أحصل عليها أنا عاوزة خدمه أفضل وأسرع عشان أقدر أستفيد منها بشكل صحيح
4,"بصراحة, أنا مش عارف أتكلم على المدام والتغذية دي كلها, بس بصراحة, احنا بنستاهل أحسن من كده بكثير. لازم نتحرك ونطالب بحقوقنا, لأن ده حق مننا.",مكتب التغذية الصحية,الدقهلية,بصراحة أنا مش عارف أتكلم على المدام والتغذية دي كلها بس بصراحة احنا بنستاهل أحسن من كده بكثير لازم نتحرك ونطالب بحقوقنا لأن ده حق مننا
1,"أنا مش عارف أقول لك إيه, لكن أعتقد إنه ممكن يكون فيه تحسينات على نظام التوزيع. لو كانت أحسن, كان هتحسن حياتنا كلها هنا في مصر.",جمعية التعاون الغذائي,البحيرة,أنا مش عارف أقول لك إيه لكن أعتقد إنه ممكن يكون فيه تحسينات على نظام التوزيع لو كانت أحسن كان هتحسن حياتنا كلها هنا في مصر
4,"أنا سعيد جدا بخدمة التموين في مرسى مطروح! إنها ممتازة حقآ, كل شيء تمام ومقدم بشكل جيد. أتمنى لو أنها كانت متاحة طوال الوقت, لكن مش مشكلة. شكراا جزيلا لكم على هذا المجهود الرائع.",مجلس التعاون الخليجي لخدمات التموين,مطروح,أنا سعيد جدا بخدمة التموين في مرسى مطروح إنها ممتازة حقآ كل شيء تمام ومقدم بشكل جيد أتمنى لو أنها كانت متاحة طوال الوقت لكن مش مشكلة شكراا جزيلا لكم على هذا المجهود الرائع
4,"أنا سعيد جدا بتقديم الخدمات التموينية في محافظتي, لكن للأسف بعض الأوقات يكون فيها التأخير في التوصيل, وهذا يزعجنا كمواطنين لأنه يعني أننا قد نضطر إلى الانتظار لساعات طويلة للحصول على الطعام الذي نحتاجه, وأتمنى أن يتم تحسين هذا الأمر قريبا حتى نستمتع بخدمة أفضل وأكثر كفاءة.",مكتب الأمل للمغاربة,أسيوط,أنا سعيد جدا بتقديم الخدمات التموينية في محافظتي لكن للأسف بعض الأوقات يكون فيها التأخير في التوصيل وهذا يزعجنا كمواطنين لأنه يعني أننا قد نضطر إلى الانتظار لساعات طويلة للحصول على الطعام الذي نحتاجه وأتمنى أن يتم تحسين هذا الأمر قريبا حتى نستمتع بخدمة أفضل وأكثر كفاءة
5,"أنا سعيد جدا بخدمة التموين في البحيرة, لأنها بتوفر كل اللي نحتاجه وبأسعار معقولة كمان. ربنا يكرمكم على الجهود المبذولة.",مكتب الرابطة الغذائية,البحيرة,أنا سعيد جدا بخدمة التموين في البحيرة لأنها بتوفر كل اللي نحتاجه وبأسعار معقولة كمان ربنا يكرمكم على الجهود المبذولة
3,"أنا مش عارفة ليه الناس بتكره التموين ده! ممكن يكون فيه مشاكل, لكن على الأقل بنلحق بالطعام اللي احنا محتاجينه في وقت صعب كده. أتمنى لو الحكومة تفكر تانية قبل ما تقرر إلغاءه.",جمعية أطفيحي,أسيوط,أنا مش عارفة ليه الناس بتكره التموين ده ممكن يكون فيه مشاكل لكن على الأقل بنلحق بالطعام اللي احنا محتاجينه في وقت صعب كده أتمنى لو الحكومة تفكر تانية قبل ما تقرر إلغاءه
5,"أنا سعيد جدا بخدمة التموين! لقد كانت رائعة, خاصة أنها قريبة مني ومريحة للغاية. أقدر كل الجهود المبذولة لتقديم أفضل الخدمات للمواطنين. شكرا لكم على الاهتمام بنا جميعا. #متحدث_صوتي",الجمعية المصرية للغذاء,القاهرة,أنا سعيد جدا بخدمة التموين لقد كانت رائعة خاصة أنها قريبة مني ومريحة للغاية أقدر كل الجهود المبذولة لتقديم أفضل الخدمات للمواطنين شكرا لكم على الاهتمام بنا جميعا متحدثصوتي
5,"أنا سعيد جدا بخدمة التموين في المنصورة لأنها بتوفر لي الطعام اللي أحتاجه وبتجنبلي المشكله مع الطبخ كل يوم, وأنا بشكر الحكومة على الاهتمام بالطبق الأساسي للناس.",مكتب سندس للتغذية,الدقهلية,أنا سعيد جدا بخدمة التموين في المنصورة لأنها بتوفر لي الطعام اللي أحتاجه وبتجنبلي المشكله مع الطبخ كل يوم وأنا بشكر الحكومة على الاهتمام بالطبق الأساسي للناس
3,"أنا مش راضيا تماما على خدمات التموين في محافظتنا, ده لأنها بتكون بطيئة جدا ومش دايما متوافر فيها الحاجات اللي نحتاجها.",مكتب الطعام الصحي,قنا,أنا مش راضيا تماما على خدمات التموين في محافظتنا ده لأنها بتكون بطيئة جدا ومش دايما متوافر فيها الحاجات اللي نحتاجها
2,"أنا مش راضي على خدمات التموين في القليوبية, ده حتى لو كان تقييمي لها هيبقى اثنين من خمسة! كل يوم بنشوف مشاكل جديدة, زي الطوابير الطويلة والطعام اللي بيخلص بسرعة وبالكاميرات المراقبة دي بتعمل زحمة أكثر من اللازم. احنا محتاجين نغير النظام ونرتب الأمور عشان نقدر نستمتع بالخدمة بشكل أفضل.",جمعية السندس,القليوبية,أنا مش راضي على خدمات التموين في القليوبية ده حتى لو كان تقييمي لها هيبقى اثنين من خمسة كل يوم بنشوف مشاكل جديدة زي الطوابير الطويلة والطعام اللي بيخلص بسرعة وبالكاميرات المراقبة دي بتعمل زحمة أكثر من اللازم احنا محتاجين نغير النظام ونرتب الأمور عشان نقدر نستمتع بالخدمة بشكل أفضل
5,"أنا رايد على الاطعمة دي منذ فترة كبيرة, ومش هقول غير إنها كويسة جدا وبصراحة أنا مش قادر أتجاوزها, هي فعلا بتستحق خمس نجوم.",مكتب الأغذية المتكاملة,الإسماعيلية,أنا رايد على الاطعمة دي منذ فترة كبيرة ومش هقول غير إنها كويسة جدا وبصراحة أنا مش قادر أتجاوزها هي فعلا بتستحق خمس نجوم
5,"أنا سعيد جدا بخدمة التموين في بور سعيد! إنها فعلا حاجة ملحة بالنسبة لنا, وأنا أحب الطريقة اللي بيقدموا بيها الأكل للناس وبأسعار معقولة كمان. ربنا يكرمهم ويبارك فيهم دايما.",مكتب السعادة,بورسعيد,أنا سعيد جدا بخدمة التموين في بور سعيد إنها فعلا حاجة ملحة بالنسبة لنا وأنا أحب الطريقة اللي بيقدموا بيها الأكل للناس وبأسعار معقولة كمان ربنا يكرمهم ويبارك فيهم دايما
4,"أنا سعيد جدا بتقديم هذه التعليقات الإيجابية حول خدمات التموين في محافظة البحيرة! أعتقد أنه يستحق التقييم الكامل لأنه يقدم لنا كل شيء نحتاجه ونقدر مجهود القائمين على هذا المشروع الرائع. شكرا لكم جميعا, وأتمنى المزيد والمزيد من النجاح والتقدم لخدمة التموين في مصر الحبيبة.",جمعية بركة التغذية,البحيرة,أنا سعيد جدا بتقديم هذه التعليقات الإيجابية حول خدمات التموين في محافظة البحيرة أعتقد أنه يستحق التقييم الكامل لأنه يقدم لنا كل شيء نحتاجه ونقدر مجهود القائمين على هذا المشروع الرائع شكرا لكم جميعا وأتمنى المزيد والمزيد من النجاح والتقدم لخدمة التموين في مصر الحبيبة
4,"أنا راني أكتب تعليقي على خدمات التموين في البحيرة, وبصراحة مش عارف أتكلم بشكل إيجابي عنها لأنها بتقدم أقل مما نتوقع منه. أنا شايف إنه ممكن يتحسن لو كان فيه اهتمام أكبر بالتفاصيل, لأن ده اللي هيبسط حياتنا فعلا.",مكتب التغذية,البحيرة,أنا راني أكتب تعليقي على خدمات التموين في البحيرة وبصراحة مش عارف أتكلم بشكل إيجابي عنها لأنها بتقدم أقل مما نتوقع منه أنا شايف إنه ممكن يتحسن لو كان فيه اهتمام أكبر بالتفاصيل لأن ده اللي هيبسط حياتنا فعلا
4,"أنا سعيد جدا بتقديم خدمتي التموينية للمواطنين بمحافظة الشرقية! لقد كنت أتلقى العديد من الطلبات لتحسين جودة الطعام والتوصيل إلى المنازل بكفاءة أكبر, وأنا ملتزم بالعمل على ذلك لتحقيق رضا العملاء. شكرا لكم على تقييمكم الإيجابي وأتطلع دائما لتقديم أفضل الخدمات. #التغذية_المصرية #الشرقية_في_العناية_الله",مكتب التموين,الشرقية,أنا سعيد جدا بتقديم خدمتي التموينية للمواطنين بمحافظة الشرقية لقد كنت أتلقى العديد من الطلبات لتحسين جودة الطعام والتوصيل إلى المنازل بكفاءة أكبر وأنا ملتزم بالعمل على ذلك لتحقيق رضا العملاء شكرا لكم على تقييمكم الإيجابي وأتطلع دائما لتقديم أفضل الخدمات التغذيةالمصرية الشرقيةفيالعنايةالله
5,"أنا سعيد جداجدا بالتقديم على خدمة التموين في السويس, أنا راض تماما عنها لأنها بتوفر حاجاتنا بسهولة وبسرعة.",مكتب الحياة,السويس,أنا سعيد جداجدا بالتقديم على خدمة التموين في السويس أنا راض تماما عنها لأنها بتوفر حاجاتنا بسهولة وبسرعة
5,"أنا سعيد جدا بخدمة التموين في محافظة الدقهلية! لقد كانوا دائما متاحين وموثوقين بهم, وأنا متأكد أنهم سيستمرون في تقديم خدمات ممتازة مثل هذه لسنوات قادمة. شكرا لكم جميعا على كل الجهود المبذولة لتحسين مجتمعنا! #دلتا_مصر #خدمة_التأمين",مكتب الأغذية الصحية,الدقهلية,أنا سعيد جدا بخدمة التموين في محافظة الدقهلية لقد كانوا دائما متاحين وموثوقين بهم وأنا متأكد أنهم سيستمرون في تقديم خدمات ممتازة مثل هذه لسنوات قادمة شكرا لكم جميعا على كل الجهود المبذولة لتحسين مجتمعنا دلتامصر خدمةالتأمين
1,"أنا مش سعيد بخدمة التموين دي, لو كنت مكانك مكنتش هختارها على طول! إنها سيئة جدا ومش بتقدم أي قيمة حقيقية للمواطن اللي محتاجها. الحكومة لازم تعمل حاجة عشان الناس تقدر تعيش بكرامة.",مكتب التموين السعيد,الفيوم,أنا مش سعيد بخدمة التموين دي لو كنت مكانك مكنتش هختارها على طول إنها سيئة جدا ومش بتقدم أي قيمة حقيقية للمواطن اللي محتاجها الحكومة لازم تعمل حاجة عشان الناس تقدر تعيش بكرامة
3,"أنا شايف إن خدمة التموين دي مش كويسة جدا, أنا بحاول أحصل على الحاجات اللي محتاجها بس للأسف مفيش فايده, الناس بتطالب بحقوقهم ومش عارفين يحصلوا عليها.",مكتب سندس للتغذية,الدقهلية,أنا شايف إن خدمة التموين دي مش كويسة جدا أنا بحاول أحصل على الحاجات اللي محتاجها بس للأسف مفيش فايده الناس بتطالب بحقوقهم ومش عارفين يحصلوا عليها
3,"أنا سعيد لتقديم هذا الرد نيابة عنك, ولكن يرجى ملاحظة أنني لست قادرا على التفاعل مع المستخدمين بالطريقة التي قد تتوقعها.",جمعية مطبخ إسكندرية,الإسكندرية,أنا سعيد لتقديم هذا الرد نيابة عنك ولكن يرجى ملاحظة أنني لست قادرا على التفاعل مع المستخدمين بالطريقة التي قد تتوقعها
1,"أنا مش عارف ليه الناس بتحب تنتقد كل حاجة, بس بالنسبة للتغذية المدرسية, أعتقد أنها محتاجة تطوير كبير علشان نقدر نقول إنها كويسة. الحاجات اللي بنأكلها دايما بتكون قديمة وباردة ومش طازجة أبدا, وأنا شايف أنه لو كان هناك اهتمام أكبر بالتفاصيل دي, كانت هتبقى تجربة أفضل للطلاب.",جمعية مطبخ البركة,البحيرة,أنا مش عارف ليه الناس بتحب تنتقد كل حاجة بس بالنسبة للتغذية المدرسية أعتقد أنها محتاجة تطوير كبير علشان نقدر نقول إنها كويسة الحاجات اللي بنأكلها دايما بتكون قديمة وباردة ومش طازجة أبدا وأنا شايف أنه لو كان هناك اهتمام أكبر بالتفاصيل دي كانت هتبقى تجربة أفضل للطلاب
4,"أنا سعيد جدا بأن خدمتي للتموين حصلت على تقييم جيد! ولكن, بصراحة, هناك بعض الأشياء التي يمكن تحسينها. مثلا, أحيان يكون فيه تأخير في التوصيل وأوقات الانتظار طويلة عند مكتب التموين. أتمنى أنهم يقدرون ردود الفعل ويعملوا عليها عشان نقدر نتمتع بخدمة أفضل. شكرا لك!",مكتب الأغذية الصحية,البحيرة,أنا سعيد جدا بأن خدمتي للتموين حصلت على تقييم جيد ولكن بصراحة هناك بعض الأشياء التي يمكن تحسينها مثلا أحيان يكون فيه تأخير في التوصيل وأوقات الانتظار طويلة عند مكتب التموين أتمنى أنهم يقدرون ردود الفعل ويعملوا عليها عشان نقدر نتمتع بخدمة أفضل شكرا لك
3,"أنا مش راضيه خالص على الخدمه دي, هي فظيعة جدا! كل يوم بنشوف الناس بتتصل علينا عشان نعرفهم موعد التوصيل وبيحصل مشاكل كتير. ده لو كان فيه توصيل أصلا! احنا محتاجين حل سريع ونهائي للخدمه دي علشان نقدر نعيش حياة طبيعيه. #الدقهلية_في_خطر",مكتب الأغذية المتكاملة,الدقهلية,أنا مش راضيه خالص على الخدمه دي هي فظيعة جدا كل يوم بنشوف الناس بتتصل علينا عشان نعرفهم موعد التوصيل وبيحصل مشاكل كتير ده لو كان فيه توصيل أصلا احنا محتاجين حل سريع ونهائي للخدمه دي علشان نقدر نعيش حياة طبيعيه الدقهليةفيخطر
1,"أنا مش عارف أقول على أيه! الخدمة كلها تعبانة, ولازم نغيرها بالكامل عشان نقدر نستمتع بيها فعلا.",مكتب سند التموين,الجيزة,أنا مش عارف أقول على أيه الخدمة كلها تعبانة ولازم نغيرها بالكامل عشان نقدر نستمتع بيها فعلا
5,أنا سعيد جدا بخدمة التموين لأنها بتقدم أكل كويس وبتساعد الناس اللي مش بيقدروا يشتريه بنفسه. شكرا الحكومة على الاهتمام بالناس ومحدش يزعل مني!,جمعية البيت السعيد,الجيزة,أنا سعيد جدا بخدمة التموين لأنها بتقدم أكل كويس وبتساعد الناس اللي مش بيقدروا يشتريه بنفسه شكرا الحكومة على الاهتمام بالناس ومحدش يزعل مني
